Mni,M,Rp,Esn,rcsm,mcsm,max_LC,skew,CV_LC,mad,
0.1,1.4,1.0,1e+51,100,0.1,3.9804e+42,1.9445,0.2411,1.6076e+40
0.2,1.4,1.0,1e+51,100,0.1,6.0362e+42,3.3501,0.34702,1.6549e+41
0.3,1.4,1.0,1e+51,100,0.1,8.3183e+42,4.1233,0.47526,4.3922e+41
0.1,5,1.0,1e+51,100,0.1,1.7656e+42,2.5637,0.34307,9.4694e+40
0.2,5,1.0,1e+51,100,0.1,2.9376e+42,2.4885,0.55358,4.0532e+41
0.3,5,1.0,1e+51,100,0.1,4.1096e+42,2.4552,0.68451,6.5652e+41
0.1,10,1.0,1e+51,100,0.1,1.1441e+42,1.8937,0.3727,7.1466e+40
0.2,10,1.0,1e+51,100,0.1,1.8993e+42,1.8364,0.54476,1.9474e+41
0.3,10,1.0,1e+51,100,0.1,2.6545e+42,1.8229,0.64196,3.0885e+41
0.1,1.4,5.0,1e+51,100,0.1,3.583e+42,2.8259,0.31127,2.3507e+40
0.2,1.4,5.0,1e+51,100,0.1,5.8475e+42,4.0312,0.50935,4.0836e+41
0.3,1.4,5.0,1e+51,100,0.1,8.1382e+42,4.1971,0.6668,8.0561e+41
0.1,5,5.0,1e+51,100,0.1,1.696e+42,2.3319,0.47598,2.2479e+41
0.2,5,5.0,1e+51,100,0.1,2.8613e+42,2.3658,0.68308,5.4055e+41
0.3,5,5.0,1e+51,100,0.1,4.0266e+42,2.3728,0.80098,8.5112e+41
0.1,10,5.0,1e+51,100,0.1,1.1039e+42,1.7797,0.46356,6.4799e+40
0.2,10,5.0,1e+51,100,0.1,1.8582e+42,1.791,0.62391,1.8292e+41
0.3,10,5.0,1e+51,100,0.1,2.6124e+42,1.7944,0.70917,2.9387e+41
0.1,1.4,10.0,1e+51,100,0.1,3.5423e+42,3.1959,0.36119,1.1272e+41
0.2,1.4,10.0,1e+51,100,0.1,5.8112e+42,4.0413,0.58089,5.0902e+41
0.3,1.4,10.0,1e+51,100,0.1,8.1019e+42,4.1497,0.74238,8.8416e+41
0.1,5,10.0,1e+51,100,0.1,1.666e+42,2.2543,0.53048,2.6097e+41
0.2,5,10.0,1e+51,100,0.1,2.8372e+42,2.3244,0.73217,5.7291e+41
0.3,5,10.0,1e+51,100,0.1,4.0127e+42,2.3448,0.8435,8.2846e+41
0.1,10,10.0,1e+51,100,0.1,1.0851e+42,1.7404,0.50044,5.457e+40
0.2,10,10.0,1e+51,100,0.1,1.8346e+42,1.7721,0.65436,1.738e+41
0.3,10,10.0,1e+51,100,0.1,2.5841e+42,1.7821,0.73436,2.7937e+41
0.1,1.4,50.0,1e+51,100,0.1,3.2669e+42,4.2901,0.3691,1.2954e+41
0.2,1.4,50.0,1e+51,100,0.1,5.5397e+42,4.9155,0.59958,4.4475e+41
0.3,1.4,50.0,1e+51,100,0.1,7.8314e+42,4.7287,0.76924,8.0357e+41
0.1,5,50.0,1e+51,100,0.1,1.5667e+42,2.8317,0.56506,2.1504e+41
0.2,5,50.0,1e+51,100,0.1,2.7391e+42,2.6032,0.77327,5.1333e+41
0.3,5,50.0,1e+51,100,0.1,3.9152e+42,2.5268,0.88216,7.6879e+41
0.1,10,50.0,1e+51,100,0.1,1.0132e+42,1.9522,0.54519,1.4015e+41
0.2,10,50.0,1e+51,100,0.1,1.7664e+42,1.8736,0.69693,2.5688e+41
0.3,10,50.0,1e+51,100,0.1,2.5208e+42,1.8486,0.77106,3.6708e+41
0.1,1.4,1.0,1.5e+51,100,0.1,3.9443e+42,2.0271,0.24623,7.3115e+39
0.2,1.4,1.0,1.5e+51,100,0.1,6.0362e+42,3.3501,0.34702,1.6549e+41
0.3,1.4,1.0,1.5e+51,100,0.1,8.3183e+42,4.1233,0.47526,4.3922e+41
0.1,5,1.0,1.5e+51,100,0.1,1.7656e+42,2.5637,0.34307,9.4694e+40
0.2,5,1.0,1.5e+51,100,0.1,2.9376e+42,2.4885,0.55358,4.0532e+41
