M,MNi,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
2.5,0.861,1.4436e+43,3.1507,1.4311,2.8232e+42,-5.4162e+41,9.7666e+41,4.5591e+41,15.0
2.5,0.881,1.486e+43,3.1667,1.4348,2.9002e+42,-5.6543e+41,1.0052e+42,4.6211e+41,15.0
2.5,0.901,1.5285e+43,3.1824,1.4385,2.9774e+42,-5.8955e+41,1.0339e+42,4.6828e+41,15.0
2.5,0.921,1.5712e+43,3.1978,1.4421,3.0547e+42,-6.1398e+41,1.0627e+42,4.7441e+41,15.0
2.5,0.941,1.6141e+43,3.213,1.4456,3.1321e+42,-6.387e+41,1.0916e+42,4.8049e+41,15.0
2.5,0.96,1.655e+43,3.2271,1.4488,3.2058e+42,-6.6246e+41,1.1191e+42,4.8623e+41,15.0
2.5,0.98,1.6981e+43,3.2418,1.4522,3.2835e+42,-6.8775e+41,1.1482e+42,4.9224e+41,15.0
2.5,1.0,1.7414e+43,3.2563,1.4555,3.3613e+42,-7.1332e+41,1.1773e+42,4.982e+41,15.0
2.7,0.01,3.5726e+40,1.5381,0.60932,7.9515e+38,-2.9423e+38,1.2214e+39,1.8019e+40,29.5
2.7,0.03,1.627e+41,1.5872,0.81474,1.4546e+40,-2.1764e+39,6.3181e+39,5.4981e+40,26.0
2.7,0.05,3.2593e+41,1.6883,0.91102,4.1475e+40,-4.9759e+39,1.3724e+40,8.482e+40,24.0
2.7,0.069,5.0327e+41,1.7754,0.9703,7.3341e+40,-8.6419e+39,2.2121e+40,1.1021e+41,23.0
2.7,0.089,7.0788e+41,1.8566,1.0162,1.1536e+41,-1.2799e+40,3.2546e+40,1.3097e+41,22.0
2.7,0.109,9.278e+41,1.9286,1.0522,1.6068e+41,-1.833e+40,4.3657e+40,1.5044e+41,21.5
2.7,0.129,1.1606e+42,1.9932,1.0817,2.0803e+41,-2.4266e+40,5.5922e+40,1.6951e+41,21.0
2.7,0.149,1.4046e+42,2.0519,1.1066,2.6546e+41,-3.0405e+40,6.9347e+40,1.7986e+41,20.5
2.7,0.168,1.6455e+42,2.1031,1.1272,3.1278e+41,-3.9156e+40,8.1222e+40,1.9803e+41,20.5
2.7,0.188,1.9084e+42,2.1529,1.1463,3.7398e+41,-4.5799e+40,9.6589e+40,2.0678e+41,20.0
2.7,0.208,2.1792e+42,2.1993,1.1634,4.2772e+41,-5.2182e+40,1.1317e+41,2.239e+41,19.5
2.7,0.228,2.4579e+42,2.2426,1.1788,4.8927e+41,-6.3132e+40,1.2761e+41,2.3404e+41,19.5
2.7,0.248,2.7434e+42,2.2833,1.1929,5.5419e+41,-6.936e+40,1.4625e+41,2.4154e+41,19.0
2.7,0.267,3.021e+42,2.3198,1.2051,6.1681e+41,-8.0726e+40,1.6101e+41,2.4835e+41,19.0
2.7,0.287,3.3183e+42,2.3562,1.2171,6.7707e+41,-8.6405e+40,1.8174e+41,2.6179e+41,18.5
2.7,0.307,3.6228e+42,2.3909,1.2282,7.3689e+41,-9.9209e+40,1.9838e+41,2.7622e+41,18.5
2.7,0.327,3.9319e+42,2.4239,1.2386,8.0474e+41,-1.1266e+41,2.1526e+41,2.8316e+41,18.5
2.7,0.347,4.2459e+42,2.4554,1.2483,8.7321e+41,-1.1747e+41,2.3905e+41,2.8997e+41,18.0
2.7,0.366,4.5499e+42,2.4841,1.257,9.3877e+41,-1.3086e+41,2.5612e+41,2.9634e+41,18.0
2.7,0.386,4.8737e+42,2.5132,1.2657,1.0083e+42,-1.4551e+41,2.743e+41,3.0298e+41,18.0
2.7,0.406,5.201e+42,2.5411,1.2739,1.0782e+42,-1.607e+41,2.9268e+41,3.0955e+41,18.0
2.7,0.426,5.5344e+42,2.568,1.2817,1.1486e+42,-1.6401e+41,3.2055e+41,3.1608e+41,17.5
2.7,0.446,5.8717e+42,2.594,1.2891,1.2048e+42,-1.7968e+41,3.4003e+41,3.3715e+41,17.5
2.7,0.465,6.195e+42,2.6178,1.2959,1.2694e+42,-1.9502e+41,3.587e+41,3.4626e+41,17.5
2.7,0.485,6.5382e+42,2.6421,1.3027,1.3406e+42,-2.1163e+41,3.7852e+41,3.5295e+41,17.5
2.7,0.505,6.8866e+42,2.6657,1.3092,1.4121e+42,-2.1264e+41,4.1072e+41,3.596e+41,17.0
2.7,0.525,7.239e+42,2.6886,1.3155,1.484e+42,-2.2957e+41,4.3168e+41,3.6623e+41,17.0
2.7,0.545,7.5941e+42,2.7107,1.3215,1.5561e+42,-2.4695e+41,4.5279e+41,3.7283e+41,17.0
2.7,0.564,7.9339e+42,2.7313,1.327,1.6249e+42,-2.6385e+41,4.7299e+41,3.7909e+41,17.0
2.7,0.584,8.294e+42,2.7523,1.3327,1.6976e+42,-2.8205e+41,4.9439e+41,3.8564e+41,17.0
2.7,0.604,8.6584e+42,2.7727,1.3381,1.7705e+42,-2.7969e+41,5.3218e+41,3.9218e+41,16.5
2.7,0.624,9.027e+42,2.7927,1.3433,1.8436e+42,-2.9806e+41,5.5477e+41,3.9869e+41,16.5
2.7,0.644,9.3979e+42,2.8122,1.3484,1.917e+42,-3.1683e+41,5.7749e+41,4.0518e+41,16.5
2.7,0.663,9.7524e+42,2.8302,1.3531,1.9869e+42,-3.3501e+41,5.992e+41,4.1133e+41,16.5
2.7,0.683,1.0127e+43,2.8488,1.3579,2.0607e+42,-3.545e+41,6.2218e+41,4.1777e+41,16.5
2.7,0.703,1.0505e+43,2.867,1.3625,2.1347e+42,-3.7436e+41,6.4527e+41,4.2419e+41,16.5
2.7,0.723,1.0885e+43,2.8848,1.3671,2.209e+42,-3.6724e+41,6.9011e+41,4.3058e+41,16.0
2.7,0.743,1.127e+43,2.9022,1.3715,2.2834e+42,-3.8713e+41,7.1446e+41,4.3695e+41,16.0
2.7,0.762,1.1638e+43,2.9184,1.3755,2.3542e+42,-4.0636e+41,7.377e+41,4.4298e+41,16.0
2.7,0.782,1.2027e+43,2.9351,1.3797,2.4208e+42,-4.2692e+41,7.6228e+41,4.5745e+41,16.0
2.7,0.802,1.2418e+43,2.9515,1.3838,2.4844e+42,-4.4781e+41,7.8697e+41,4.7508e+41,16.0
2.7,0.822,1.281e+43,2.9676,1.3878,2.5563e+42,-4.6902e+41,8.1176e+41,4.8452e+41,16.0
2.7,0.842,1.3204e+43,2.9833,1.3917,2.6314e+42,-4.9054e+41,8.3665e+41,4.9094e+41,16.0
2.7,0.861,1.358e+43,2.9981,1.3953,2.7029e+42,-5.1126e+41,8.6039e+41,4.9701e+41,16.0
2.7,0.881,1.398e+43,3.0133,1.399,2.7783e+42,-4.9726e+41,9.1512e+41,5.0337e+41,15.5
2.7,0.901,1.4383e+43,3.0283,1.4027,2.8538e+42,-5.1899e+41,9.4145e+41,5.097e+41,15.5
2.7,0.921,1.4788e+43,3.043,1.4062,2.9295e+42,-5.4103e+41,9.6788e+41,5.1599e+41,15.5
2.7,0.941,1.5195e+43,3.0575,1.4097,3.0053e+42,-5.6335e+41,9.944e+41,5.2225e+41,15.5
2.7,0.96,1.5583e+43,3.071,1.413,3.0774e+42,-5.8482e+41,1.0197e+42,5.2817e+41,15.5
2.7,0.98,1.5992e+43,3.085,1.4163,3.1535e+42,-6.0769e+41,1.0464e+42,5.3436e+41,15.5
2.7,1.0,1.6403e+43,3.0988,1.4196,3.2297e+42,-6.3083e+41,1.0732e+42,5.4052e+41,15.5
2.9,0.01,3.2825e+40,1.5632,0.57229,2.2539e+38,-2.5748e+38,1.085e+39,1.7741e+40,30.5
2.9,0.03,1.5032e+41,1.5589,0.7739,1.1246e+40,-1.7875e+39,5.7266e+39,5.5695e+40,26.5
2.9,0.05,3.0192e+41,1.6403,0.87093,3.3432e+40,-4.4904e+39,1.2198e+40,8.844e+40,25.0
2.9,0.069,4.6706e+41,1.7156,0.93104,6.1092e+40,-7.2149e+39,2.009e+40,1.1624e+41,23.5
2.9,0.089,6.5804e+41,1.7877,0.97768,9.8703e+40,-1.1705e+40,2.8922e+40,1.3949e+41,23.0
2.9,0.109,8.6335e+41,1.8528,1.0142,1.3982e+41,-1.546e+40,3.9695e+40,1.6124e+41,22.0
2.9,0.129,1.0811e+42,1.912,1.0442,1.8315e+41,-2.0552e+40,5.0873e+40,1.8239e+41,21.5
2.9,0.149,1.3096e+42,1.9661,1.0696,2.3035e+41,-2.8054e+40,6.1607e+40,2.0105e+41,21.5
2.9,0.168,1.5357e+42,2.0135,1.0905,2.8083e+41,-3.3459e+40,7.3989e+40,2.1423e+41,21.0
2.9,0.188,1.7821e+42,2.0599,1.1099,3.3653e+41,-3.9187e+40,8.7983e+40,2.2655e+41,20.5
2.9,0.208,2.0361e+42,2.1032,1.1273,3.8709e+41,-4.8466e+40,1.005e+41,2.4494e+41,20.5
2.9,0.228,2.2981e+42,2.1438,1.1429,4.4809e+41,-5.4296e+40,1.1632e+41,2.5372e+41,20.0
2.9,0.248,2.566e+42,2.1821,1.1572,5.1043e+41,-6.4627e+40,1.2985e+41,2.6191e+41,20.0
2.9,0.267,2.8274e+42,2.2164,1.1696,5.5665e+41,-6.9668e+40,1.4681e+41,2.8332e+41,19.5
2.9,0.287,3.1075e+42,2.2508,1.1818,6.2072e+41,-8.0846e+40,1.6133e+41,2.9107e+41,19.5
2.9,0.307,3.3935e+42,2.2836,1.193,6.8573e+41,-8.5844e+40,1.8091e+41,2.9846e+41,19.0
2.9,0.327,3.6851e+42,2.3148,1.2035,7.5155e+41,-9.7756e+40,1.9641e+41,3.0557e+41,19.0
2.9,0.347,3.9808e+42,2.3446,1.2134,8.1788e+41,-1.1024e+41,2.1214e+41,3.1267e+41,19.0
2.9,0.366,4.267e+42,2.3719,1.2222,8.6458e+41,-1.1371e+41,2.3367e+41,3.3617e+41,18.5
2.9,0.386,4.5727e+42,2.3994,1.231,9.3195e+41,-1.2674e+41,2.5038e+41,3.4312e+41,18.5
2.9,0.406,4.882e+42,2.426,1.2393,9.9986e+41,-1.4028e+41,2.6727e+41,3.4994e+41,18.5
2.9,0.426,5.1953e+42,2.4516,1.2472,1.0683e+42,-1.4297e+41,2.9251e+41,3.5665e+41,18.0
2.9,0.446,5.514e+42,2.4763,1.2548,1.1371e+42,-1.5694e+41,3.1041e+41,3.6327e+41,18.0
2.9,0.465,5.8198e+42,2.499,1.2616,1.2029e+42,-1.7064e+41,3.2758e+41,3.695e+41,18.0
2.9,0.485,6.1445e+42,2.5221,1.2685,1.2726e+42,-1.8551e+41,3.4581e+41,3.76e+41,18.0
2.9,0.505,6.4721e+42,2.5446,1.2751,1.3426e+42,-2.0081e+41,3.642e+41,3.8244e+41,18.0
2.9,0.525,6.8055e+42,2.5664,1.2814,1.4129e+42,-2.0125e+41,3.9417e+41,3.8885e+41,17.5
2.9,0.545,7.1416e+42,2.5875,1.2875,1.4697e+42,-2.1682e+41,4.1359e+41,4.0914e+41,17.5
2.9,0.564,7.4634e+42,2.6071,1.2931,1.5295e+42,-2.3199e+41,4.3217e+41,4.2276e+41,17.5
2.9,0.584,7.8045e+42,2.6271,1.2988,1.6004e+42,-2.4834e+41,4.5187e+41,4.2932e+41,17.5
2.9,0.604,8.1479e+42,2.6467,1.3042,1.6717e+42,-2.6507e+41,4.717e+41,4.3586e+41,17.5
2.9,0.624,8.4964e+42,2.6658,1.3095,1.7432e+42,-2.6235e+41,5.0673e+41,4.4236e+41,17.0
2.9,0.644,8.8479e+42,2.6844,1.3146,1.8149e+42,-2.7922e+41,5.2763e+41,4.4885e+41,17.0
2.9,0.663,9.1839e+42,2.7016,1.3194,1.8833e+42,-2.9558e+41,5.4761e+41,4.5498e+41,17.0
2.9,0.683,9.5396e+42,2.7194,1.3242,1.9555e+42,-3.1315e+41,5.6876e+41,4.6142e+41,17.0
2.9,0.703,9.8973e+42,2.7368,1.3289,2.0279e+42,-3.3107e+41,5.9002e+41,4.6783e+41,17.0
2.9,0.723,1.0257e+43,2.7537,1.3334,2.1005e+42,-3.4931e+41,6.114e+41,4.7423e+41,17.0
2.9,0.743,1.0621e+43,2.7704,1.3378,2.1734e+42,-3.4212e+41,6.5279e+41,4.806e+41,16.5
2.9,0.762,1.0969e+43,2.7859,1.3419,2.2427e+42,-3.5947e+41,6.7417e+41,4.8663e+41,16.5
2.9,0.782,1.1339e+43,2.8019,1.3461,2.3159e+42,-3.7804e+41,6.9679e+41,4.9297e+41,16.5
2.9,0.802,1.171e+43,2.8175,1.3502,2.3893e+42,-3.9693e+41,7.1951e+41,4.9928e+41,16.5
2.9,0.822,1.2082e+43,2.8329,1.3542,2.4629e+42,-4.1612e+41,7.4234e+41,5.0556e+41,16.5
2.9,0.842,1.2457e+43,2.848,1.3581,2.5366e+42,-4.3561e+41,7.6527e+41,5.1183e+41,16.5
2.9,0.861,1.2814e+43,2.8621,1.3618,2.6068e+42,-4.5439e+41,7.8714e+41,5.1777e+41,16.5
2.9,0.881,1.3191e+43,2.8767,1.3655,2.6808e+42,-4.7444e+41,8.1025e+41,5.2399e+41,16.5
2.9,0.901,1.3573e+43,2.891,1.3691,2.755e+42,-4.6081e+41,8.6053e+41,5.3019e+41,16.0
2.9,0.921,1.3958e+43,2.9051,1.3727,2.8293e+42,-4.8078e+41,8.8486e+41,5.3637e+41,16.0
2.9,0.941,1.4344e+43,2.9189,1.3762,2.9038e+42,-5.0102e+41,9.0927e+41,5.4252e+41,16.0
2.9,0.96,1.4713e+43,2.9319,1.3795,2.9641e+42,-5.205e+41,9.3255e+41,5.5896e+41,16.0
2.9,0.98,1.5102e+43,2.9453,1.3828,3.0275e+42,-5.4127e+41,9.5714e+41,5.7649e+41,16.0
2.9,1.0,1.5493e+43,2.9585,1.3861,3.0967e+42,-5.623e+41,9.8182e+41,5.8822e+41,16.0
3.1,0.01,3.0301e+40,1.6033,0.53944,7.506e+37,-2.2866e+38,9.6943e+38,1.7099e+40,31.5
3.1,0.03,1.3945e+41,1.5401,0.7358,8.2202e+39,-1.4863e+39,5.2136e+39,5.6328e+40,27.0
3.1,0.05,2.8086e+41,1.6028,0.83313,2.6744e+40,-3.7823e+39,1.1123e+40,9.1049e+40,25.5
3.1,0.069,4.3519e+41,1.6667,0.89388,5.0627e+40,-6.6544e+39,1.7945e+40,1.2097e+41,24.5
3.1,0.089,6.1398e+41,1.7302,0.94115,8.4122e+40,-9.9702e+39,2.6407e+40,1.4658e+41,23.5
3.1,0.109,8.0651e+41,1.7887,0.97824,1.2124e+41,-1.4386e+40,3.5447e+40,1.7054e+41,23.0
3.1,0.129,1.0108e+42,1.8424,1.0087,1.6071e+41,-1.9174e+40,4.5422e+40,1.9376e+41,22.5
3.1,0.149,1.2255e+42,1.8921,1.0344,2.0167e+41,-2.418e+40,5.6334e+40,2.1686e+41,22.0
3.1,0.168,1.438e+42,1.9359,1.0556,2.5134e+41,-2.8888e+40,6.766e+40,2.2913e+41,21.5
3.1,0.188,1.6696e+42,1.979,1.0754,2.948e+41,-3.3881e+40,8.0456e+40,2.5191e+41,21.0
3.1,0.208,1.9091e+42,2.0193,1.093,3.5104e+41,-4.2077e+40,9.1977e+40,2.6283e+41,21.0
3.1,0.228,2.1556e+42,2.0573,1.1089,4.0808e+41,-4.7168e+40,1.0643e+41,2.7377e+41,20.5
3.1,0.248,2.4085e+42,2.0932,1.1233,4.5466e+41,-5.6329e+40,1.1889e+41,2.9595e+41,20.5
3.1,0.267,2.6546e+42,2.1255,1.136,5.1207e+41,-6.0722e+40,1.3437e+41,3.0449e+41,20.0
3.1,0.287,2.9192e+42,2.1579,1.1483,5.7371e+41,-7.0662e+40,1.4774e+41,3.129e+41,20.0
3.1,0.307,3.1887e+42,2.1888,1.1597,6.3089e+41,-7.5013e+40,1.656e+41,3.2636e+41,19.5
3.1,0.327,3.4642e+42,2.2183,1.1704,6.8271e+41,-8.563e+40,1.7988e+41,3.4572e+41,19.5
3.1,0.347,3.7439e+42,2.2466,1.1803,7.4672e+41,-9.6779e+40,1.9437e+41,3.5342e+41,19.5
3.1,0.366,4.0137e+42,2.2724,1.1893,8.0824e+41,-9.9763e+40,2.1398e+41,3.6044e+41,19.0
3.1,0.386,4.303e+42,2.2986,1.1982,8.7369e+41,-1.1141e+41,2.2937e+41,3.676e+41,19.0
3.1,0.406,4.5959e+42,2.3237,1.2066,9.3976e+41,-1.2354e+41,2.4495e+41,3.7454e+41,19.0
3.1,0.426,4.892e+42,2.3481,1.2146,1.0029e+42,-1.3613e+41,2.6069e+41,3.8481e+41,19.0
3.1,0.446,5.1933e+42,2.3716,1.2222,1.0525e+42,-1.3834e+41,2.844e+41,4.0903e+41,18.5
3.1,0.465,5.483e+42,2.3932,1.2291,1.1164e+42,-1.5065e+41,3.0023e+41,4.1557e+41,18.5
3.1,0.485,5.7908e+42,2.4152,1.2361,1.1841e+42,-1.6402e+41,3.1704e+41,4.2234e+41,18.5
3.1,0.505,6.1014e+42,2.4366,1.2428,1.2522e+42,-1.7779e+41,3.3401e+41,4.29e+41,18.5
3.1,0.525,6.4162e+42,2.4574,1.2492,1.3207e+42,-1.7802e+41,3.6123e+41,4.3558e+41,18.0
3.1,0.545,6.735e+42,2.4776,1.2553,1.3896e+42,-1.9204e+41,3.7914e+41,4.4209e+41,18.0
3.1,0.564,7.0402e+42,2.4963,1.261,1.4553e+42,-2.0572e+41,3.9628e+41,4.4821e+41,18.0
3.1,0.584,7.3638e+42,2.5154,1.2667,1.5249e+42,-2.2048e+41,4.1445e+41,4.5461e+41,18.0
3.1,0.604,7.6898e+42,2.5341,1.2722,1.5947e+42,-2.3561e+41,4.3275e+41,4.6096e+41,18.0
3.1,0.624,8.0194e+42,2.5523,1.2776,1.6648e+42,-2.3294e+41,4.6452e+41,4.6727e+41,17.5
3.1,0.644,8.353e+42,2.5701,1.2827,1.7332e+42,-2.4819e+41,4.8379e+41,4.7554e+41,17.5
3.1,0.663,8.672e+42,2.5866,1.2875,1.785e+42,-2.6299e+41,5.0222e+41,4.967e+41,17.5
3.1,0.683,9.0098e+42,2.6036,1.2923,1.847e+42,-2.789e+41,5.2173e+41,5.1179e+41,17.5
3.1,0.703,9.3497e+42,2.6202,1.2971,1.9178e+42,-2.9513e+41,5.4136e+41,5.1823e+41,17.5
3.1,0.723,9.6915e+42,2.6365,1.3016,1.9889e+42,-3.1168e+41,5.611e+41,5.2464e+41,17.5
3.1,0.743,1.0036e+43,2.6524,1.3061,2.0602e+42,-3.0493e+41,5.9857e+41,5.3102e+41,17.0
3.1,0.762,1.0367e+43,2.6673,1.3102,2.1281e+42,-3.2066e+41,6.1829e+41,5.3706e+41,17.0
3.1,0.782,1.0718e+43,2.6826,1.3144,2.1998e+42,-3.3752e+41,6.3915e+41,5.434e+41,17.0
3.1,0.802,1.1071e+43,2.6976,1.3186,2.2717e+42,-3.5467e+41,6.6012e+41,5.4971e+41,17.0
3.1,0.822,1.1425e+43,2.7123,1.3226,2.3437e+42,-3.7211e+41,6.8119e+41,5.5601e+41,17.0
3.1,0.842,1.1781e+43,2.7268,1.3265,2.416e+42,-3.8984e+41,7.0236e+41,5.6228e+41,17.0
3.1,0.861,1.2121e+43,2.7403,1.3302,2.4848e+42,-4.0693e+41,7.2256e+41,5.6822e+41,17.0
3.1,0.881,1.248e+43,2.7543,1.3339,2.5573e+42,-4.2519e+41,7.439e+41,5.7445e+41,17.0
3.1,0.901,1.2842e+43,2.768,1.3376,2.6301e+42,-4.1252e+41,7.8936e+41,5.8066e+41,16.5
3.1,0.921,1.3208e+43,2.7815,1.3411,2.703e+42,-4.3069e+41,8.1179e+41,5.8686e+41,16.5
3.1,0.941,1.3576e+43,2.7948,1.3447,2.776e+42,-4.4913e+41,8.3432e+41,5.9303e+41,16.5
3.1,0.96,1.3927e+43,2.8072,1.3479,2.8455e+42,-4.6688e+41,8.5581e+41,5.9888e+41,16.5
3.1,0.98,1.4297e+43,2.82,1.3513,2.9189e+42,-4.8582e+41,8.7851e+41,6.0502e+41,16.5
3.1,1.0,1.4669e+43,2.8327,1.3546,2.9923e+42,-5.0501e+41,9.0129e+41,6.1114e+41,16.5
3.3,0.01,2.8093e+40,1.6601,0.51041,-2.4386e+38,-1.8909e+38,8.8464e+38,1.6674e+40,32.0
3.3,0.03,1.2988e+41,1.5294,0.70033,5.8318e+39,-1.3685e+39,4.6802e+39,5.6485e+40,28.0
3.3,0.05,2.6219e+41,1.5742,0.79745,2.1228e+40,-3.2213e+39,1.0183e+40,9.2781e+40,26.0
3.3,0.069,4.0691e+41,1.6273,0.85864,4.1769e+40,-5.7062e+39,1.6441e+40,1.2452e+41,25.0
3.3,0.089,5.7475e+41,1.6824,0.90644,7.1492e+40,-8.5831e+39,2.4202e+40,1.5226e+41,24.0
3.3,0.109,7.5582e+41,1.7344,0.944,1.0487e+41,-1.2446e+40,3.2507e+40,1.783e+41,23.5
3.3,0.129,9.4813e+41,1.783,0.97484,1.4068e+41,-1.6646e+40,4.1672e+40,2.0351e+41,23.0
3.3,0.149,1.1503e+42,1.8283,1.0009,1.7807e+41,-2.1047e+40,5.1696e+40,2.285e+41,22.5
3.3,0.168,1.3506e+42,1.8686,1.0225,2.2446e+41,-2.5189e+40,6.2093e+40,2.4248e+41,22.0
3.3,0.188,1.569e+42,1.9085,1.0425,2.6454e+41,-3.2135e+40,7.2119e+40,2.6694e+41,22.0
3.3,0.208,1.7953e+42,1.946,1.0604,3.1763e+41,-3.6875e+40,8.4466e+40,2.7933e+41,21.5
3.3,0.228,2.0279e+42,1.9814,1.0765,3.5902e+41,-4.1371e+40,9.772e+40,3.0426e+41,21.0
3.3,0.248,2.2671e+42,2.015,1.0911,4.1519e+41,-4.9546e+40,1.0923e+41,3.1517e+41,21.0
3.3,0.267,2.4995e+42,2.0453,1.1039,4.7003e+41,-5.3425e+40,1.2341e+41,3.247e+41,20.5
3.3,0.287,2.7499e+42,2.0758,1.1164,5.1238e+41,-6.2319e+40,1.3576e+41,3.5073e+41,20.5
3.3,0.307,3.0049e+42,2.1049,1.128,5.7202e+41,-7.1746e+40,1.4832e+41,3.6007e+41,20.5
3.3,0.327,3.2657e+42,2.1327,1.1388,6.3279e+41,-7.5685e+40,1.653e+41,3.6884e+41,20.0
3.3,0.347,3.5307e+42,2.1595,1.1489,6.9456e+41,-8.57e+40,1.7869e+41,3.7712e+41,20.0
3.3,0.366,3.786e+42,2.1839,1.158,7.5187e+41,-8.8323e+40,1.9662e+41,3.8681e+41,19.5
3.3,0.386,4.0602e+42,2.2087,1.167,7.9676e+41,-9.8802e+40,2.1084e+41,4.1288e+41,19.5
3.3,0.406,4.338e+42,2.2326,1.1755,8.6039e+41,-1.0973e+41,2.2523e+41,4.2066e+41,19.5
3.3,0.426,4.619e+42,2.2557,1.1836,9.2469e+41,-1.2109e+41,2.3979e+41,4.2815e+41,19.5
3.3,0.446,4.9044e+42,2.2781,1.1913,9.8962e+41,-1.2302e+41,2.6145e+41,4.354e+41,19.0
3.3,0.465,5.1793e+42,2.2986,1.1983,1.0518e+42,-1.3413e+41,2.7608e+41,4.4211e+41,19.0
3.3,0.485,5.4715e+42,2.3196,1.2053,1.1178e+42,-1.4621e+41,2.9162e+41,4.4899e+41,19.0
3.3,0.505,5.7665e+42,2.34,1.2121,1.1843e+42,-1.5868e+41,3.0731e+41,4.5573e+41,19.0
3.3,0.525,6.065e+42,2.3598,1.2186,1.2342e+42,-1.5881e+41,3.3216e+41,4.793e+41,18.5
3.3,0.545,6.3678e+42,2.3791,1.2248,1.293e+42,-1.7151e+41,3.487e+41,4.9434e+41,18.5
3.3,0.564,6.6578e+42,2.397,1.2305,1.357e+42,-1.8391e+41,3.6455e+41,5.0076e+41,18.5
3.3,0.584,6.9654e+42,2.4153,1.2363,1.4247e+42,-1.973e+41,3.8135e+41,5.0742e+41,18.5
3.3,0.604,7.2754e+42,2.4331,1.2418,1.4927e+42,-2.1104e+41,3.9828e+41,5.14e+41,18.5
3.3,0.624,7.5883e+42,2.4505,1.2472,1.5611e+42,-2.0855e+41,4.2724e+41,5.205e+41,18.0
3.3,0.644,7.9055e+42,2.4675,1.2524,1.6298e+42,-2.224e+41,4.4505e+41,5.2693e+41,18.0
3.3,0.663,8.2089e+42,2.4833,1.2572,1.6953e+42,-2.3586e+41,4.6209e+41,5.3299e+41,18.0
3.3,0.683,8.5302e+42,2.4996,1.2621,1.7646e+42,-2.5033e+41,4.8014e+41,5.3931e+41,18.0
3.3,0.703,8.8536e+42,2.5155,1.2669,1.8341e+42,-2.6511e+41,4.9829e+41,5.4559e+41,18.0
3.3,0.723,9.1789e+42,2.5311,1.2715,1.9038e+42,-2.8019e+41,5.1656e+41,5.5184e+41,18.0
3.3,0.743,9.5064e+42,2.5463,1.276,1.9738e+42,-2.7399e+41,5.5067e+41,5.5804e+41,17.5
3.3,0.762,9.8219e+42,2.5605,1.2802,2.0405e+42,-2.8832e+41,5.689e+41,5.639e+41,17.5
3.3,0.782,1.0156e+43,2.5752,1.2844,2.1016e+42,-3.0368e+41,5.8819e+41,5.7933e+41,17.5
3.3,0.802,1.0492e+43,2.5896,1.2886,2.156e+42,-3.1933e+41,6.0758e+41,6.0165e+41,17.5
3.3,0.822,1.0829e+43,2.6037,1.2926,2.221e+42,-3.3526e+41,6.2707e+41,6.1358e+41,17.5
3.3,0.842,1.1168e+43,2.6176,1.2966,2.2918e+42,-3.5145e+41,6.4666e+41,6.1989e+41,17.5
3.3,0.861,1.1492e+43,2.6306,1.3002,2.3592e+42,-3.6708e+41,6.6535e+41,6.2586e+41,17.5
3.3,0.881,1.1834e+43,2.644,1.304,2.4303e+42,-3.8378e+41,6.8511e+41,6.3211e+41,17.5
3.3,0.901,1.218e+43,2.6571,1.3077,2.5016e+42,-3.7217e+41,7.2642e+41,6.3835e+41,17.0
3.3,0.921,1.2528e+43,2.6701,1.3113,2.5731e+42,-3.8878e+41,7.4717e+41,6.4456e+41,17.0
3.3,0.941,1.2879e+43,2.6828,1.3148,2.6447e+42,-4.0564e+41,7.6801e+41,6.5075e+41,17.0
3.3,0.96,1.3213e+43,2.6947,1.3181,2.7129e+42,-4.219e+41,7.8788e+41,6.5661e+41,17.0
3.3,0.98,1.3566e+43,2.7071,1.3215,2.7849e+42,-4.3924e+41,8.0888e+41,6.6276e+41,17.0
3.3,1.0,1.3921e+43,2.7193,1.3248,2.857e+42,-4.5682e+41,8.2997e+41,6.6889e+41,17.0
3.5,0.01,2.6143e+40,1.7354,0.48485,-2.964e+38,-1.5809e+38,8.1048e+38,1.6027e+40,32.5
3.5,0.03,1.2138e+41,1.5259,0.66737,4.6827e+39,-1.1685e+39,4.2966e+39,5.554e+40,28.5
3.5,0.05,2.4554e+41,1.5532,0.76379,1.6708e+40,-2.7724e+39,9.3547e+39,9.3768e+40,26.5
3.5,0.069,3.8164e+41,1.5959,0.8252,3.4325e+40,-4.9427e+39,1.5115e+40,1.2702e+41,25.5
3.5,0.089,5.3967e+41,1.643,0.8734,6.064e+40,-7.4637e+39,2.2257e+40,1.5665e+41,24.5
3.5,0.109,7.1039e+41,1.6888,0.91137,9.0578e+40,-1.0872e+40,2.9912e+40,1.8458e+41,24.0
3.5,0.129,8.9187e+41,1.7324,0.94258,1.2299e+41,-1.4589e+40,3.8359e+40,2.1164e+41,23.5
3.5,0.149,1.0828e+42,1.7734,0.96901,1.5702e+41,-1.8492e+40,4.7596e+40,2.3842e+41,23.0
3.5,0.168,1.2721e+42,1.8103,0.99083,1.9106e+41,-2.217e+40,5.7172e+40,2.6324e+41,22.5
3.5,0.188,1.4788e+42,1.847,1.0111,2.3706e+41,-2.8377e+40,6.6448e+40,2.8022e+41,22.5
3.5,0.208,1.6928e+42,1.8817,1.0292,2.763e+41,-3.2604e+40,7.7818e+40,3.0488e+41,22.0
3.5,0.228,1.9129e+42,1.9147,1.0455,3.2532e+41,-3.6616e+40,9.0017e+40,3.2061e+41,21.5
