M,MNi,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
8.1,0.168,4.9669e+41,1.6191,0.53003,-1.8383e+39,-3.5245e+39,1.5891e+40,2.8618e+41,31.5
8.1,0.188,5.8147e+41,1.5909,0.54797,2.3624e+38,-4.2656e+39,1.8907e+40,3.263e+41,31.0
8.1,0.208,6.6979e+41,1.5709,0.5646,7.1865e+39,-5.011e+39,2.214e+40,3.6239e+41,30.5
8.1,0.228,7.6144e+41,1.5565,0.58009,9.2574e+39,-6.2813e+39,2.5167e+40,4.041e+41,30.5
8.1,0.248,8.5622e+41,1.5461,0.59458,1.0892e+40,-7.0738e+39,2.8778e+40,4.4692e+41,30.0
8.1,0.267,9.4891e+41,1.539,0.60752,2.0151e+40,-7.7498e+39,3.2441e+40,4.8049e+41,29.5
8.1,0.287,1.0493e+42,1.5337,0.62035,2.1531e+40,-9.2514e+39,3.587e+40,5.2475e+41,29.5
8.1,0.307,1.1522e+42,1.53,0.63247,3.2845e+40,-9.971e+39,4.0078e+40,5.5962e+41,29.0
8.1,0.327,1.2578e+42,1.5277,0.64393,3.4657e+40,-1.1629e+40,4.3747e+40,6.0449e+41,29.0
8.1,0.347,1.3657e+42,1.5264,0.65481,4.6339e+40,-1.3403e+40,4.7496e+40,6.3997e+41,29.0
8.1,0.366,1.4705e+42,1.526,0.66465,5.9306e+40,-1.398e+40,5.205e+40,6.7223e+41,28.5
8.1,0.386,1.5828e+42,1.5262,0.67453,5.9396e+40,-1.5881e+40,5.6025e+40,7.2016e+41,28.5
8.1,0.406,1.6973e+42,1.527,0.68397,7.4329e+40,-1.6421e+40,6.1167e+40,7.5365e+41,28.0
8.1,0.426,1.814e+42,1.5282,0.69298,8.8131e+40,-1.8437e+40,6.5369e+40,7.8865e+41,28.0
8.1,0.446,1.9326e+42,1.5299,0.70162,8.8832e+40,-2.0559e+40,6.9638e+40,8.3713e+41,28.0
8.1,0.465,2.0471e+42,1.5317,0.7095,1.0487e+41,-2.0807e+40,7.5125e+40,8.6814e+41,27.5
8.1,0.485,2.1695e+42,1.534,0.71748,1.2269e+41,-2.3017e+40,7.9616e+40,9.0016e+41,27.5
8.1,0.505,2.2937e+42,1.5364,0.72515,1.2719e+41,-2.5328e+40,8.4168e+40,9.4584e+41,27.5
8.1,0.525,2.4195e+42,1.5391,0.73254,1.3786e+41,-2.7739e+40,8.8781e+40,9.8566e+41,27.5
8.1,0.545,2.5474e+42,1.5419,0.73966,1.5731e+41,-2.781e+40,9.5232e+40,1.017e+42,27.0
8.1,0.564,2.6703e+42,1.5448,0.7462,1.7661e+41,-3.0164e+40,9.9824e+40,1.0462e+42,27.0
8.1,0.584,2.8012e+42,1.5479,0.75285,1.8732e+41,-3.2735e+40,1.0471e+41,1.0869e+42,27.0
8.1,0.604,2.9336e+42,1.5511,0.75929,1.9137e+41,-3.5399e+40,1.0966e+41,1.1344e+42,27.0
8.1,0.624,3.0678e+42,1.5545,0.76552,2.1299e+41,-3.5075e+40,1.1688e+41,1.1647e+42,26.5
8.1,0.644,3.2035e+42,1.5579,0.77155,2.3541e+41,-3.7787e+40,1.2204e+41,1.1944e+42,26.5
8.1,0.663,3.3338e+42,1.5612,0.77712,2.5744e+41,-4.0447e+40,1.27e+41,1.2222e+42,26.5
8.1,0.683,3.4721e+42,1.5647,0.78281,2.7061e+41,-4.3334e+40,1.3226e+41,1.2616e+42,26.5
8.1,0.703,3.6119e+42,1.5683,0.78833,2.7114e+41,-4.25e+40,1.4028e+41,1.314e+42,26.0
8.1,0.723,3.7535e+42,1.572,0.7937,2.9534e+41,-4.5413e+40,1.4577e+41,1.3428e+42,26.0
8.1,0.743,3.8963e+42,1.5757,0.79893,3.2026e+41,-4.8412e+40,1.5132e+41,1.3712e+42,26.0
8.1,0.762,4.0331e+42,1.5792,0.80376,3.4458e+41,-5.134e+40,1.5662e+41,1.3978e+42,26.0
8.1,0.782,4.1783e+42,1.583,0.80872,3.7086e+41,-5.4505e+40,1.6226e+41,1.4252e+42,26.0
8.1,0.802,4.3246e+42,1.5868,0.81354,3.8778e+41,-5.7753e+40,1.6793e+41,1.4622e+42,26.0
8.1,0.822,4.4726e+42,1.5905,0.81825,3.8724e+41,-5.6129e+40,1.7715e+41,1.5169e+42,25.5
8.1,0.842,4.6219e+42,1.5944,0.82285,4.0946e+41,-5.9377e+40,1.8305e+41,1.549e+42,25.5
8.1,0.861,4.7648e+42,1.598,0.82711,4.3572e+41,-6.2538e+40,1.8871e+41,1.5746e+42,25.5
8.1,0.881,4.9162e+42,1.6018,0.83149,4.6398e+41,-6.5943e+40,1.947e+41,1.601e+42,25.5
8.1,0.901,5.0688e+42,1.6057,0.83577,4.9285e+41,-6.9427e+40,2.0073e+41,1.627e+42,25.5
8.1,0.921,5.2224e+42,1.6095,0.83996,5.2232e+41,-7.299e+40,2.0681e+41,1.6526e+42,25.5
8.1,0.941,5.3772e+42,1.6134,0.84405,5.5195e+41,-7.0378e+40,2.1728e+41,1.6783e+42,25.0
8.1,0.96,5.5257e+42,1.617,0.84786,5.5383e+41,-7.3738e+40,2.2328e+41,1.729e+42,25.0
8.1,0.98,5.683e+42,1.6209,0.85178,5.588e+41,-7.7348e+40,2.2963e+41,1.7797e+42,25.0
8.1,1.0,5.8413e+42,1.6247,0.85562,5.8929e+41,-8.1035e+40,2.3602e+41,1.8049e+42,25.0
8.3,0.01,8.5573e+39,4.9832,0.32212,-6.8898e+38,-1.7527e+37,1.9319e+38,7.3811e+39,44.5
8.3,0.03,4.1749e+40,3.5913,0.34774,-2.3491e+39,-1.38e+38,1.0767e+39,3.2597e+40,39.0
8.3,0.05,8.6711e+40,2.7289,0.3787,-3.5273e+39,-3.7577e+38,2.3582e+39,6.3153e+40,37.0
8.3,0.069,1.3717e+41,2.2827,0.40657,-4.6093e+39,-6.6767e+38,3.8898e+39,9.5321e+40,35.5
8.3,0.089,1.9684e+41,2.0142,0.43346,-5.0036e+39,-1.077e+39,5.7449e+39,1.3079e+41,34.5
8.3,0.109,2.6221e+41,1.8536,0.45794,-5.6808e+39,-1.5142e+39,7.8838e+39,1.684e+41,33.5
8.3,0.129,3.3256e+41,1.7522,0.48028,-4.4374e+39,-2.122e+39,1.0152e+40,2.0558e+41,33.0
8.3,0.149,4.0738e+41,1.6852,0.50075,-2.8638e+39,-2.7894e+39,1.2628e+40,2.4367e+41,32.5
8.3,0.168,4.8222e+41,1.6413,0.5187,-1.4238e+39,-3.4486e+39,1.5184e+40,2.809e+41,32.0
8.3,0.188,5.6464e+41,1.6085,0.53623,2.5531e+38,-4.1794e+39,1.8065e+40,3.2085e+41,31.5
8.3,0.208,6.5054e+41,1.5849,0.55252,1.7686e+39,-4.9184e+39,2.1152e+40,3.6179e+41,31.0
8.3,0.228,7.3965e+41,1.5677,0.56772,6.3521e+39,-5.6479e+39,2.4449e+40,4.0042e+41,30.5
8.3,0.248,8.3178e+41,1.555,0.58196,1.1143e+40,-6.9397e+39,2.7492e+40,4.3952e+41,30.5
8.3,0.267,9.2203e+41,1.546,0.5947,1.1806e+40,-7.6236e+39,3.0989e+40,4.8114e+41,30.0
8.3,0.287,1.0196e+42,1.5391,0.60736,2.1551e+40,-8.3196e+39,3.4857e+40,5.1646e+41,29.5
8.3,0.307,1.1198e+42,1.534,0.61932,2.2226e+40,-9.8155e+39,3.8282e+40,5.614e+41,29.5
8.3,0.327,1.2224e+42,1.5305,0.63066,3.3394e+40,-1.0466e+40,4.252e+40,5.9635e+41,29.0
8.3,0.347,1.3276e+42,1.5281,0.64142,3.9178e+40,-1.2102e+40,4.6174e+40,6.3715e+41,29.0
8.3,0.366,1.4294e+42,1.5268,0.65117,4.5069e+40,-1.3756e+40,4.9714e+40,6.7594e+41,29.0
8.3,0.386,1.5388e+42,1.5261,0.66097,5.8495e+40,-1.4333e+40,5.4472e+40,7.0996e+41,28.5
8.3,0.406,1.6504e+42,1.5261,0.67033,5.9406e+40,-1.619e+40,5.8417e+40,7.5689e+41,28.5
8.3,0.426,1.7638e+42,1.5265,0.67929,7.1769e+40,-1.815e+40,6.2429e+40,7.9276e+41,28.5
8.3,0.446,1.8794e+42,1.5275,0.68787,8.7196e+40,-1.8581e+40,6.7727e+40,8.2593e+41,28.0
8.3,0.465,1.9909e+42,1.5287,0.69571,9.2688e+40,-2.0534e+40,7.1742e+40,8.6693e+41,28.0
8.3,0.485,2.11e+42,1.5303,0.70364,9.9853e+40,-2.2684e+40,7.6029e+40,9.0904e+41,28.0
8.3,0.505,2.231e+42,1.5322,0.71128,1.1696e+41,-2.29e+40,8.1873e+40,9.4153e+41,27.5
8.3,0.525,2.3537e+42,1.5343,0.71864,1.3496e+41,-2.5129e+40,8.6375e+40,9.7342e+41,27.5
8.3,0.545,2.4781e+42,1.5366,0.72574,1.3632e+41,-2.7452e+40,9.0934e+40,1.0223e+42,27.5
8.3,0.564,2.5976e+42,1.539,0.73226,1.4756e+41,-2.9743e+40,9.5317e+40,1.059e+42,27.5
8.3,0.584,2.7253e+42,1.5416,0.7389,1.6694e+41,-2.9638e+40,1.0189e+41,1.0904e+42,27.0
8.3,0.604,2.8545e+42,1.5444,0.74532,1.8715e+41,-3.2104e+40,1.0671e+41,1.1212e+42,27.0
8.3,0.624,2.9852e+42,1.5473,0.75154,2.0229e+41,-3.466e+40,1.1159e+41,1.1574e+42,27.0
8.3,0.644,3.1172e+42,1.5503,0.75757,1.9977e+41,-3.7303e+40,1.1652e+41,1.2114e+42,27.0
8.3,0.663,3.2441e+42,1.5532,0.76313,2.2006e+41,-3.6635e+40,1.2359e+41,1.2404e+42,26.5
8.3,0.683,3.3792e+42,1.5563,0.76882,2.4214e+41,-3.9309e+40,1.2874e+41,1.2703e+42,26.5
8.3,0.703,3.5156e+42,1.5595,0.77434,2.6496e+41,-4.2067e+40,1.3393e+41,1.2997e+42,26.5
8.3,0.723,3.6533e+42,1.5628,0.77971,2.8851e+41,-4.4909e+40,1.3917e+41,1.3287e+42,26.5
8.3,0.743,3.7922e+42,1.5661,0.78494,2.9004e+41,-4.7834e+40,1.4446e+41,1.3799e+42,26.5
8.3,0.762,3.9256e+42,1.5693,0.78977,2.9853e+41,-4.6547e+40,1.5246e+41,1.4217e+42,26.0
8.3,0.782,4.0674e+42,1.5727,0.79473,3.229e+41,-4.948e+40,1.5797e+41,1.4504e+42,26.0
8.3,0.802,4.2104e+42,1.5762,0.79957,3.4793e+41,-5.2493e+40,1.6351e+41,1.4787e+42,26.0
8.3,0.822,4.3545e+42,1.5796,0.80428,3.7361e+41,-5.5585e+40,1.691e+41,1.5066e+42,26.0
8.3,0.842,4.4998e+42,1.5831,0.80888,3.9994e+41,-5.8755e+40,1.7474e+41,1.534e+42,26.0
8.3,0.861,4.6388e+42,1.5865,0.81315,4.1705e+41,-6.1839e+40,1.8013e+41,1.5681e+42,26.0
8.3,0.881,4.7865e+42,1.59,0.81754,4.1656e+41,-5.9858e+40,1.8958e+41,1.6227e+42,25.5
8.3,0.901,4.9355e+42,1.5935,0.82183,4.3393e+41,-6.3091e+40,1.9548e+41,1.6596e+42,25.5
8.3,0.921,5.0856e+42,1.5971,0.82603,4.6143e+41,-6.64e+40,2.0142e+41,1.6866e+42,25.5
8.3,0.941,5.2368e+42,1.6006,0.83013,4.8951e+41,-6.9782e+40,2.074e+41,1.7131e+42,25.5
8.3,0.96,5.3813e+42,1.604,0.83394,5.1672e+41,-7.3065e+40,2.1311e+41,1.738e+42,25.5
8.3,0.98,5.5344e+42,1.6076,0.83788,5.4591e+41,-7.6591e+40,2.1917e+41,1.7638e+42,25.5
8.3,1.0,5.6884e+42,1.6112,0.84173,5.7565e+41,-8.019e+40,2.2526e+41,1.7892e+42,25.5
8.5,0.01,8.2864e+39,5.0251,0.32172,-6.7872e+38,-1.5325e+37,1.8708e+38,7.1819e+39,44.5
8.5,0.03,4.047e+40,3.7144,0.34458,-2.2754e+39,-1.3361e+38,1.0304e+39,3.1785e+40,39.5
8.5,0.05,8.4105e+40,2.8416,0.37343,-3.8849e+39,-3.3467e+38,2.2875e+39,6.2183e+40,37.0
8.5,0.069,1.331e+41,2.3718,0.3998,-4.7235e+39,-5.9528e+38,3.7744e+39,9.3544e+40,35.5
8.5,0.089,1.9106e+41,2.0818,0.42548,-5.8685e+39,-9.6308e+38,5.5765e+39,1.2918e+41,34.5
8.5,0.109,2.5457e+41,1.9051,0.44901,-5.2959e+39,-1.4804e+39,7.5402e+39,1.6495e+41,34.0
8.5,0.129,3.2296e+41,1.7919,0.47059,-6.1831e+39,-1.9032e+39,9.8592e+39,2.0368e+41,33.0
8.5,0.149,3.9571e+41,1.7163,0.49045,-5.5938e+39,-2.507e+39,1.2267e+40,2.4219e+41,32.5
8.5,0.168,4.6848e+41,1.6663,0.50792,-4.8062e+39,-3.1013e+39,1.4753e+40,2.7954e+41,32.0
8.5,0.188,5.4864e+41,1.6285,0.52502,-1.8816e+39,-3.7589e+39,1.7554e+40,3.1767e+41,31.5
8.5,0.208,6.3216e+41,1.601,0.54096,2.291e+39,-4.4209e+39,2.0556e+40,3.554e+41,31.0
8.5,0.228,7.1889e+41,1.5807,0.55586,3.5523e+39,-5.5543e+39,2.3374e+40,3.9679e+41,31.0
8.5,0.248,8.0858e+41,1.5656,0.56985,5.4438e+39,-6.2598e+39,2.6727e+40,4.3823e+41,30.5
8.5,0.267,8.9632e+41,1.5547,0.58238,1.2258e+40,-7.4974e+39,2.9625e+40,4.7317e+41,30.5
8.5,0.287,9.9138e+41,1.546,0.59484,1.2794e+40,-8.2049e+39,3.332e+40,5.1714e+41,30.0
8.5,0.307,1.0889e+42,1.5394,0.60664,2.2511e+40,-8.8468e+39,3.7225e+40,5.5248e+41,29.5
8.5,0.327,1.1889e+42,1.5346,0.61784,2.4094e+40,-1.0332e+40,4.0643e+40,5.9646e+41,29.5
8.5,0.347,1.2911e+42,1.5311,0.62849,3.343e+40,-1.1923e+40,4.4135e+40,6.3316e+41,29.5
8.5,0.366,1.3904e+42,1.5288,0.63813,4.461e+40,-1.2439e+40,4.836e+40,6.6612e+41,29.0
8.5,0.386,1.4969e+42,1.5272,0.64784,4.3909e+40,-1.4146e+40,5.2062e+40,7.1371e+41,29.0
8.5,0.406,1.6055e+42,1.5263,0.65712,5.6947e+40,-1.463e+40,5.6831e+40,7.4796e+41,28.5
8.5,0.426,1.7161e+42,1.526,0.666,6.7398e+40,-1.6442e+40,6.0746e+40,7.8517e+41,28.5
8.5,0.446,1.8286e+42,1.5262,0.67453,6.8643e+40,-1.8351e+40,6.4725e+40,8.3196e+41,28.5
8.5,0.465,1.9372e+42,1.5268,0.68232,8.274e+40,-1.8574e+40,6.981e+40,8.6383e+41,28.0
8.5,0.485,2.0534e+42,1.5278,0.69021,9.8475e+40,-2.0564e+40,7.3995e+40,8.9679e+41,28.0
8.5,0.505,2.1712e+42,1.5291,0.69781,9.7685e+40,-2.2646e+40,7.8238e+40,9.4661e+41,28.0
8.5,0.525,2.2906e+42,1.5307,0.70513,1.107e+41,-2.4819e+40,8.2538e+40,9.8294e+41,28.0
8.5,0.545,2.412e+42,1.5325,0.7122,1.2795e+41,-2.4885e+40,8.8515e+40,1.0153e+42,27.5
8.5,0.564,2.5287e+42,1.5343,0.7187,1.4511e+41,-2.7008e+40,9.2795e+40,1.0456e+42,27.5
8.5,0.584,2.653e+42,1.5365,0.72532,1.4671e+41,-2.9328e+40,9.7352e+40,1.0942e+42,27.5
8.5,0.604,2.7787e+42,1.5388,0.73172,1.5686e+41,-3.1734e+40,1.0196e+41,1.1345e+42,27.5
8.5,0.624,2.9062e+42,1.5412,0.73793,1.7615e+41,-3.1446e+40,1.0865e+41,1.1659e+42,27.0
8.5,0.644,3.0351e+42,1.5438,0.74394,1.9621e+41,-3.3896e+40,1.1346e+41,1.1968e+42,27.0
8.5,0.663,3.1588e+42,1.5463,0.7495,2.1596e+41,-3.6301e+40,1.1808e+41,1.2257e+42,27.0
8.5,0.683,3.2903e+42,1.5491,0.75517,2.146e+41,-3.8912e+40,1.2299e+41,1.2786e+42,27.0
8.5,0.703,3.4231e+42,1.5519,0.76069,2.2661e+41,-3.8166e+40,1.3042e+41,1.3182e+42,26.5
8.5,0.723,3.5576e+42,1.5548,0.76606,2.4836e+41,-4.0802e+40,1.3553e+41,1.3484e+42,26.5
8.5,0.743,3.6933e+42,1.5577,0.77128,2.7079e+41,-4.3516e+40,1.407e+41,1.3781e+42,26.5
8.5,0.762,3.8234e+42,1.5606,0.77612,2.9274e+41,-4.6167e+40,1.4565e+41,1.4059e+42,26.5
8.5,0.782,3.9614e+42,1.5637,0.78108,3.1323e+41,-4.9034e+40,1.509e+41,1.4379e+42,26.5
8.5,0.802,4.1006e+42,1.5668,0.78591,3.1085e+41,-5.1977e+40,1.562e+41,1.4931e+42,26.5
8.5,0.822,4.2413e+42,1.5699,0.79063,3.2502e+41,-5.0522e+40,1.6472e+41,1.5318e+42,26.0
8.5,0.842,4.3832e+42,1.5731,0.79523,3.4948e+41,-5.3466e+40,1.7023e+41,1.5605e+42,26.0
8.5,0.861,4.5191e+42,1.5761,0.7995,3.7329e+41,-5.6332e+40,1.755e+41,1.5874e+42,26.0
8.5,0.881,4.6631e+42,1.5794,0.8039,3.9894e+41,-5.942e+40,1.8109e+41,1.6153e+42,26.0
8.5,0.901,4.8082e+42,1.5826,0.8082,4.2519e+41,-6.2582e+40,1.8672e+41,1.6427e+42,26.0
8.5,0.921,4.9543e+42,1.5859,0.8124,4.4777e+41,-6.5815e+40,1.9239e+41,1.674e+42,26.0
8.5,0.941,5.1017e+42,1.5892,0.81651,4.4736e+41,-6.347e+40,2.0207e+41,1.7285e+42,25.5
8.5,0.96,5.243e+42,1.5923,0.82033,4.5571e+41,-6.6521e+40,2.0766e+41,1.7716e+42,25.5
8.5,0.98,5.3926e+42,1.5956,0.82427,4.8298e+41,-6.98e+40,2.1358e+41,1.7988e+42,25.5
8.5,1.0,5.5433e+42,1.5989,0.82813,5.108e+41,-7.3149e+40,2.1954e+41,1.8255e+42,25.5
8.7,0.01,8.0298e+39,5.0604,0.32142,-6.8525e+38,-1.4713e+37,1.7926e+38,7.0077e+39,45.0
8.7,0.03,3.9255e+40,3.8327,0.34174,-2.287e+39,-1.1855e+38,9.9949e+38,3.1084e+40,39.5
8.7,0.05,8.1627e+40,2.9554,0.36859,-3.727e+39,-3.2623e+38,2.1901e+39,6.074e+40,37.5
8.7,0.069,1.2923e+41,2.4645,0.39351,-4.9997e+39,-5.8231e+38,3.6132e+39,9.1984e+40,36.0
8.7,0.089,1.8556e+41,2.1536,0.41801,-5.7061e+39,-9.4327e+38,5.3378e+39,1.266e+41,35.0
8.7,0.109,2.4731e+41,1.9606,0.44061,-6.7082e+39,-1.3293e+39,7.3256e+39,1.6338e+41,34.0
8.7,0.129,3.1382e+41,1.8353,0.46144,-5.9985e+39,-1.8686e+39,9.4354e+39,1.9995e+41,33.5
8.7,0.149,3.8457e+41,1.7507,0.48068,-5.0181e+39,-2.462e+39,1.1739e+40,2.3751e+41,33.0
8.7,0.168,4.5538e+41,1.694,0.49767,-4.1656e+39,-3.0487e+39,1.4117e+40,2.7426e+41,32.5
8.7,0.188,5.3339e+41,1.6509,0.51434,-3.1486e+39,-3.7e+39,1.6796e+40,3.1375e+41,32.0
8.7,0.208,6.1471e+41,1.6193,0.52991,-2.3149e+39,-4.3594e+39,1.9667e+40,3.5427e+41,31.5
8.7,0.228,6.991e+41,1.5957,0.5445,2.4417e+39,-5.0108e+39,2.2732e+40,3.9161e+41,31.0
8.7,0.248,7.864e+41,1.5779,0.55822,5.1222e+39,-6.1682e+39,2.5569e+40,4.3172e+41,31.0
8.7,0.267,8.719e+41,1.5649,0.57053,5.3438e+39,-6.7802e+39,2.882e+40,4.7273e+41,30.5
8.7,0.287,9.6437e+41,1.5543,0.5828,1.3466e+40,-8.0878e+39,3.1874e+40,5.0858e+41,30.5
8.7,0.307,1.0594e+42,1.5462,0.59443,1.3391e+40,-8.747e+39,3.5608e+40,5.5316e+41,30.0
8.7,0.327,1.1567e+42,1.54,0.60548,2.3031e+40,-1.0194e+40,3.8876e+40,5.8854e+41,30.0
8.7,0.347,1.2564e+42,1.5353,0.61599,2.7331e+40,-1.0802e+40,4.2952e+40,6.2973e+41,29.5
8.7,0.366,1.3531e+42,1.532,0.62553,3.2406e+40,-1.2291e+40,4.6254e+40,6.6829e+41,29.5
8.7,0.386,1.4569e+42,1.5294,0.63513,4.4123e+40,-1.2811e+40,5.0673e+40,7.0291e+41,29.0
8.7,0.406,1.5628e+42,1.5277,0.64432,4.2519e+40,-1.4484e+40,5.4353e+40,7.5125e+41,29.0
8.7,0.426,1.6704e+42,1.5266,0.65313,5.4862e+40,-1.6251e+40,5.8095e+40,7.8603e+41,29.0
8.7,0.446,1.7802e+42,1.5261,0.66159,6.8429e+40,-1.6643e+40,6.3014e+40,8.1995e+41,28.5
8.7,0.465,1.8861e+42,1.526,0.66932,6.9281e+40,-1.8405e+40,6.676e+40,8.6454e+41,28.5
8.7,0.485,1.9991e+42,1.5264,0.67716,7.8552e+40,-2.0347e+40,7.0759e+40,9.0342e+41,28.5
8.7,0.505,2.1141e+42,1.5271,0.68471,9.3678e+40,-2.0546e+40,7.6184e+40,9.3677e+41,28.0
8.7,0.525,2.2307e+42,1.5281,0.692,1.0965e+41,-2.256e+40,8.0383e+40,9.6958e+41,28.0
8.7,0.545,2.3488e+42,1.5294,0.69903,1.0396e+41,-2.466e+40,8.4637e+40,1.0244e+42,28.0
8.7,0.564,2.4624e+42,1.5308,0.7055,1.1963e+41,-2.6734e+40,8.8728e+40,1.0556e+42,28.0
8.7,0.584,2.5838e+42,1.5324,0.71209,1.3689e+41,-2.6645e+40,9.4821e+40,1.088e+42,27.5
8.7,0.604,2.7066e+42,1.5343,0.71847,1.5494e+41,-2.8878e+40,9.9324e+40,1.1198e+42,27.5
8.7,0.624,2.8308e+42,1.5363,0.72466,1.5783e+41,-3.1192e+40,1.0388e+41,1.1671e+42,27.5
8.7,0.644,2.9563e+42,1.5384,0.73066,1.648e+41,-3.3587e+40,1.0848e+41,1.2105e+42,27.5
8.7,0.663,3.077e+42,1.5406,0.7362,1.8296e+41,-3.2994e+40,1.1503e+41,1.2405e+42,27.0
8.7,0.683,3.2055e+42,1.5429,0.74187,2.0278e+41,-3.5418e+40,1.1983e+41,1.2716e+42,27.0
8.7,0.703,3.3352e+42,1.5453,0.74737,2.2331e+41,-3.792e+40,1.2468e+41,1.3022e+42,27.0
8.7,0.723,3.4662e+42,1.5479,0.75273,2.319e+41,-4.0498e+40,1.2957e+41,1.3449e+42,27.0
8.7,0.743,3.5983e+42,1.5505,0.75795,2.3159e+41,-4.3152e+40,1.3451e+41,1.3968e+42,27.0
8.7,0.762,3.7252e+42,1.553,0.76278,2.5188e+41,-4.2002e+40,1.4192e+41,1.4257e+42,26.5
8.7,0.782,3.8601e+42,1.5557,0.76774,2.7387e+41,-4.4666e+40,1.4706e+41,1.4557e+42,26.5
8.7,0.802,3.9962e+42,1.5585,0.77257,2.965e+41,-4.7403e+40,1.5224e+41,1.4853e+42,26.5
8.7,0.822,4.1333e+42,1.5613,0.77729,3.1976e+41,-5.0212e+40,1.5746e+41,1.5144e+42,26.5
8.7,0.842,4.2716e+42,1.5642,0.78189,3.3533e+41,-5.3094e+40,1.6272e+41,1.5514e+42,26.5
8.7,0.861,4.4039e+42,1.567,0.78616,3.3302e+41,-5.5898e+40,1.6775e+41,1.6038e+42,26.5
8.7,0.881,4.5446e+42,1.5699,0.79056,3.4811e+41,-5.4125e+40,1.765e+41,1.6417e+42,26.0
8.7,0.901,4.6865e+42,1.5728,0.79486,3.7253e+41,-5.7066e+40,1.8201e+41,1.6704e+42,26.0
8.7,0.921,4.8294e+42,1.5758,0.79907,3.9754e+41,-6.0076e+40,1.8755e+41,1.6987e+42,26.0
8.7,0.941,4.9733e+42,1.5788,0.80318,4.2311e+41,-6.3155e+40,1.9313e+41,1.7266e+42,26.0
8.7,0.96,5.1108e+42,1.5817,0.80701,4.4793e+41,-6.6143e+40,1.9847e+41,1.7528e+42,26.0
8.7,0.98,5.2566e+42,1.5848,0.81095,4.7458e+41,-6.9354e+40,2.0413e+41,1.7799e+42,26.0
8.7,1.0,5.4033e+42,1.5878,0.81482,4.797e+41,-6.6648e+40,2.1402e+41,1.8288e+42,25.5
8.9,0.01,7.7863e+39,5.0899,0.32122,-6.7013e+38,-1.4142e+37,1.7189e+38,6.8196e+39,45.5
8.9,0.03,3.8102e+40,3.9458,0.33919,-2.3172e+39,-1.154e+38,9.5787e+38,3.0428e+40,40.0
8.9,0.05,7.927e+40,3.0696,0.36415,-3.7818e+39,-2.9132e+38,2.127e+39,5.9549e+40,37.5
8.9,0.069,1.2554e+41,2.5603,0.38768,-4.7539e+39,-5.6971e+38,3.4615e+39,8.9955e+40,36.5
8.9,0.089,1.8032e+41,2.2294,0.41103,-5.7471e+39,-8.4598e+38,5.1872e+39,1.243e+41,35.0
8.9,0.109,2.4039e+41,2.0202,0.43271,-6.2511e+39,-1.3058e+39,7.0162e+39,1.6002e+41,34.5
8.9,0.129,3.051e+41,1.8824,0.45279,-6.5648e+39,-1.6813e+39,9.1737e+39,1.9706e+41,33.5
8.9,0.149,3.7397e+41,1.7883,0.47142,-7.3285e+39,-2.2197e+39,1.1416e+40,2.3581e+41,33.0
8.9,0.168,4.429e+41,1.7248,0.48792,-6.4812e+39,-2.7504e+39,1.373e+40,2.7205e+41,32.5
8.9,0.188,5.1884e+41,1.676,0.50415,-3.9108e+39,-3.3386e+39,1.6339e+40,3.0944e+41,32.0
8.9,0.208,5.98e+41,1.6399,0.51935,-1.4953e+39,-4.2966e+39,1.883e+40,3.4784e+41,32.0
8.9,0.228,6.8023e+41,1.6128,0.53363,-8.6636e+38,-4.9488e+39,2.1763e+40,3.8877e+41,31.5
8.9,0.248,7.6527e+41,1.5921,0.54708,8.9441e+38,-5.5822e+39,2.4884e+40,4.2927e+41,31.0
8.9,0.267,8.4852e+41,1.5768,0.55916,6.0576e+39,-6.6953e+39,2.7589e+40,4.6483e+41,31.0
8.9,0.287,9.387e+41,1.5643,0.57122,5.9417e+39,-7.3321e+39,3.1028e+40,5.0839e+41,30.5
8.9,0.307,1.0312e+42,1.5544,0.58267,1.4312e+40,-8.6421e+39,3.4084e+40,5.4399e+41,30.5
8.9,0.327,1.1262e+42,1.5468,0.59355,1.4616e+40,-9.2494e+39,3.7851e+40,5.8817e+41,30.0
8.9,0.347,1.2232e+42,1.5408,0.60393,2.3115e+40,-1.0685e+40,4.1111e+40,6.2463e+41,30.0
8.9,0.366,1.3175e+42,1.5364,0.61335,3.1466e+40,-1.1152e+40,4.504e+40,6.5941e+41,29.5
8.9,0.386,1.4187e+42,1.5328,0.62285,3.1479e+40,-1.2694e+40,4.8497e+40,7.052e+41,29.5
8.9,0.406,1.5218e+42,1.5302,0.63194,4.2893e+40,-1.3134e+40,5.2932e+40,7.4e+41,29.0
8.9,0.426,1.6269e+42,1.5283,0.64067,4.8916e+40,-1.4772e+40,5.6587e+40,7.8057e+41,29.0
8.9,0.446,1.7338e+42,1.527,0.64905,5.2272e+40,-1.6499e+40,6.0302e+40,8.2416e+41,29.0
8.9,0.465,1.837e+42,1.5263,0.65672,6.4699e+40,-1.6706e+40,6.5028e+40,8.5667e+41,28.5
8.9,0.485,1.9475e+42,1.526,0.66449,7.8622e+40,-1.8507e+40,6.8935e+40,8.9036e+41,28.5
8.9,0.505,2.0595e+42,1.5261,0.672,7.3878e+40,-2.0393e+40,7.2898e+40,9.4305e+41,28.5
8.9,0.525,2.1731e+42,1.5266,0.67924,8.8401e+40,-2.2362e+40,7.6915e+40,9.7677e+41,28.5
