time,lumin,
0.2,1.8055e+40,
0.4,7.1104e+40,
0.6,1.5746e+41,
0.8,2.7542e+41,
1.0,4.233e+41,
1.2,5.9936e+41,
1.4,8.0191e+41,
1.6,1.0292e+42,
1.8,1.2796e+42,
2.0,1.5514e+42,
2.2,1.8428e+42,
2.4,2.1522e+42,
2.6,2.478e+42,
2.8,2.8185e+42,
3.0,3.1721e+42,
3.2,3.5372e+42,
3.4,3.9123e+42,
3.6,4.2958e+42,
3.8,4.6862e+42,
4.0,5.0821e+42,
4.2,5.482e+42,
4.4,5.8846e+42,
4.6,6.2886e+42,
4.8,6.6926e+42,
5.0,7.0954e+42,
5.2,7.4958e+42,
5.4,7.8927e+42,
5.6,8.285e+42,
5.8,8.6716e+42,
6.0,9.0516e+42,
6.2,9.424e+42,
6.4,9.7879e+42,
6.6,1.0143e+43,
6.8,1.0487e+43,
7.0,1.0821e+43,
7.2,1.1143e+43,
7.4,1.1454e+43,
7.6,1.1752e+43,
7.8,1.2037e+43,
8.0,1.2308e+43,
8.2,1.2566e+43,
8.4,1.2809e+43,
8.6,1.3038e+43,
8.8,1.3252e+43,
9.0,1.3451e+43,
9.2,1.3635e+43,
9.4,1.3805e+43,
9.6,1.3959e+43,
9.8,1.4098e+43,
10.0,1.4222e+43,
10.2,1.4331e+43,
10.4,1.4425e+43,
10.6,1.4504e+43,
10.8,1.4569e+43,
11.0,1.4619e+43,
11.2,1.4655e+43,
11.4,1.4678e+43,
11.6,1.4687e+43,
11.8,1.4683e+43,
12.0,1.4666e+43,
12.2,1.4637e+43,
12.4,1.4596e+43,
12.6,1.4543e+43,
12.8,1.4478e+43,
13.0,1.4403e+43,
13.2,1.4318e+43,
13.4,1.4223e+43,
13.6,1.4118e+43,
13.8,1.4004e+43,
14.0,1.3882e+43,
14.2,1.3751e+43,
14.4,1.3613e+43,
14.6,1.3468e+43,
14.8,1.3316e+43,
15.0,1.3158e+43,
15.2,1.2994e+43,
15.4,1.2825e+43,
15.6,1.265e+43,
15.8,1.2472e+43,
16.0,1.2289e+43,
16.2,1.2103e+43,
16.4,1.1913e+43,
16.6,1.172e+43,
16.8,1.1525e+43,
17.0,1.1328e+43,
17.2,1.113e+43,
17.4,1.0929e+43,
17.6,1.0728e+43,
17.8,1.0526e+43,
18.0,1.0324e+43,
18.2,1.0121e+43,
18.4,9.9184e+42,
18.6,9.7163e+42,
18.8,9.5148e+42,
19.0,9.3141e+42,
19.2,9.1146e+42,
19.4,8.9163e+42,
19.6,8.7196e+42,
19.8,8.5245e+42,
20.0,8.3312e+42,
20.2,8.14e+42,
20.4,7.9509e+42,
20.6,7.7641e+42,
20.8,7.5797e+42,
21.0,7.3978e+42,
21.2,7.2186e+42,
21.4,7.042e+42,
21.6,6.8682e+42,
21.8,6.6973e+42,
22.0,6.5293e+42,
22.2,6.3643e+42,
22.4,6.2023e+42,
22.6,6.0433e+42,
22.8,5.8874e+42,
23.0,5.7346e+42,
23.2,5.585e+42,
23.4,5.4384e+42,
23.6,5.295e+42,
23.8,5.1547e+42,
24.0,5.0176e+42,
24.2,4.8835e+42,
24.4,4.7525e+42,
24.6,4.6246e+42,
24.8,4.4997e+42,
25.0,4.3778e+42,
25.2,4.2589e+42,
25.4,4.1429e+42,
25.6,4.0299e+42,
25.8,3.9196e+42,
26.0,3.8123e+42,
26.2,3.7076e+42,
26.4,3.6058e+42,
26.6,3.5066e+42,
26.8,3.41e+42,
27.0,3.316e+42,
27.2,3.2245e+42,
27.4,3.1355e+42,
27.6,3.049e+42,
27.8,2.9648e+42,
28.0,2.883e+42,
28.2,2.8034e+42,
28.4,2.7261e+42,
28.6,2.6509e+42,
28.8,2.5778e+42,
29.0,2.5068e+42,
29.2,2.4378e+42,
29.4,2.3708e+42,
29.6,2.3057e+42,
29.8,2.2424e+42,
30.0,2.181e+42,
30.2,2.1213e+42,
30.4,2.0634e+42,
30.6,2.0071e+42,
30.8,1.9525e+42,
31.0,1.8994e+42,
31.2,1.8479e+42,
31.4,1.7979e+42,
31.6,1.7493e+42,
31.8,1.7022e+42,
32.0,1.6564e+42,
32.2,1.6119e+42,
