time,lumin,
0.099,2.1682e+42,
0.198,7.2951e+42,
0.297,1.4058e+43,
0.396,2.1717e+43,
0.495,2.9839e+43,
0.594,3.8164e+43,
0.693,4.6531e+43,
0.792,5.4837e+43,
0.891,6.3022e+43,
0.99,7.1046e+43,
1.089,7.8887e+43,
1.188,8.653e+43,
1.287,9.397e+43,
1.386,1.0121e+44,
1.485,1.0824e+44,
1.584,1.1507e+44,
1.683,1.2171e+44,
1.782,1.2816e+44,
1.881,1.3442e+44,
1.98,1.405e+44,
2.079,1.4641e+44,
2.178,1.5216e+44,
2.277,1.5774e+44,
2.376,1.6317e+44,
2.475,1.6844e+44,
2.574,1.7358e+44,
2.673,1.7857e+44,
2.772,1.8342e+44,
2.871,1.8815e+44,
2.97,1.9275e+44,
3.069,1.9722e+44,
3.168,2.0158e+44,
3.267,2.0582e+44,
3.366,2.0994e+44,
3.465,2.1396e+44,
3.564,2.1787e+44,
3.663,2.2168e+44,
3.762,2.2539e+44,
3.861,2.29e+44,
3.96,2.3251e+44,
4.059,2.3594e+44,
4.158,2.3927e+44,
4.257,2.4251e+44,
4.356,2.4567e+44,
4.455,2.4874e+44,
4.554,2.5173e+44,
4.653,2.5463e+44,
4.752,2.5746e+44,
4.851,2.6021e+44,
4.95,2.6289e+44,
5.049,2.6549e+44,
5.148,2.6801e+44,
5.247,2.7047e+44,
5.346,2.7285e+44,
5.445,2.7517e+44,
5.544,2.7741e+44,
5.643,2.7959e+44,
5.742,2.8171e+44,
5.841,2.8376e+44,
5.94,2.8574e+44,
6.039,2.8767e+44,
6.138,2.8953e+44,
6.237,2.9133e+44,
6.336,2.9307e+44,
6.435,2.9476e+44,
6.534,2.9638e+44,
6.633,2.9795e+44,
6.732,2.9946e+44,
6.831,3.0092e+44,
6.93,3.0232e+44,
7.029,3.0367e+44,
7.128,3.0497e+44,
7.227,3.0621e+44,
7.326,3.074e+44,
7.425,3.0854e+44,
7.524,3.0963e+44,
7.623,3.1067e+44,
7.722,3.1167e+44,
7.821,3.1261e+44,
7.92,3.1351e+44,
8.019,3.1436e+44,
8.118,3.1516e+44,
8.217,3.1592e+44,
8.316,3.1663e+44,
8.415,3.173e+44,
8.514,3.1792e+44,
8.613,3.185e+44,
8.712,3.1904e+44,
8.811,3.1954e+44,
8.91,3.1999e+44,
9.009,3.204e+44,
9.108,3.2078e+44,
9.207,3.2111e+44,
9.306,3.214e+44,
9.405,3.2166e+44,
9.504,3.2187e+44,
9.603,3.2205e+44,
9.702,3.2219e+44,
9.801,3.2229e+44,
9.9,3.2236e+44,
9.999,3.2239e+44,
10.098,3.2238e+44,
10.197,3.2234e+44,
10.296,3.2227e+44,
10.395,3.2216e+44,
10.494,3.2202e+44,
10.593,3.2185e+44,
10.692,3.2164e+44,
10.791,3.214e+44,
10.89,3.2113e+44,
10.989,3.2082e+44,
11.088,3.2049e+44,
11.187,3.2013e+44,
11.286,3.1973e+44,
11.385,3.1931e+44,
11.484,3.1886e+44,
11.583,3.1838e+44,
11.682,3.1787e+44,
11.781,3.1734e+44,
11.88,3.1677e+44,
11.979,3.1618e+44,
12.078,3.1557e+44,
12.177,3.1493e+44,
12.276,3.1426e+44,
12.375,3.1357e+44,
12.474,3.1285e+44,
12.573,3.1211e+44,
12.672,3.1134e+44,
12.771,3.1056e+44,
12.87,3.0975e+44,
12.969,3.0891e+44,
13.068,3.0806e+44,
13.167,3.0718e+44,
13.266,3.0628e+44,
13.365,3.0536e+44,
13.464,3.0443e+44,
13.563,3.0347e+44,
13.662,3.0249e+44,
13.761,3.0149e+44,
13.86,3.0047e+44,
13.959,2.9944e+44,
14.058,2.9838e+44,
14.157,2.9731e+44,
14.256,2.9622e+44,
14.355,2.9512e+44,
14.454,2.94e+44,
14.553,2.9286e+44,
14.652,2.9171e+44,
14.751,2.9054e+44,
14.85,2.8935e+44,
14.949,2.8816e+44,
15.048,2.8694e+44,
15.147,2.8572e+44,
15.246,2.8448e+44,
15.345,2.8322e+44,
15.444,2.8196e+44,
15.543,2.8068e+44,
15.642,2.7939e+44,
15.741,2.7809e+44,
15.84,2.7677e+44,
15.939,2.7545e+44,
16.038,2.7411e+44,
16.137,2.7277e+44,
16.236,2.7141e+44,
16.335,2.7005e+44,
16.434,2.6867e+44,
16.533,2.6729e+44,
16.632,2.6589e+44,
16.731,2.6449e+44,
16.83,2.6308e+44,
16.929,2.6167e+44,
17.028,2.6024e+44,
17.127,2.5881e+44,
17.226,2.5737e+44,
17.325,2.5593e+44,
17.424,2.5448e+44,
17.523,2.5302e+44,
17.622,2.5156e+44,
17.721,2.5009e+44,
17.82,2.4861e+44,
17.919,2.4714e+44,
18.018,2.4565e+44,
18.117,2.4417e+44,
18.216,2.4267e+44,
18.315,2.4118e+44,
18.414,2.3968e+44,
18.513,2.3818e+44,
18.612,2.3668e+44,
18.711,2.3517e+44,
18.81,2.3366e+44,
18.909,2.3215e+44,
19.008,2.3064e+44,
19.107,2.2912e+44,
19.206,2.276e+44,
19.305,2.2609e+44,
19.404,2.2457e+44,
19.503,2.2305e+44,
19.602,2.2153e+44,
19.701,2.2001e+44,
19.8,2.1849e+44,
19.899,2.1697e+44,
19.998,2.1545e+44,
20.097,2.1393e+44,
20.196,2.1241e+44,
20.295,2.109e+44,
20.394,2.0938e+44,
20.493,2.0787e+44,
20.592,2.0636e+44,
20.691,2.0485e+44,
20.79,2.0334e+44,
20.889,2.0183e+44,
20.988,2.0033e+44,
21.087,1.9883e+44,
21.186,1.9733e+44,
21.285,1.9583e+44,
21.384,1.9434e+44,
21.483,1.9285e+44,
21.582,1.9137e+44,
21.681,1.8988e+44,
21.78,1.8841e+44,
21.879,1.8693e+44,
21.978,1.8546e+44,
22.077,1.84e+44,
22.176,1.8253e+44,
22.275,1.8108e+44,
22.374,1.7962e+44,
22.473,1.7818e+44,
22.572,1.7673e+44,
22.671,1.753e+44,
22.77,1.7386e+44,
22.869,1.7244e+44,
22.968,1.7102e+44,
23.067,1.696e+44,
23.166,1.6819e+44,
23.265,1.6678e+44,
23.364,1.6539e+44,
23.463,1.6399e+44,
23.562,1.6261e+44,
23.661,1.6123e+44,
23.76,1.5985e+44,
23.859,1.5848e+44,
23.958,1.5712e+44,
24.057,1.5577e+44,
24.156,1.5442e+44,
24.255,1.5308e+44,
24.354,1.5174e+44,
24.453,1.5042e+44,
24.552,1.491e+44,
24.651,1.4778e+44,
24.75,1.4648e+44,
24.849,1.4518e+44,
24.948,1.4389e+44,
25.047,1.426e+44,
25.146,1.4133e+44,
25.245,1.4006e+44,
25.344,1.3879e+44,
25.443,1.3754e+44,
25.542,1.3629e+44,
25.641,1.3505e+44,
25.74,1.3382e+44,
25.839,1.326e+44,
25.938,1.3138e+44,
26.037,1.3018e+44,
26.136,1.2898e+44,
26.235,1.2779e+44,
26.334,1.266e+44,
26.433,1.2543e+44,
26.532,1.2426e+44,
26.631,1.231e+44,
26.73,1.2195e+44,
26.829,1.208e+44,
26.928,1.1967e+44,
27.027,1.1854e+44,
27.126,1.1742e+44,
27.225,1.1631e+44,
27.324,1.1521e+44,
27.423,1.1412e+44,
27.522,1.1303e+44,
27.621,1.1195e+44,
27.72,1.1088e+44,
27.819,1.0982e+44,
27.918,1.0877e+44,
28.017,1.0773e+44,
28.116,1.0669e+44,
28.215,1.0566e+44,
28.314,1.0464e+44,
28.413,1.0363e+44,
28.512,1.0263e+44,
28.611,1.0163e+44,
28.71,1.0065e+44,
28.809,9.9668e+43,
28.908,9.8698e+43,
29.007,9.7736e+43,
29.106,9.6783e+43,
29.205,9.5838e+43,
29.304,9.4901e+43,
29.403,9.3972e+43,
29.502,9.3051e+43,
29.601,9.2138e+43,
29.7,9.1234e+43,
29.799,9.0337e+43,
29.898,8.9449e+43,
29.997,8.8569e+43,
30.096,8.7697e+43,
30.195,8.6832e+43,
30.294,8.5976e+43,
30.393,8.5128e+43,
30.492,8.4287e+43,
30.591,8.3455e+43,
30.69,8.263e+43,
30.789,8.1813e+43,
30.888,8.1004e+43,
30.987,8.0203e+43,
31.086,7.9409e+43,
31.185,7.8623e+43,
31.284,7.7845e+43,
31.383,7.7074e+43,
31.482,7.6311e+43,
31.581,7.5555e+43,
31.68,7.4807e+43,
31.779,7.4066e+43,
31.878,7.3333e+43,
31.977,7.2607e+43,
32.076,7.1889e+43,
32.175,7.1177e+43,
32.274,7.0473e+43,
32.373,6.9777e+43,
32.472,6.9087e+43,
32.571,6.8404e+43,
32.67,6.7729e+43,
