Mni,M,Rp,Esn,pcsm,mcsm,max_LC,skew,CV_LC,mad,
0.1,0.5,0.5,1e+50,-5.0,0.1,1.4423e+43,2.2749,1.3735,3.2975e+42
0.3,0.5,0.5,1e+50,-5.0,0.1,2.2046e+43,3.1466,1.4476,4.1941e+42
0.5,0.5,0.5,1e+50,-5.0,0.1,3.0258e+43,4.1509,1.5386,5.003e+42
0.8,0.5,0.5,1e+50,-5.0,0.1,4.2969e+43,5.5436,1.6623,6.0862e+42
0.1,1,1,1e+50,-5.0,0.1,7.3036e+42,2.5743,0.93016,9.2671e+41
0.3,1,1,1e+50,-5.0,0.1,1.2909e+43,3.5292,1.1461,1.7997e+42
0.5,1,1,1e+50,-5.0,0.1,1.9365e+43,4.205,1.3007,2.6877e+42
0.8,1,1,1e+50,-5.0,0.1,2.9704e+43,4.9088,1.4636,3.9862e+42
0.1,0.5,0.5,3e+50,-5.0,0.1,5.3183e+43,3.7325,1.6844,1.0095e+43
0.3,0.5,0.5,3e+50,-5.0,0.1,6.0376e+43,3.9149,1.7093,1.0996e+43
0.5,0.5,0.5,3e+50,-5.0,0.1,6.7981e+43,4.1183,1.7359,1.1805e+43
0.8,0.5,0.5,3e+50,-5.0,0.1,7.9843e+43,4.4717,1.7737,1.2888e+43
0.1,1,1,3e+50,-5.0,0.1,1.9543e+43,2.5011,0.90953,2.33e+42
0.3,1,1,3e+50,-5.0,0.1,2.3486e+43,2.8318,1.0016,3.2009e+42
0.5,1,1,3e+50,-5.0,0.1,2.9982e+43,3.3177,1.0928,4.0879e+42
0.8,1,1,3e+50,-5.0,0.1,4.0441e+43,4.0036,1.2133,5.3856e+42
0.1,1,0.5,1e+51,-5.0,0.1,1.2483e+44,4.9273,1.7833,1.8619e+43
0.3,1,0.5,1e+51,-5.0,0.1,1.305e+44,4.8943,1.7759,1.949e+43
0.5,1,0.5,1e+51,-5.0,0.1,1.3694e+44,4.9218,1.779,2.0377e+43
0.8,1,0.5,1e+51,-5.0,0.1,1.4692e+44,5.0169,1.7919,2.1675e+43
0.1,3,1,1e+51,-5.0,0.1,2.7006e+43,2.4747,0.77211,2.2962e+42
0.3,3,1,1e+51,-5.0,0.1,2.753e+43,2.1668,0.78623,2.7993e+42
0.5,3,1,1e+51,-5.0,0.1,2.8272e+43,2.0202,0.81268,3.4527e+42
0.8,3,1,1e+51,-5.0,0.1,3.116e+43,2.0142,0.86111,4.516e+42
0.1,1,0.5,2e+51,-5.0,0.1,3.0552e+44,6.2729,1.9441,3.9349e+43
0.3,1,0.5,2e+51,-5.0,0.1,3.1021e+44,6.1884,1.9327,4.022e+43
0.5,1,0.5,2e+51,-5.0,0.1,3.1615e+44,6.1386,1.9278,4.1107e+43
0.8,1,0.5,2e+51,-5.0,0.1,3.2628e+44,6.1144,1.9274,4.2404e+43
0.1,1,0.5,3e+51,-5.0,0.1,5.0268e+44,7.0175,2.0251,5.943e+43
0.3,1,0.5,3e+51,-5.0,0.1,5.0638e+44,6.9324,2.0145,6.0301e+43
0.5,1,0.5,3e+51,-5.0,0.1,5.1126e+44,6.8664,2.0084,6.1188e+43
0.8,1,0.5,3e+51,-5.0,0.1,5.1993e+44,6.8021,2.0045,6.2486e+43
0.1,1,0.5,1e+52,-5.0,0.1,2.098e+45,8.87,2.2123,1.999e+44
0.3,1,0.5,1e+52,-5.0,0.1,2.0997e+45,8.8244,2.2071,2.0077e+44
0.5,1,0.5,1e+52,-5.0,0.1,2.102e+45,8.7783,2.2031,2.0165e+44
0.8,1,0.5,1e+52,-5.0,0.1,2.1064e+45,8.7141,2.1987,2.0295e+44
0.1,3,0.5,3e+52,-5.0,0.1,2.7491e+45,9.1272,2.0184,2.4956e+44
0.3,3,0.5,3e+52,-5.0,0.1,2.7494e+45,9.1108,2.0143,2.5005e+44
0.5,3,0.5,3e+52,-5.0,0.1,2.7498e+45,9.0894,2.0102,2.5069e+44
0.8,3,0.5,3e+52,-5.0,0.1,2.7505e+45,9.0517,2.0041,2.5175e+44
0.1,1,3,1e+50,-6.0,0.1,7.8011e+42,2.6738,0.98171,1.0125e+42
0.3,1,3,1e+50,-6.0,0.1,1.3429e+43,3.5712,1.1838,1.8855e+42
0.5,1,3,1e+50,-6.0,0.1,1.9903e+43,4.2133,1.3295,2.7734e+42
0.8,1,3,1e+50,-6.0,0.1,3.0199e+43,4.8918,1.4845,4.0719e+42
0.1,3,6,1e+50,-6.0,0.1,1.4539e+42,1.594,0.44515,7.6678e+40
0.3,3,6,1e+50,-6.0,0.1,3.9147e+42,2.0782,0.79675,6.1841e+41
0.5,3,6,1e+50,-6.0,0.1,6.9328e+42,2.3742,0.97933,1.2607e+42
0.8,3,6,1e+50,-6.0,0.1,1.2082e+43,2.6681,1.134,2.3113e+42
0.1,0.5,1,3e+50,-6.0,0.1,3.6369e+43,1.87,1.2213,9.7399e+42
0.3,0.5,1,3e+50,-6.0,0.1,4.3721e+43,2.3273,1.262,1.0641e+43
0.5,0.5,1,3e+50,-6.0,0.1,5.2475e+43,2.9157,1.3087,1.145e+43
0.8,0.5,1,3e+50,-6.0,0.1,6.5908e+43,3.8594,1.3797,1.2533e+43
0.1,1,3,3e+50,-6.0,0.1,2.1087e+43,2.6505,0.97635,2.6514e+42
0.3,1,3,3e+50,-6.0,0.1,2.4979e+43,2.9437,1.0611,3.5223e+42
0.5,1,3,3e+50,-6.0,0.1,3.1335e+43,3.3977,1.1464,4.4093e+42
0.8,1,3,3e+50,-6.0,0.1,4.1837e+43,4.0518,1.2597,5.707e+42
0.1,0.5,1,1e+51,-6.0,0.1,1.7784e+44,3.268,1.7649,3.3506e+43
0.3,0.5,1,1e+51,-6.0,0.1,1.8388e+44,3.327,1.7689,3.4407e+43
0.5,0.5,1,1e+51,-6.0,0.1,1.9191e+44,3.4236,1.7759,3.5216e+43
0.8,0.5,1,1e+51,-6.0,0.1,2.052e+44,3.6009,1.7879,3.6299e+43
0.1,0.5,0.5,2e+51,-6.0,0.1,2.5762e+44,2.9122,0.92488,-1.4791e+43
