B,p10,Mint,Mniint,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
15,1.6,0.5,0.3,2.389e+43,3.86,1.2978,3.6519e+42,-9.4838e+41,2.5437e+42,1.7343e+42,9.405
15,1.6,0.5,0.4,2.8803e+43,4.3318,1.3776,4.2032e+42,-1.3318e+42,3.228e+42,1.7323e+42,8.91
15,1.6,0.5,0.5,3.3616e+43,4.7584,1.4452,4.6688e+42,-1.708e+42,3.9811e+42,1.7706e+42,8.415
15,1.6,0.5,0.6,3.8399e+43,5.15,1.5042,5.1302e+42,-2.078e+42,4.8266e+42,1.7791e+42,7.92
15,1.6,0.5,0.8,4.7822e+43,5.8523,1.604,5.9704e+42,-2.7815e+42,6.8729e+42,1.8025e+42,6.93
15,1.6,1,0.1,7.4175e+42,1.7585,0.76885,8.0849e+41,-1.0779e+41,3.9541e+41,2.3173e+42,18.81
15,1.6,1,0.3,1.4559e+43,2.5859,1.0208,2.2801e+42,-3.9968e+41,1.0975e+42,2.1711e+42,13.365
15,1.6,1,0.4,1.8174e+43,2.9396,1.1059,2.9514e+42,-5.9006e+41,1.4808e+42,2.0793e+42,12.375
15,1.6,1,0.5,2.1826e+43,3.2517,1.1773,3.5097e+42,-8.1605e+41,1.8519e+42,2.0734e+42,11.88
15,1.6,1,0.6,2.5512e+43,3.5296,1.2386,4.0774e+42,-1.0461e+42,2.2588e+42,2.0376e+42,11.385
15,1.6,1,0.8,3.3004e+43,4.0072,1.3405,5.0818e+42,-1.5057e+42,3.2039e+42,2.0501e+42,10.395
15,1.6,2,0.1,3.7639e+42,1.7331,0.47032,2.0824e+38,-2.7118e+40,1.4381e+41,2.2395e+42,26.235
15,1.6,2,0.3,8.0842e+42,1.9332,0.72615,7.0322e+41,-1.5105e+41,4.3301e+41,2.705e+42,18.81
15,1.6,2,0.4,1.0389e+43,2.1481,0.81674,1.1351e+42,-2.3182e+41,6.0507e+41,2.7944e+42,17.325
15,1.6,2,0.5,1.2771e+43,2.3445,0.89204,1.6063e+42,-3.2355e+41,7.8967e+41,2.8302e+42,16.335
15,1.6,2,0.6,1.5217e+43,2.5196,0.95603,2.068e+42,-4.3792e+41,9.7063e+41,2.8663e+42,15.84
15,1.6,2,0.8,2.028e+43,2.8162,1.0599,3.0305e+42,-6.7322e+41,1.3811e+42,2.8819e+42,14.85
15,1.6,3,0.1,2.4486e+42,2.937,0.3499,-7.764e+40,-1.1226e+40,7.6225e+40,1.7842e+42,32.175
15,1.6,3,0.3,5.4797e+42,1.808,0.56102,3.1277e+41,-7.0493e+40,2.4775e+41,2.4684e+42,22.275
15,1.6,3,0.4,7.1419e+42,1.9018,0.64869,6.1297e+41,-1.1621e+41,3.4638e+41,2.6421e+42,20.79
15,1.6,3,0.5,8.879e+42,2.0166,0.72319,9.2941e+41,-1.6996e+41,4.5253e+41,2.7862e+42,19.8
15,1.6,3,0.6,1.0681e+43,2.1279,0.78708,1.2445e+42,-2.217e+41,5.7357e+41,2.9243e+42,18.81
15,1.6,3,0.8,1.4451e+43,2.3257,0.89112,1.9873e+42,-3.5876e+41,8.1981e+41,3.0765e+42,17.82
15,1.6,5,0.1,1.3821e+42,5.227,0.30557,-9.4454e+40,-3.1806e+39,3.286e+40,1.177e+42,42.075
15,1.6,5,0.3,3.207e+42,2.144,0.41202,6.6771e+40,-2.5678e+40,1.1429e+41,1.9143e+42,28.215
15,1.6,5,0.4,4.2394e+42,1.8459,0.48029,2.0317e+41,-4.3745e+40,1.6268e+41,2.1827e+42,26.235
15,1.6,5,0.5,5.3332e+42,1.7821,0.54245,3.872e+41,-6.3486e+40,2.1714e+41,2.3932e+42,24.75
15,1.6,5,0.6,6.4798e+42,1.7902,0.59781,5.7473e+41,-8.7058e+40,2.7501e+41,2.5945e+42,23.76
15,1.6,5,0.8,8.9089e+42,1.8616,0.6909,1.0102e+42,-1.3984e+41,4.0375e+41,2.9291e+42,22.275
15,1.6,7,0.1,9.3423e+41,5.1336,0.31495,-9.2912e+40,-1.2611e+39,1.8315e+40,8.4885e+41,50.985
15,1.6,7,0.3,2.196e+42,3.0188,0.35491,-2.1728e+40,-1.1693e+40,6.752e+40,1.5234e+42,32.67
15,1.6,7,0.4,2.9236e+42,2.2219,0.4041,4.1131e+40,-2.0318e+40,9.7376e+40,1.8079e+42,30.195
15,1.6,7,0.5,3.7002e+42,1.8903,0.4529,1.2737e+41,-3.1345e+40,1.2972e+41,2.0633e+42,28.71
15,1.6,7,0.6,4.5194e+42,1.7553,0.49833,2.0557e+41,-4.1178e+40,1.6723e+41,2.3239e+42,27.225
15,1.6,7,0.8,6.2689e+42,1.6882,0.57752,4.4654e+41,-7.0038e+40,2.4557e+41,2.7579e+42,25.74
15,1.6,10,0.1,6.1121e+41,4.4056,0.33509,-8.3186e+40,-4.5989e+38,9.5586e+39,5.7895e+41,63.855
15,1.6,10,0.3,1.4412e+42,4.3916,0.32207,-6.8333e+40,-4.9562e+39,3.745e+40,1.1426e+42,38.61
15,1.6,10,0.4,1.929e+42,3.3202,0.34762,-5.6285e+40,-8.4686e+39,5.5139e+40,1.4127e+42,35.145
15,1.6,10,0.5,2.4536e+42,2.5961,0.37843,-2.8655e+40,-1.3111e+40,7.4383e+40,1.6668e+42,33.165
15,1.6,10,0.6,3.0103e+42,2.1731,0.41008,1.8982e+39,-1.825e+40,9.5604e+40,1.9185e+42,31.68
15,1.6,10,0.8,4.2074e+42,1.7915,0.46976,7.9534e+40,-3.0634e+40,1.4267e+41,2.4084e+42,29.7
20,1.6,0.4,0.1,1.5245e+43,3.5,1.2942,2.5169e+42,-5.9588e+41,1.373e+42,1.0709e+42,10.89
20,1.6,0.4,0.3,2.738e+43,5.0038,1.5551,3.8024e+42,-1.4379e+42,3.3961e+42,1.0806e+42,7.92
20,1.6,0.4,0.4,3.2937e+43,5.5638,1.6392,4.3065e+42,-1.906e+42,4.3478e+42,1.0904e+42,7.425
20,1.6,0.4,0.5,3.8321e+43,6.0589,1.7091,4.76e+42,-2.3526e+42,5.414e+42,1.1031e+42,6.93
20,1.6,0.4,0.6,4.3556e+43,6.5068,1.7692,5.1549e+42,-2.7758e+42,6.6268e+42,1.1388e+42,6.435
20,1.6,0.4,0.8,5.3789e+43,7.3002,1.8692,5.9057e+42,-3.6929e+42,8.8293e+42,1.1696e+42,5.94
20,1.6,0.5,0.1,1.2577e+43,2.9851,1.1895,2.176e+42,-3.9576e+41,1.0435e+42,1.1461e+42,11.88
20,1.6,0.5,0.3,2.3497e+43,4.3528,1.4549,3.5262e+42,-1.0954e+42,2.6077e+42,1.1185e+42,8.91
20,1.6,0.5,0.4,2.8631e+43,4.861,1.5404,4.0637e+42,-1.501e+42,3.3606e+42,1.1237e+42,8.415
20,1.6,0.5,0.5,3.3667e+43,5.3075,1.6113,4.5532e+42,-1.8974e+42,4.1971e+42,1.1336e+42,7.92
20,1.6,0.5,0.6,3.8635e+43,5.709,1.6722,5.0075e+42,-2.2823e+42,5.1397e+42,1.1461e+42,7.425
20,1.6,0.5,0.8,4.8398e+43,6.4148,1.7732,5.838e+42,-3.1251e+42,6.8809e+42,1.1749e+42,6.93
20,1.6,1,0.1,6.6274e+42,1.9151,0.86088,8.4654e+41,-1.1808e+41,3.9062e+41,1.6754e+42,16.83
20,1.6,1,0.3,1.3914e+43,2.8897,1.1437,2.3268e+42,-4.6187e+41,1.0798e+42,1.4652e+42,12.87
20,1.6,1,0.4,1.7588e+43,3.2563,1.233,2.9217e+42,-6.5756e+41,1.482e+42,1.4362e+42,11.88
20,1.6,1,0.5,2.1294e+43,3.5686,1.3057,3.5048e+42,-8.8794e+41,1.8736e+42,1.3953e+42,11.385
20,1.6,1,0.6,2.5036e+43,3.8408,1.3669,4.0515e+42,-1.1204e+42,2.3051e+42,1.3725e+42,10.89
20,1.6,1,0.8,3.2591e+43,4.3013,1.4663,5.0377e+42,-1.5745e+42,3.3089e+42,1.3912e+42,9.9
20,1.6,2,0.1,3.2639e+42,1.6504,0.53133,8.4114e+40,-3.2426e+40,1.3654e+41,1.6998e+42,23.76
20,1.6,2,0.3,7.586e+42,2.0872,0.82894,8.7192e+41,-1.6397e+41,4.2662e+41,2.0041e+42,17.82
20,1.6,2,0.4,9.8895e+42,2.3132,0.92441,1.3297e+42,-2.563e+41,5.8991e+41,2.0486e+42,16.83
20,1.6,2,0.5,1.2274e+43,2.5088,1.001,1.8077e+42,-3.4695e+41,7.7934e+41,2.0631e+42,15.84
20,1.6,2,0.6,1.4723e+43,2.6788,1.0644,2.2635e+42,-4.6007e+41,9.6582e+41,2.0936e+42,15.345
20,1.6,2,0.8,1.9793e+43,2.9619,1.1644,3.207e+42,-6.8949e+41,1.3904e+42,2.1105e+42,14.355
20,1.6,3,0.1,2.0893e+42,2.1713,0.38476,-1.279e+40,-1.3484e+40,7.2367e+40,1.3723e+42,28.71
20,1.6,3,0.3,5.1003e+42,1.8393,0.65201,4.4091e+41,-7.8181e+40,2.4022e+41,1.9038e+42,21.285
20,1.6,3,0.4,6.7522e+42,1.9702,0.74624,7.4789e+41,-1.2046e+41,3.4263e+41,2.0476e+42,19.8
20,1.6,3,0.5,8.4813e+42,2.0948,0.82286,1.0939e+42,-1.831e+41,4.4178e+41,2.1446e+42,19.305
20,1.6,3,0.6,1.0278e+43,2.2078,0.88661,1.4449e+42,-2.3302e+41,5.6512e+41,2.2328e+42,18.315
20,1.6,3,0.8,1.4037e+43,2.402,0.98731,2.1507e+42,-3.6552e+41,8.1717e+41,2.4007e+42,17.325
20,1.6,5,0.1,1.1545e+42,4.5423,0.30088,-5.0348e+40,-3.9504e+39,3.1338e+40,9.2021e+41,36.63
20,1.6,5,0.3,2.9574e+42,1.7832,0.47842,1.2364e+41,-2.8118e+40,1.1085e+41,1.5605e+42,26.73
20,1.6,5,0.4,3.9789e+42,1.7165,0.55695,2.6836e+41,-4.727e+40,1.5817e+41,1.7955e+42,25.245
20,1.6,5,0.5,5.063e+42,1.7359,0.62354,4.4372e+41,-6.4944e+40,2.142e+41,1.9948e+42,23.76
20,1.6,5,0.6,6.2008e+42,1.7772,0.6804,6.6102e+41,-9.3375e+40,2.681e+41,2.1501e+42,23.265
20,1.6,5,0.8,8.6156e+42,1.8705,0.77245,1.1212e+42,-1.439e+41,3.9858e+41,2.4341e+42,21.78
20,1.6,7,0.1,7.6831e+41,5.6106,0.29163,-5.3436e+40,-1.5246e+39,1.7735e+40,6.6613e+41,43.065
20,1.6,7,0.3,2.0128e+42,2.1892,0.3978,8.233e+39,-1.2813e+40,6.5673e+40,1.2824e+42,30.69
20,1.6,7,0.4,2.7312e+42,1.8071,0.45974,6.5917e+40,-2.1307e+40,9.5428e+40,1.5502e+42,28.71
20,1.6,7,0.5,3.4994e+42,1.6824,0.51489,1.5746e+41,-3.3319e+40,1.2677e+41,1.7823e+42,27.72
20,1.6,7,0.6,4.3112e+42,1.6451,0.56333,2.5245e+41,-4.5577e+40,1.6211e+41,2.011e+42,26.73
20,1.6,7,0.8,6.0473e+42,1.652,0.64378,5.1453e+41,-7.3435e+40,2.4112e+41,2.3989e+42,25.245
20,1.6,10,0.1,4.9337e+41,5.4089,0.30165,-4.9045e+40,-5.5193e+38,9.3419e+39,4.5456e+41,52.47
20,1.6,10,0.3,1.3119e+42,3.4102,0.33803,-4.3446e+40,-5.3045e+39,3.6831e+40,9.7919e+41,35.64
20,1.6,10,0.4,1.7927e+42,2.5157,0.37703,-3.2044e+40,-8.9462e+39,5.4179e+40,1.2335e+42,33.165
20,1.6,10,0.5,2.3108e+42,2.064,0.41572,-1.0916e+40,-1.3664e+40,7.3196e+40,1.4802e+42,31.68
20,1.6,10,0.6,2.8616e+42,1.8347,0.45191,1.5137e+40,-1.9513e+40,9.3644e+40,1.7242e+42,30.69
20,1.6,10,0.8,4.0482e+42,1.6473,0.51549,9.7369e+40,-3.3256e+40,1.3938e+41,2.1892e+42,29.205
22.5,1.6,0.4,0.1,1.4601e+43,3.6411,1.3463,2.3951e+42,-5.9334e+41,1.3634e+42,8.9248e+41,10.395
22.5,1.6,0.4,0.3,2.6865e+43,5.2253,1.6186,3.6767e+42,-1.5058e+42,3.2977e+42,8.8843e+41,7.92
22.5,1.6,0.4,0.4,3.2466e+43,5.8046,1.7051,4.1749e+42,-1.9837e+42,4.2445e+42,9.0005e+41,7.425
22.5,1.6,0.4,0.5,3.7931e+43,6.3128,1.7765,4.6064e+42,-2.4432e+42,5.3109e+42,9.3183e+41,6.93
22.5,1.6,0.4,0.6,4.3276e+43,6.77,1.8376,5.0196e+42,-2.8819e+42,6.5294e+42,9.4696e+41,6.435
22.5,1.6,0.4,0.8,5.3628e+43,7.5747,1.9388,5.7659e+42,-3.8165e+42,8.7367e+42,9.792e+41,5.94
22.5,1.6,0.5,0.1,1.1988e+43,3.1034,1.2365,2.099e+42,-3.9667e+41,1.0282e+42,9.3698e+41,11.385
22.5,1.6,0.5,0.3,2.297e+43,4.5392,1.5126,3.4176e+42,-1.1499e+42,2.5269e+42,9.2073e+41,8.91
22.5,1.6,0.5,0.4,2.8127e+43,5.0606,1.6,3.9475e+42,-1.492e+42,3.4932e+42,9.2849e+41,7.92
22.5,1.6,0.5,0.5,3.3195e+43,5.515,1.672,4.4317e+42,-1.9674e+42,4.1071e+42,9.4018e+41,7.92
22.5,1.6,0.5,0.6,3.8228e+43,5.9212,1.7334,4.8819e+42,-2.363e+42,5.05e+42,9.5391e+41,7.425
22.5,1.6,0.5,0.8,4.8051e+43,6.6311,1.8347,5.6873e+42,-3.2177e+42,6.7887e+42,1.0036e+42,6.93
22.5,1.6,1,0.1,6.248e+42,1.9842,0.89642,8.3965e+41,-1.2222e+41,3.7678e+41,1.4484e+42,16.335
22.5,1.6,1,0.3,1.3505e+43,3.0077,1.1899,2.307e+42,-4.5971e+41,1.0859e+42,1.225e+42,12.375
22.5,1.6,1,0.4,1.717e+43,3.3772,1.2802,2.8894e+42,-6.873e+41,1.4397e+42,1.2017e+42,11.88
22.5,1.6,1,0.5,2.0871e+43,3.6887,1.3529,3.4593e+42,-8.7253e+41,1.9155e+42,1.1688e+42,10.89
22.5,1.6,1,0.6,2.4609e+43,3.9586,1.4138,3.9858e+42,-1.1567e+42,2.2567e+42,1.162e+42,10.89
22.5,1.6,1,0.8,3.2192e+43,4.4129,1.5118,4.9723e+42,-1.6192e+42,3.2571e+42,1.1739e+42,9.9
22.5,1.6,2,0.1,3.0531e+42,1.6511,0.55801,1.0454e+41,-3.2623e+40,1.3262e+41,1.5071e+42,22.77
22.5,1.6,2,0.3,7.3364e+42,2.1498,0.86969,9.0578e+41,-1.6267e+41,4.2319e+41,1.7673e+42,17.325
22.5,1.6,2,0.4,9.6291e+42,2.3778,0.96617,1.3686e+42,-2.5122e+41,5.9052e+41,1.7987e+42,16.335
22.5,1.6,2,0.5,1.2e+43,2.5721,1.0425,1.8255e+42,-3.6087e+41,7.5985e+41,1.8282e+42,15.84
22.5,1.6,2,0.6,1.4438e+43,2.7398,1.1051,2.2749e+42,-4.4421e+41,9.7743e+41,1.8602e+42,14.85
22.5,1.6,2,0.8,1.9497e+43,3.0178,1.203,3.2245e+42,-7.0735e+41,1.3669e+42,1.8631e+42,14.355
22.5,1.6,3,0.1,1.9463e+42,1.9766,0.40375,1.1023e+40,-1.3073e+40,7.0799e+40,1.218e+42,27.225
22.5,1.6,3,0.3,4.9253e+42,1.8629,0.68953,4.8099e+41,-7.7873e+40,2.3694e+41,1.699e+42,20.79
22.5,1.6,3,0.4,6.5671e+42,2.0007,0.78522,7.8731e+41,-1.2757e+41,3.3241e+41,1.8345e+42,19.8
22.5,1.6,3,0.5,8.287e+42,2.1268,0.86183,1.1314e+42,-1.7751e+41,4.4237e+41,1.9265e+42,18.81
22.5,1.6,3,0.6,1.0074e+43,2.2396,0.92489,1.4803e+42,-2.4184e+41,5.529e+41,2.0113e+42,18.315
22.5,1.6,3,0.8,1.382e+43,2.4322,1.0234,2.2314e+42,-3.7581e+41,8.0329e+41,2.1253e+42,17.325
22.5,1.6,5,0.1,1.0697e+42,4.0219,0.30543,-3.6e+40,-3.9033e+39,3.0586e+40,8.2594e+41,34.65
22.5,1.6,5,0.3,2.8515e+42,1.717,0.50771,1.4439e+41,-2.8573e+40,1.0867e+41,1.4281e+42,26.235
22.5,1.6,5,0.4,3.8652e+42,1.6972,0.58885,2.8779e+41,-4.6791e+40,1.5649e+41,1.6551e+42,24.75
22.5,1.6,5,0.5,4.9423e+42,1.7321,0.6562,4.868e+41,-6.8711e+40,2.0874e+41,1.8232e+42,23.76
22.5,1.6,5,0.6,6.0742e+42,1.7795,0.71294,6.7436e+41,-9.0054e+40,2.6807e+41,2.002e+42,22.77
22.5,1.6,5,0.8,8.4785e+42,1.8768,0.80365,1.1281e+42,-1.4878e+41,3.9177e+41,2.2827e+42,21.78
22.5,1.6,7,0.1,7.09e+41,5.4792,0.28741,-4.2054e+40,-1.7003e+39,1.7095e+40,6.0092e+41,41.085
22.5,1.6,7,0.3,1.9384e+42,1.9851,0.41832,2.3549e+40,-1.3342e+40,6.4163e+40,1.1878e+42,30.195
22.5,1.6,7,0.4,2.6507e+42,1.7191,0.48377,7.6995e+40,-2.1378e+40,9.4108e+40,1.4516e+42,28.215
22.5,1.6,7,0.5,3.4139e+42,1.641,0.54039,1.6521e+41,-3.2789e+40,1.2578e+41,1.6803e+42,27.225
22.5,1.6,7,0.6,4.221e+42,1.6241,0.58929,2.5549e+41,-4.4245e+40,1.6157e+41,1.908e+42,26.235
22.5,1.6,7,0.8,5.9487e+42,1.646,0.66933,5.1722e+41,-7.6341e+40,2.3694e+41,2.2869e+42,25.245
22.5,1.6,10,0.1,4.5298e+41,5.6896,0.29189,-3.9937e+40,-6.2884e+38,9.0625e+39,4.1151e+41,49.5
22.5,1.6,10,0.3,1.2615e+42,3.0435,0.34783,-3.8223e+40,-5.2691e+39,3.6372e+40,9.2192e+41,34.65
22.5,1.6,10,0.4,1.7382e+42,2.285,0.39091,-2.5611e+40,-9.2314e+39,5.3257e+40,1.1689e+42,32.67
22.5,1.6,10,0.5,2.2525e+42,1.9282,0.43174,-2.7713e+39,-1.4938e+40,7.1255e+40,1.4086e+42,31.68
22.5,1.6,10,0.6,2.7999e+42,1.7531,0.46902,2.5562e+40,-1.9184e+40,9.3046e+40,1.6458e+42,30.195
22.5,1.6,10,0.8,3.9805e+42,1.6139,0.53327,1.2308e+41,-3.2003e+40,1.3933e+41,2.0878e+42,28.71
25,1.6,0.4,0.1,1.3939e+43,3.7614,1.3899,2.285e+42,-5.7809e+41,1.3519e+42,7.4163e+41,9.9
25,1.6,0.4,0.3,2.6217e+43,5.4114,1.6714,3.5253e+42,-1.4766e+42,3.4116e+42,7.6011e+41,7.425
25,1.6,0.4,0.4,3.1878e+43,6.0063,1.7597,4.0177e+42,-1.9526e+42,4.4447e+42,7.7297e+41,6.93
25,1.6,0.4,0.5,3.7328e+43,6.5254,1.8324,4.4628e+42,-2.4031e+42,5.61e+42,7.8778e+41,6.435
25,1.6,0.4,0.6,4.2733e+43,6.9906,1.8942,4.8726e+42,-2.9446e+42,6.3918e+42,8.0363e+41,6.435
25,1.6,0.4,0.8,5.3158e+43,7.8058,1.9962,5.6139e+42,-3.8913e+42,8.5925e+42,8.369e+41,5.94
25,1.6,0.5,0.1,1.14e+43,3.2056,1.2761,1.9896e+42,-4.1342e+41,9.6634e+41,7.9968e+41,11.385
25,1.6,0.5,0.3,2.2368e+43,4.6962,1.5606,3.2982e+42,-1.1267e+42,2.591e+42,7.728e+41,8.415
25,1.6,0.5,0.4,2.7561e+43,5.228,1.6494,3.8209e+42,-1.5358e+42,3.3952e+42,7.8258e+41,7.92
25,1.6,0.5,0.5,3.2644e+43,5.6885,1.7221,4.2835e+42,-1.9336e+42,4.2953e+42,8.1186e+41,7.425
25,1.6,0.5,0.6,3.7642e+43,6.0985,1.7838,4.7297e+42,-2.411e+42,4.9371e+42,8.2654e+41,7.425
25,1.6,0.5,0.8,4.7491e+43,6.8123,1.8854,5.548e+42,-3.2732e+42,6.6666e+42,8.5863e+41,6.93
25,1.6,1,0.1,5.8983e+42,2.0476,0.92728,8.5078e+41,-1.225e+41,3.6416e+41,1.2395e+42,15.84
25,1.6,1,0.3,1.3098e+43,3.1089,1.2291,2.2359e+42,-4.7756e+41,1.0474e+42,1.0744e+42,12.375
25,1.6,1,0.4,1.6748e+43,3.4798,1.3199,2.8389e+42,-6.6979e+41,1.4612e+42,1.024e+42,11.385
25,1.6,1,0.5,2.0444e+43,3.7899,1.3924,3.3681e+42,-8.9677e+41,1.8683e+42,1.0267e+42,10.89
25,1.6,1,0.6,2.4171e+43,4.0574,1.4526,3.8974e+42,-1.1237e+42,2.3183e+42,1.0132e+42,10.395
25,1.6,1,0.8,3.1738e+43,4.5062,1.5491,4.8922e+42,-1.6491e+42,3.2004e+42,1.0105e+42,9.9
25,1.6,2,0.1,2.8679e+42,1.6615,0.58266,1.3199e+41,-3.3908e+40,1.2663e+41,1.3358e+42,22.275
25,1.6,2,0.3,7.1044e+42,2.2044,0.90533,9.2333e+41,-1.7033e+41,4.0835e+41,1.5795e+42,17.325
25,1.6,2,0.4,9.3813e+42,2.4331,1.0022,1.376e+42,-2.6016e+41,5.7359e+41,1.6141e+42,16.335
25,1.6,2,0.5,1.174e+43,2.6259,1.078,1.8489e+42,-3.4659e+41,7.6618e+41,1.6221e+42,15.345
25,1.6,2,0.6,1.4171e+43,2.7915,1.1396,2.3128e+42,-4.5558e+41,9.5707e+41,1.6351e+42,14.85
25,1.6,2,0.8,1.9204e+43,3.065,1.2351,3.2335e+42,-7.1988e+41,1.3437e+42,1.6601e+42,14.355
25,1.6,3,0.1,1.8239e+42,1.8528,0.42279,2.4598e+40,-1.4132e+40,6.7242e+40,1.0958e+42,26.73
25,1.6,3,0.3,4.768e+42,1.8858,0.72294,5.057e+41,-8.2288e+40,2.2872e+41,1.5368e+42,20.79
25,1.6,3,0.4,6.3965e+42,2.0277,0.8193,8.2879e+41,-1.2276e+41,3.3151e+41,1.6479e+42,19.305
25,1.6,3,0.5,8.107e+42,2.1545,0.89547,1.1513e+42,-1.8335e+41,4.3188e+41,1.7556e+42,18.81
25,1.6,3,0.6,9.884e+42,2.267,0.95759,1.5263e+42,-2.4817e+41,5.4146e+41,1.8095e+42,18.315
25,1.6,3,0.8,1.3615e+43,2.458,1.0538,2.2416e+42,-3.8318e+41,7.9019e+41,1.9519e+42,17.325
25,1.6,5,0.1,9.99e+41,3.5337,0.31261,-2.5084e+40,-4.1988e+39,2.9284e+40,7.4854e+41,33.66
25,1.6,5,0.3,2.7588e+42,1.6799,0.53443,1.5679e+41,-2.8258e+40,1.0696e+41,1.3228e+42,25.74
25,1.6,5,0.4,3.7644e+42,1.6882,0.61716,3.2291e+41,-4.5348e+40,1.5529e+41,1.5192e+42,24.255
25,1.6,5,0.5,4.8345e+42,1.7322,0.68471,4.9847e+41,-6.585e+40,2.0829e+41,1.7045e+42,23.265
25,1.6,5,0.6,5.9605e+42,1.7832,0.74101,7.1549e+41,-9.3128e+40,2.6268e+41,1.8487e+42,22.77
25,1.6,5,0.8,8.3538e+42,1.883,0.83014,1.174e+42,-1.5234e+41,3.8557e+41,2.1164e+42,21.78
25,1.6,7,0.1,6.6035e+41,5.1993,0.28642,-3.3887e+40,-1.6738e+39,1.6668e+40,5.4796e+41,39.105
25,1.6,7,0.3,1.8744e+42,1.8533,0.43752,3.1505e+40,-1.3431e+40,6.2968e+40,1.1138e+42,29.7
25,1.6,7,0.4,2.581e+42,1.6649,0.50535,9.0978e+40,-2.2846e+40,9.1479e+40,1.3648e+42,28.215
25,1.6,7,0.5,3.3388e+42,1.6162,0.56278,1.6482e+41,-3.1611e+40,1.2516e+41,1.6023e+42,26.73
25,1.6,7,0.6,4.1416e+42,1.6118,0.61177,2.8307e+41,-4.609e+40,1.5834e+41,1.7972e+42,26.235
25,1.6,7,0.8,5.8616e+42,1.643,0.69107,5.3304e+41,-7.2207e+40,2.3801e+41,2.18e+42,24.75
25,1.6,10,0.1,4.2044e+41,5.8302,0.28527,-3.3782e+40,-6.5755e+38,8.8245e+39,3.7712e+41,47.025
25,1.6,10,0.3,1.2189e+42,2.761,0.35774,-3.0959e+40,-5.4731e+39,3.5595e+40,8.7135e+41,34.155
25,1.6,10,0.4,1.6915e+42,2.123,0.40377,-2.1192e+40,-9.217e+39,5.2559e+40,1.116e+42,32.175
25,1.6,10,0.5,2.2025e+42,1.8365,0.44603,7.1624e+39,-1.4636e+40,7.0709e+40,1.3459e+42,31.185
25,1.6,10,0.6,2.7468e+42,1.6988,0.48396,3.56e+40,-2.0244e+40,9.1183e+40,1.5792e+42,30.195
25,1.6,10,0.8,3.9221e+42,1.5921,0.54842,1.1105e+41,-3.3253e+40,1.3717e+41,2.0369e+42,28.71
30,1.6,0.4,0.1,1.2669e+43,3.9559,1.4588,2.0652e+42,-5.5884e+41,1.2619e+42,5.3634e+41,9.405
30,1.6,0.4,0.3,2.483e+43,5.7041,1.7535,3.2622e+42,-1.5097e+42,3.1638e+42,5.6109e+41,7.425
30,1.6,0.4,0.4,3.0476e+43,6.322,1.8444,3.7431e+42,-1.9919e+42,4.1683e+42,5.7587e+41,6.93
30,1.6,0.4,0.5,3.5976e+43,6.8574,1.9185,4.1796e+42,-2.4549e+42,5.3116e+42,5.9201e+41,6.435
30,1.6,0.4,0.6,4.1277e+43,7.3347,1.9813,4.5826e+42,-2.8893e+42,6.6218e+42,6.0886e+41,5.94
30,1.6,0.4,0.8,5.1743e+43,8.1667,2.0843,5.3136e+42,-3.9442e+42,8.2358e+42,6.4357e+41,5.94
30,1.6,0.5,0.1,1.0319e+43,3.3743,1.3392,1.8102e+42,-3.7922e+41,9.3928e+41,5.807e+41,10.395
30,1.6,0.5,0.3,2.1129e+43,4.945,1.6356,3.0495e+42,-1.1576e+42,2.4047e+42,5.8414e+41,8.415
30,1.6,0.5,0.4,2.6277e+43,5.4907,1.7259,3.5593e+42,-1.5701e+42,3.1858e+42,5.9653e+41,7.92
30,1.6,0.5,0.5,3.1362e+43,5.9595,1.7994,4.0284e+42,-1.9754e+42,4.0668e+42,6.1138e+41,7.425
30,1.6,0.5,0.6,3.6364e+43,6.3747,1.8613,4.4668e+42,-2.3667e+42,5.0675e+42,6.2747e+41,6.93
30,1.6,0.5,0.8,4.6231e+43,7.094,1.9626,5.2734e+42,-3.2205e+42,6.9469e+42,6.6154e+41,6.435
30,1.6,1,0.1,5.295e+42,2.1601,0.97888,8.106e+41,-1.2448e+41,3.3224e+41,9.6795e+41,15.345
30,1.6,1,0.3,1.2342e+43,3.2734,1.2922,2.1433e+42,-4.6939e+41,1.0192e+42,8.1374e+41,11.88
30,1.6,1,0.4,1.5948e+43,3.644,1.3828,2.6953e+42,-6.9325e+41,1.379e+42,8.0303e+41,11.385
30,1.6,1,0.5,1.9605e+43,3.9504,1.4541,3.2359e+42,-9.2248e+41,1.7773e+42,7.8548e+41,10.89
30,1.6,1,0.6,2.3309e+43,4.2131,1.5129,3.7501e+42,-1.1525e+42,2.2194e+42,7.7961e+41,10.395
30,1.6,1,0.8,3.0815e+43,4.6523,1.6062,4.7232e+42,-1.6802e+42,3.088e+42,7.8717e+41,9.9
30,1.6,2,0.1,2.5648e+42,1.6944,0.6271,1.6031e+41,-3.3755e+40,1.1722e+41,1.0841e+42,21.285
30,1.6,2,0.3,6.7045e+42,2.2944,0.96489,9.5391e+41,-1.6782e+41,3.9444e+41,1.2829e+42,16.83
30,1.6,2,0.4,8.9483e+42,2.5226,1.0611,1.3955e+42,-2.5318e+41,5.6167e+41,1.3171e+42,15.84
