B,p10,Mint,Mniint,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
22.5,0.4,5,0.3,5.2338e+42,1.5654,0.47197,5.9311e+40,-4.1318e+40,1.7188e+41,3.0292e+42,24.75
22.5,0.4,5,0.4,6.3762e+42,1.571,0.53386,2.3201e+41,-6.1584e+40,2.2423e+41,3.2604e+42,23.76
22.5,0.4,5,0.5,7.5785e+42,1.5982,0.58836,4.2498e+41,-8.1983e+40,2.8413e+41,3.4693e+42,22.77
22.5,0.4,5,0.6,8.8304e+42,1.6351,0.63666,6.3002e+41,-1.0974e+41,3.4409e+41,3.6649e+42,22.275
22.5,0.4,5,0.8,1.1461e+43,1.7184,0.71851,1.1388e+42,-1.6858e+41,4.7909e+41,3.9553e+42,21.285
22.5,0.4,7,0.1,2.0556e+42,3.0296,0.221,-7.7341e+40,-5.1226e+39,4.6393e+40,1.7147e+42,33.66
22.5,0.4,7,0.3,3.4378e+42,1.7255,0.3458,-3.2596e+40,-1.7862e+40,9.9059e+40,2.3645e+42,28.71
22.5,0.4,7,0.4,4.229e+42,1.6154,0.4016,2.7836e+40,-2.6365e+40,1.3202e+41,2.6525e+42,27.225
22.5,0.4,7,0.5,5.0687e+42,1.5767,0.45163,9.1791e+40,-3.6917e+40,1.6761e+41,2.9369e+42,26.235
22.5,0.4,7,0.6,5.9504e+42,1.5677,0.49643,1.9787e+41,-5.1467e+40,2.0375e+41,3.1793e+42,25.74
22.5,0.4,7,0.8,7.819e+42,1.5856,0.57313,4.3291e+41,-8.334e+40,2.85e+41,3.6422e+42,24.75
22.5,0.4,10,0.1,1.2775e+42,7.2035,0.17702,-5.2675e+40,-1.9273e+39,2.4015e+40,1.1473e+42,41.085
22.5,0.4,10,0.3,2.1744e+42,2.8153,0.25963,-6.4699e+40,-7.2148e+39,5.4208e+40,1.7133e+42,33.66
22.5,0.4,10,0.4,2.6975e+42,2.1797,0.30216,-5.3852e+40,-1.177e+40,7.2207e+40,1.9885e+42,32.175
22.5,0.4,10,0.5,3.2576e+42,1.8817,0.34206,-4.311e+40,-1.609e+40,9.3253e+40,2.2666e+42,30.69
22.5,0.4,10,0.6,3.8494e+42,1.7309,0.37889,-2.712e+39,-2.1459e+40,1.1563e+41,2.5172e+42,29.7
22.5,0.4,10,0.8,5.1147e+42,1.6043,0.44374,5.5822e+40,-3.7009e+40,1.6246e+41,3.0461e+42,28.71
25,0.4,0.4,0.1,6.4982e+43,5.7016,1.935,8.6563e+42,-3.9118e+42,6.1023e+42,7.6629e+41,5.445
25,0.4,0.4,0.3,8.4428e+43,6.4932,2.0557,1.0225e+43,-5.8524e+42,8.3202e+42,7.9688e+41,5.445
25,0.4,0.4,0.4,9.3562e+43,6.8534,2.1058,1.0888e+43,-6.8066e+42,9.3893e+42,8.1333e+41,5.445
25,0.4,0.4,0.5,1.0254e+44,7.1905,2.1506,1.1494e+43,-7.4889e+42,1.1627e+43,8.3023e+41,4.95
25,0.4,0.4,0.6,1.1121e+44,7.5073,2.1911,1.2054e+43,-8.4081e+42,1.2785e+43,8.474e+41,4.95
25,0.4,0.4,0.8,1.2768e+44,8.0894,2.2618,1.3069e+43,-1.0164e+43,1.4978e+43,8.8221e+41,4.95
25,0.4,0.5,0.1,4.9516e+43,4.684,1.7608,7.5731e+42,-2.5236e+42,4.1402e+42,7.9341e+41,6.435
25,0.4,0.5,0.3,6.5664e+43,5.3898,1.8797,9.1132e+42,-4.0049e+42,5.835e+42,8.2089e+41,6.435
25,0.4,0.5,0.4,7.3479e+43,5.7098,1.9288,9.7805e+42,-4.5593e+42,7.294e+42,8.3633e+41,5.94
25,0.4,0.5,0.5,8.1114e+43,6.0088,1.9726,1.0398e+43,-5.3164e+42,8.2128e+42,8.5253e+41,5.94
25,0.4,0.5,0.6,8.8531e+43,6.2895,2.0122,1.0975e+43,-6.0673e+42,9.1104e+42,8.6925e+41,5.94
25,0.4,0.5,0.8,1.0283e+44,6.805,2.0815,1.2031e+43,-7.2723e+42,1.1937e+43,9.0363e+41,5.445
25,0.4,1,0.1,2.1175e+43,2.5291,1.2748,4.4507e+42,-5.6188e+41,1.2464e+42,1.2473e+42,10.395
25,0.4,1,0.3,3.0343e+43,3.0698,1.402,5.9577e+42,-1.0702e+42,2.0569e+42,1.1165e+42,9.9
25,0.4,1,0.4,3.5003e+43,3.311,1.4525,6.6303e+42,-1.4023e+42,2.4479e+42,1.0889e+42,9.9
25,0.4,1,0.5,3.9662e+43,3.5323,1.4969,7.2656e+42,-1.6533e+42,3.0016e+42,1.0748e+42,9.405
25,0.4,1,0.6,4.4329e+43,3.7364,1.5365,7.871e+42,-2.0131e+42,3.424e+42,1.0695e+42,9.405
25,0.4,1,0.8,5.3623e+43,4.1029,1.6048,9.0124e+42,-2.6283e+42,4.5253e+42,1.0755e+42,8.91
25,0.4,2,0.1,8.9601e+42,1.5658,0.83586,9.184e+41,-1.1302e+41,3.6826e+41,2.8669e+42,16.335
25,0.4,2,0.3,1.3948e+43,1.9151,0.98593,2.1863e+42,-2.8268e+41,6.771e+41,2.6985e+42,15.345
25,0.4,2,0.4,1.6609e+43,2.0869,1.0445,2.8077e+42,-3.8706e+41,8.6159e+41,2.6176e+42,14.85
25,0.4,2,0.5,1.934e+43,2.2462,1.0951,3.3269e+42,-4.9594e+41,1.0654e+42,2.6327e+42,14.355
25,0.4,2,0.6,2.2122e+43,2.3928,1.1395,3.9227e+42,-6.0518e+41,1.2891e+42,2.5655e+42,13.86
25,0.4,2,0.8,2.7828e+43,2.6522,1.2141,5.0817e+42,-8.7746e+41,1.7345e+42,2.4485e+42,13.365
25,0.4,3,0.1,5.3697e+42,1.4893,0.58896,3.9463e+40,-4.2247e+40,1.8069e+41,2.8759e+42,20.79
25,0.4,3,0.3,8.7341e+42,1.6363,0.75267,7.0719e+41,-1.1639e+41,3.6115e+41,3.1525e+42,18.81
25,0.4,3,0.4,1.058e+43,1.744,0.81701,1.1124e+42,-1.7174e+41,4.6412e+41,3.217e+42,18.315
25,0.4,3,0.5,1.2498e+43,1.8517,0.87253,1.5607e+42,-2.3214e+41,5.7767e+41,3.2365e+42,17.82
25,0.4,3,0.6,1.4478e+43,1.9548,0.92099,1.9322e+42,-2.9518e+41,7.0193e+41,3.3313e+42,17.325
25,0.4,3,0.8,1.8584e+43,2.1427,1.0018,2.8534e+42,-4.5483e+41,9.5418e+41,3.339e+42,16.83
25,0.4,5,0.1,2.7796e+42,1.7353,0.33125,-9.0764e+40,-1.0723e+40,7.4381e+40,2.0471e+42,27.225
25,0.4,5,0.3,4.7369e+42,1.5593,0.49179,9.9952e+40,-3.7689e+40,1.579e+41,2.6316e+42,24.255
25,0.4,5,0.4,5.8458e+42,1.5746,0.55712,2.3476e+41,-5.6315e+40,2.0958e+41,2.8851e+42,23.265
25,0.4,5,0.5,7.0166e+42,1.6088,0.61393,4.1445e+41,-8.1653e+40,2.6303e+41,3.0937e+42,22.77
25,0.4,5,0.6,8.2392e+42,1.6506,0.66375,6.6747e+41,-1.0927e+41,3.2142e+41,3.2292e+42,22.275
25,0.4,5,0.8,1.0818e+43,1.7402,0.74711,1.1055e+42,-1.6792e+41,4.533e+41,3.5694e+42,21.285
25,0.4,7,0.1,1.7854e+42,2.7176,0.22551,-6.4353e+40,-4.7914e+39,4.0023e+40,1.4755e+42,33.165
25,0.4,7,0.3,3.1176e+42,1.6642,0.36333,-2.4799e+40,-1.672e+40,9.1009e+40,2.0956e+42,28.215
25,0.4,7,0.4,3.8873e+42,1.586,0.42285,3.1092e+40,-2.6857e+40,1.2118e+41,2.3743e+42,27.225
25,0.4,7,0.5,4.7071e+42,1.5628,0.47537,1.2597e+41,-3.7472e+40,1.5572e+41,2.6154e+42,26.235
25,0.4,7,0.6,5.5697e+42,1.5624,0.52182,2.3093e+41,-5.1994e+40,1.91e+41,2.8479e+42,25.74
25,0.4,7,0.8,7.4037e+42,1.589,0.60021,4.7292e+41,-8.3848e+40,2.7056e+41,3.2846e+42,24.75
25,0.4,10,0.1,1.1083e+42,6.584,0.17679,-4.4933e+40,-1.781e+39,2.0921e+40,9.8991e+41,40.095
25,0.4,10,0.3,1.9747e+42,2.503,0.2718,-5.0838e+40,-7.0374e+39,4.978e+40,1.5231e+42,33.165
25,0.4,10,0.4,2.4846e+42,2.0061,0.31803,-3.9257e+40,-1.1304e+40,6.7498e+40,1.7866e+42,31.68
25,0.4,10,0.5,3.0321e+42,1.7813,0.36046,-2.0442e+40,-1.6694e+40,8.686e+40,2.0468e+42,30.69
25,0.4,10,0.6,3.6123e+42,1.6698,0.39898,-4.1189e+39,-2.2124e+40,1.0869e+41,2.3125e+42,29.7
25,0.4,10,0.8,4.8557e+42,1.5788,0.4657,8.2609e+40,-3.4555e+40,1.574e+41,2.7972e+42,28.215
30,0.4,0.4,0.1,5.1127e+43,5.7397,1.9588,6.7892e+42,-3.1421e+42,4.3393e+42,5.4228e+41,5.445
30,0.4,0.4,0.3,6.8081e+43,6.5377,2.0799,8.2069e+42,-4.7922e+42,6.2872e+42,5.7586e+41,5.445
30,0.4,0.4,0.4,7.6239e+43,6.9114,2.1311,8.8103e+42,-5.4207e+42,8.0686e+42,5.9331e+41,4.95
30,0.4,0.4,0.5,8.4257e+43,7.2637,2.1771,9.3642e+42,-6.2481e+42,9.152e+42,6.1101e+41,4.95
30,0.4,0.4,0.6,9.2049e+43,7.5962,2.2187,9.8781e+42,-7.0613e+42,1.0211e+43,6.2886e+41,4.95
30,0.4,0.4,0.8,1.0695e+44,8.2089,2.2915,1.0812e+43,-8.6284e+42,1.2234e+43,6.6475e+41,4.95
30,0.4,0.5,0.1,3.8873e+43,4.7121,1.782,5.9388e+42,-2.0288e+42,2.967e+42,5.6266e+41,6.435
30,0.4,0.5,0.3,5.3113e+43,5.433,1.9021,7.339e+42,-3.3018e+42,4.4802e+42,5.9458e+41,6.435
30,0.4,0.5,0.4,6.0137e+43,5.768,1.9524,7.9514e+42,-3.8057e+42,5.7372e+42,6.1142e+41,5.94
30,0.4,0.5,0.5,6.7038e+43,6.0825,1.9974,8.5207e+42,-4.4783e+42,6.5828e+42,6.2874e+41,5.94
30,0.4,0.5,0.6,7.3785e+43,6.3783,2.0381,9.0543e+42,-5.1506e+42,7.4154e+42,6.4638e+41,5.94
30,0.4,0.5,0.8,8.6875e+43,6.9221,2.1094,1.0036e+43,-6.2583e+42,9.945e+42,6.8221e+41,5.445
30,0.4,1,0.1,1.6597e+43,2.5496,1.2927,3.514e+42,-4.5654e+41,9.1553e+41,8.9838e+41,10.395
30,0.4,1,0.3,2.4926e+43,3.1366,1.4261,4.8692e+42,-9.1525e+41,1.6507e+42,8.1928e+41,9.9
30,0.4,1,0.4,2.9235e+43,3.3974,1.4788,5.488e+42,-1.2199e+42,2.0181e+42,8.0582e+41,9.9
30,0.4,1,0.5,3.3565e+43,3.6346,1.5248,6.078e+42,-1.4571e+42,2.5243e+42,8.0175e+41,9.405
30,0.4,1,0.6,3.7935e+43,3.8516,1.5657,6.6445e+42,-1.7919e+42,2.9261e+42,8.0396e+41,9.405
30,0.4,1,0.8,4.6679e+43,4.2371,1.6357,7.7207e+42,-2.3747e+42,3.9572e+42,8.2001e+41,8.91
30,0.4,2,0.1,7.0412e+42,1.5801,0.85378,7.9258e+41,-8.6952e+40,2.8512e+41,2.1302e+42,15.84
30,0.4,2,0.3,1.1667e+43,1.9866,1.0169,1.8602e+42,-2.5462e+41,5.6156e+41,2.0893e+42,15.345
30,0.4,2,0.4,1.4175e+43,2.1775,1.0792,2.4217e+42,-3.5503e+41,7.3454e+41,2.0395e+42,14.85
30,0.4,2,0.5,1.6764e+43,2.3502,1.1323,2.9763e+42,-4.6051e+41,9.2664e+41,1.9937e+42,14.355
30,0.4,2,0.6,1.9415e+43,2.506,1.1782,3.5237e+42,-5.6693e+41,1.1384e+42,1.952e+42,13.86
30,0.4,2,0.8,2.4883e+43,2.7755,1.2543,4.5972e+42,-8.3142e+41,1.5652e+42,1.8805e+42,13.365
30,0.4,3,0.1,4.2266e+42,1.4879,0.60731,4.5769e+40,-3.3669e+40,1.4015e+41,2.2029e+42,20.295
30,0.4,3,0.3,7.3729e+42,1.6826,0.78812,6.9735e+41,-1.0862e+41,3.0363e+41,2.4326e+42,18.81
30,0.4,3,0.4,9.1254e+42,1.8076,0.857,1.1041e+42,-1.6248e+41,4.0116e+41,2.471e+42,18.315
30,0.4,3,0.5,1.0959e+43,1.9272,0.91536,1.4617e+42,-2.2159e+41,5.0931e+41,2.5597e+42,17.82
30,0.4,3,0.6,1.2859e+43,2.0381,0.9655,1.8905e+42,-2.8353e+41,6.2814e+41,2.5779e+42,17.325
30,0.4,3,0.8,1.682e+43,2.2343,1.0475,2.7647e+42,-4.4009e+41,8.7172e+41,2.5992e+42,16.83
30,0.4,5,0.1,2.1898e+42,1.6819,0.34743,-6.3091e+40,-9.2489e+39,5.7747e+40,1.5742e+42,26.73
30,0.4,5,0.3,4.0344e+42,1.5565,0.52962,1.1902e+41,-3.6986e+40,1.3435e+41,2.1107e+42,24.255
30,0.4,5,0.4,5.0952e+42,1.5868,0.60034,2.8581e+41,-5.5538e+40,1.8341e+41,2.3102e+42,23.265
30,0.4,5,0.5,6.2209e+42,1.6311,0.6604,4.7348e+41,-8.0575e+40,2.3472e+41,2.4916e+42,22.77
30,0.4,5,0.6,7.4026e+42,1.68,0.71205,6.7392e+41,-9.9387e+40,2.9783e+41,2.6625e+42,21.78
30,0.4,5,0.8,9.9044e+42,1.7779,0.79658,1.1661e+42,-1.6622e+41,4.1871e+41,2.9192e+42,21.285
30,0.4,7,0.1,1.406e+42,2.3024,0.23644,-4.8596e+40,-4.1063e+39,3.1521e+40,1.1417e+42,32.175
30,0.4,7,0.3,2.6666e+42,1.5975,0.39723,-1.4641e+38,-1.7121e+40,7.7854e+40,1.704e+42,28.215
30,0.4,7,0.4,3.4053e+42,1.5565,0.46243,7.247e+40,-2.5021e+40,1.0865e+41,1.9464e+42,26.73
30,0.4,7,0.5,4.1964e+42,1.5511,0.51837,1.3625e+41,-3.7938e+40,1.3975e+41,2.2014e+42,26.235
30,0.4,7,0.6,5.0321e+42,1.5608,0.5668,2.3887e+41,-4.8139e+40,1.7738e+41,2.4206e+42,25.245
30,0.4,7,0.8,6.8174e+42,1.5979,0.64664,4.8318e+41,-7.7443e+40,2.5645e+41,2.828e+42,24.255
30,0.4,10,0.1,8.7163e+41,5.4391,0.17977,-3.1905e+40,-1.4498e+39,1.6827e+40,7.6671e+41,38.115
30,0.4,10,0.3,1.6945e+42,2.1293,0.2964,-4.0901e+40,-6.9953e+39,4.3407e+40,1.2655e+42,32.67
30,0.4,10,0.4,2.1851e+42,1.8113,0.3481,-2.6144e+40,-1.0984e+40,6.0611e+40,1.5104e+42,31.185
30,0.4,10,0.5,2.7148e+42,1.6723,0.3939,-1.0251e+40,-1.5998e+40,7.9593e+40,1.7597e+42,30.195
30,0.4,10,0.6,3.2781e+42,1.6048,0.43447,2.727e+40,-2.0968e+40,1.0108e+41,1.9915e+42,29.205
30,0.4,10,0.8,4.4912e+42,1.5524,0.503,9.5355e+40,-3.543e+40,1.4672e+41,2.4726e+42,28.215
35,0.4,0.4,0.1,4.152e+43,5.7552,1.9744,5.5113e+42,-2.5821e+42,3.2572e+42,4.0687e+41,5.445
35,0.4,0.4,0.3,5.6758e+43,6.5604,2.0953,6.8231e+42,-4.031e+42,5.0519e+42,4.4227e+41,5.445
35,0.4,0.4,0.4,6.4177e+43,6.9486,2.1474,7.3848e+42,-4.6061e+42,6.6238e+42,4.6032e+41,4.95
35,0.4,0.4,0.5,7.1529e+43,7.3166,2.1943,7.9019e+42,-5.3536e+42,7.6447e+42,4.7851e+41,4.95
35,0.4,0.4,0.6,7.8713e+43,7.6647,2.2369,8.3828e+42,-6.0934e+42,8.6487e+42,4.9677e+41,4.95
35,0.4,0.4,0.8,9.2536e+43,8.307,2.3114,9.2589e+42,-7.53e+42,1.0581e+43,5.3331e+41,4.95
35,0.4,0.5,0.1,3.1565e+43,4.723,1.7962,4.8228e+42,-1.5738e+42,2.4541e+42,4.2318e+41,5.94
35,0.4,0.5,0.3,4.4487e+43,5.4618,1.917,6.1259e+42,-2.7982e+42,3.6566e+42,4.5779e+41,6.435
35,0.4,0.5,0.4,5.093e+43,5.8129,1.9683,6.7001e+42,-3.2626e+42,4.7869e+42,4.7548e+41,5.94
35,0.4,0.5,0.5,5.7327e+43,6.1433,2.0144,7.2356e+42,-3.8767e+42,5.5913e+42,4.9347e+41,5.94
35,0.4,0.5,0.6,6.3616e+43,6.4541,2.0561,7.7391e+42,-4.4949e+42,6.3877e+42,5.1167e+41,5.94
35,0.4,0.5,0.8,7.5818e+43,7.0245,2.1291,8.6683e+42,-5.529e+42,8.7324e+42,5.4837e+41,5.445
35,0.4,1,0.1,1.3504e+43,2.5652,1.3065,2.8727e+42,-3.7933e+41,7.122e+41,6.8362e+41,10.395
35,0.4,1,0.3,2.1262e+43,3.2007,1.4456,4.126e+42,-8.0312e+41,1.4019e+42,6.3796e+41,9.9
35,0.4,1,0.4,2.5336e+43,3.4798,1.5001,4.7085e+42,-1.0889e+42,1.7555e+42,6.3355e+41,9.9
35,0.4,1,0.5,2.9438e+43,3.7308,1.5475,5.268e+42,-1.3959e+42,2.1152e+42,6.3593e+41,9.9
35,0.4,1,0.6,3.3604e+43,3.9582,1.5893,5.808e+42,-1.6333e+42,2.6221e+42,6.4288e+41,9.405
35,0.4,1,0.8,4.1967e+43,4.3578,1.6604,6.8401e+42,-2.1926e+42,3.6104e+42,6.6531e+41,8.91
35,0.4,2,0.1,5.7605e+42,1.5957,0.86957,6.9574e+41,-7.4281e+40,2.2656e+41,1.657e+42,15.84
35,0.4,2,0.3,1.0143e+43,2.0562,1.0448,1.6858e+42,-2.3391e+41,4.9053e+41,1.6448e+42,15.345
35,0.4,2,0.4,1.2547e+43,2.2622,1.1099,2.2084e+42,-3.3143e+41,6.5644e+41,1.6146e+42,14.85
35,0.4,2,0.5,1.504e+43,2.4442,1.1646,2.7275e+42,-4.344e+41,8.4137e+41,1.5871e+42,14.355
35,0.4,2,0.6,1.7602e+43,2.6055,1.2113,3.2424e+42,-5.3867e+41,1.0457e+42,1.5625e+42,13.86
35,0.4,2,0.8,2.2908e+43,2.8796,1.2876,4.2585e+42,-7.9757e+41,1.4612e+42,1.5213e+42,13.365
35,0.4,3,0.1,3.4677e+42,1.4893,0.62445,7.2655e+40,-2.9707e+40,1.1233e+41,1.7368e+42,20.295
35,0.4,3,0.3,6.4677e+42,1.7287,0.82068,6.9903e+41,-1.0254e+41,2.6814e+41,1.9497e+42,18.81
35,0.4,3,0.4,8.1577e+42,1.8666,0.89287,1.0365e+42,-1.5532e+41,3.6232e+41,2.0411e+42,18.315
35,0.4,3,0.5,9.9333e+42,1.9939,0.95291,1.439e+42,-2.1347e+41,4.6715e+41,2.0705e+42,17.82
35,0.4,3,0.6,1.178e+43,2.1094,1.0037,1.8514e+42,-2.7457e+41,5.8263e+41,2.0922e+42,17.325
35,0.4,3,0.8,1.5644e+43,2.309,1.0855,2.6248e+42,-4.2891e+41,8.2091e+41,2.1918e+42,16.83
35,0.4,5,0.1,1.8005e+42,1.6487,0.36367,-4.9356e+40,-8.7225e+39,4.6597e+40,1.2678e+42,26.73
35,0.4,5,0.3,3.5695e+42,1.5603,0.56461,1.5074e+41,-3.3193e+40,1.2232e+41,1.749e+42,23.76
35,0.4,5,0.4,4.598e+42,1.6012,0.63901,3.1842e+41,-5.465e+40,1.6721e+41,1.933e+42,23.265
35,0.4,5,0.5,5.6942e+42,1.6524,0.70084,5.0714e+41,-7.3108e+40,2.2217e+41,2.1006e+42,22.275
35,0.4,5,0.6,6.8482e+42,1.7056,0.75313,7.0886e+41,-9.8301e+40,2.7861e+41,2.2589e+42,21.78
35,0.4,5,0.8,9.2986e+42,1.8082,0.83717,1.1998e+42,-1.6458e+41,3.9731e+41,2.4973e+42,21.285
35,0.4,7,0.1,1.1565e+42,2.0626,0.24872,-3.7084e+40,-3.448e+39,2.6313e+40,9.214e+41,31.185
35,0.4,7,0.3,2.3693e+42,1.5659,0.42865,1.6976e+40,-1.5823e+40,7.0979e+40,1.4459e+42,27.72
35,0.4,7,0.4,3.0872e+42,1.5443,0.49759,7.2176e+40,-2.5184e+40,9.9477e+40,1.6928e+42,26.73
35,0.4,7,0.5,3.8589e+42,1.5485,0.5554,1.633e+41,-3.4894e+40,1.324e+41,1.909e+42,25.74
35,0.4,7,0.6,4.677e+42,1.5637,0.60458,2.6744e+41,-4.8278e+40,1.6658e+41,2.1165e+42,25.245
35,0.4,7,0.8,6.4295e+42,1.6065,0.68421,4.9924e+41,-7.7515e+40,2.4421e+41,2.5186e+42,24.255
35,0.4,10,0.1,7.1671e+41,4.5411,0.18563,-2.5483e+40,-1.3529e+39,1.3986e+40,6.2232e+41,37.125
35,0.4,10,0.3,1.5102e+42,1.936,0.31974,-2.5771e+40,-6.714e+39,3.9593e+40,1.0878e+42,32.175
35,0.4,10,0.4,1.9879e+42,1.7156,0.37491,-2.3244e+40,-1.0381e+40,5.6576e+40,1.3348e+42,30.69
35,0.4,10,0.5,2.5058e+42,1.62,0.42253,7.4429e+39,-1.6387e+40,7.4185e+40,1.5601e+42,30.195
35,0.4,10,0.6,3.058e+42,1.5741,0.46397,2.2075e+40,-2.1397e+40,9.5209e+40,1.8066e+42,29.205
35,0.4,10,0.8,4.2505e+42,1.5405,0.53275,1.0211e+41,-3.5868e+40,1.4009e+41,2.2609e+42,28.215
0.5,0.6,0.4,0.1,9.1013e+42,12.219,0.21187,-2.714e+41,-3.3775e+40,3.9892e+41,7.895e+42,22.77
0.5,0.6,0.4,0.3,1.5179e+43,6.0332,0.25705,5.521e+41,-4.386e+41,1.9218e+42,8.1023e+42,7.92
0.5,0.6,0.4,0.4,1.9435e+43,6.5575,0.33579,9.575e+41,-7.8006e+41,2.8081e+42,8.1374e+42,6.93
0.5,0.6,0.4,0.5,2.3824e+43,7.5291,0.4158,1.3416e+42,-1.1532e+42,3.6947e+42,8.1611e+42,6.435
0.5,0.6,0.4,0.6,2.8266e+43,8.335,0.49199,1.6982e+42,-1.567e+42,4.3477e+42,8.1862e+42,6.435
0.5,0.6,0.4,0.8,3.7158e+43,9.5342,0.62971,2.3767e+42,-2.3756e+42,6.1451e+42,8.2101e+42,5.94
0.5,0.6,0.5,0.1,8.8176e+42,10.678,0.22969,-3.8661e+41,-2.3019e+40,3.1253e+41,7.834e+42,28.215
0.5,0.6,0.5,0.3,1.3966e+43,6.3862,0.24108,4.1938e+41,-3.5105e+41,1.494e+42,8.1261e+42,9.405
0.5,0.6,0.5,0.4,1.7984e+43,5.8803,0.31559,8.6394e+41,-6.6132e+41,2.1465e+42,8.1621e+42,8.415
0.5,0.6,0.5,0.5,2.2133e+43,6.5607,0.39481,1.2892e+42,-9.7387e+41,2.9986e+42,8.1865e+42,7.425
0.5,0.6,0.5,0.6,2.6371e+43,7.2161,0.47137,1.6881e+42,-1.351e+42,3.5512e+42,8.2125e+42,7.425
0.5,0.6,0.5,0.8,3.4946e+43,8.2016,0.61079,2.4384e+42,-2.0518e+42,5.4332e+42,8.2531e+42,6.435
0.5,0.6,1,0.1,8.1599e+42,5.1212,0.31924,-8.8888e+41,-1.1219e+40,1.6212e+41,7.5103e+42,50.49
0.5,0.6,1,0.3,1.0015e+43,12.976,0.20645,-3.0029e+41,-1.3976e+41,7.3191e+41,8.1271e+42,13.86
0.5,0.6,1,0.4,1.3e+43,7.4254,0.23936,1.7212e+41,-3.1857e+41,1.0648e+42,8.2054e+42,12.375
0.5,0.6,1,0.5,1.6174e+43,5.349,0.29978,6.6025e+41,-5.0896e+41,1.4409e+42,8.2466e+42,11.385
0.5,0.6,1,0.6,1.9475e+43,5.1275,0.36741,1.1292e+42,-7.2408e+41,1.813e+42,8.2899e+42,10.89
0.5,0.6,1,0.8,2.6306e+43,5.4703,0.49902,2.0532e+42,-1.1639e+42,2.6951e+42,8.3498e+42,9.9
0.5,0.6,2,0.1,7.5149e+42,2.2427,0.45911,-9.8418e+41,-6.8059e+39,9.2901e+40,6.2431e+42,81.18
0.5,0.6,2,0.3,7.758e+42,7.4357,0.27111,-6.834e+41,-8.1452e+39,1.0996e+41,7.182e+42,70.29
0.5,0.6,2,0.4,8.3536e+42,11.287,0.23109,-4.8488e+41,-1.0743e+41,4.6183e+41,7.5375e+42,18.315
0.5,0.6,2,0.5,1.0433e+43,10.058,0.23121,-1.3828e+41,-1.977e+41,6.2825e+41,7.724e+42,16.83
0.5,0.6,2,0.6,1.2639e+43,6.7753,0.26091,2.4746e+41,-2.9452e+41,8.0911e+41,7.857e+42,15.84
0.5,0.6,2,0.8,1.7315e+43,4.4275,0.35524,1.011e+42,-5.2646e+41,1.1825e+42,8.1023e+42,14.85
0.5,0.6,3,0.1,7.0443e+42,1.7279,0.5509,-3.4308e+41,0.0,7.105e+40,4.5036e+42,99.495
0.5,0.6,3,0.3,7.3237e+42,3.7742,0.35036,-2.3383e+41,0.0,7.9913e+40,5.6366e+42,91.575
0.5,0.6,3,0.4,7.4138e+42,6.3275,0.28796,-1.9217e+41,-6.1009e+39,8.4315e+40,6.1392e+42,87.615
0.5,0.6,3,0.5,7.6534e+42,8.8784,0.2533,-5.6299e+41,-9.2081e+40,3.6366e+41,7.0292e+42,21.285
0.5,0.6,3,0.6,9.2775e+42,8.9522,0.24652,-4.2392e+41,-1.4619e+41,4.743e+41,7.3926e+42,19.8
0.5,0.6,3,0.8,1.277e+43,5.3107,0.29184,3.5893e+41,-2.7659e+41,7.0622e+41,7.5826e+42,18.315
0.5,0.6,5,0.1,5.5639e+42,1.6724,0.64592,5.7224e+40,0.0,5.6153e+40,2.6354e+42,99.495
0.5,0.6,5,0.3,6.3244e+42,2.4276,0.44464,-3.3865e+40,0.0,6.3672e+40,3.83e+42,99.495
0.5,0.6,5,0.4,6.5452e+42,3.4007,0.37419,5.2862e+39,0.0,6.5794e+40,4.284e+42,99.495
0.5,0.6,5,0.5,6.7118e+42,4.8742,0.3222,-1.3636e+41,0.0,6.7354e+40,4.8976e+42,99.495
0.5,0.6,5,0.6,6.8416e+42,6.4717,0.28841,-3.236e+41,0.0,6.853e+40,5.5421e+42,99.495
0.5,0.6,5,0.8,8.2123e+42,7.0392,0.27128,-2.7551e+41,-9.9094e+40,3.493e+41,6.3792e+42,23.76
0.5,0.6,7,0.1,4.2134e+42,1.7365,0.68967,1.2517e+41,0.0,4.2532e+40,1.7498e+42,99.495
0.5,0.6,7,0.3,5.0853e+42,2.1765,0.49073,-2.8591e+40,0.0,5.124e+40,2.8279e+42,99.495
0.5,0.6,7,0.4,5.3728e+42,2.7805,0.41937,-7.6466e+40,0.0,5.4078e+40,3.3016e+42,99.495
0.5,0.6,7,0.5,5.6064e+42,3.7387,0.36407,-1.0053e+41,0.0,5.6365e+40,3.7378e+42,99.495
0.5,0.6,7,0.6,5.8016e+42,4.9853,0.32364,-2.3769e+41,0.0,5.8254e+40,4.2774e+42,99.495
0.5,0.6,7,0.8,6.1118e+42,6.8707,0.28347,-3.0695e+41,0.0,6.1204e+40,5.1322e+42,99.495
0.5,0.6,10,0.1,2.9004e+42,1.8068,0.72231,1.2255e+41,0.0,2.9281e+40,1.0945e+42,99.495
0.5,0.6,10,0.3,3.7135e+42,2.0265,0.53007,-9.7565e+39,0.0,3.7436e+40,1.9385e+42,99.495
0.5,0.6,10,0.4,4.0002e+42,2.3916,0.46019,-8.5766e+40,0.0,4.0294e+40,2.3563e+42,99.495
0.5,0.6,10,0.5,4.2409e+42,2.9957,0.40459,-1.6003e+41,0.0,4.2682e+40,2.7667e+42,99.495
