Mni,M,Rp,Esn,pcsm,mcsm,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
0.1,0.3,1,1e+50,-6.0,0.01,1.5999e+43,11.796,2.398,1.1498e+42,-1.3364e+42,9.5594e+41,1.9929e+41,3.97
0.5,0.3,1,1e+50,-6.0,0.01,3.4204e+43,11.362,2.5465,2.5637e+42,-2.9365e+42,3.8193e+42,2.7577e+41,3.97
0.1,1,6,3e+50,-7.0,0.1,2.9732e+43,3.5168,1.4618,5.0971e+42,-1.7576e+42,1.2714e+42,1.2236e+42,13.375
0.3,1,6,3e+50,-7.0,0.1,2.9732e+43,8.1329,2.2891,3.1372e+42,-1.7576e+42,1.2714e+42,2.9662e+40,13.375
0.8,1,6,3e+50,-7.0,0.1,5.0693e+43,4.2709,1.5993,8.155e+42,-2.8174e+42,3.4347e+42,1.3921e+42,10.405
0.1,1,8,3e+50,-7.0,0.1,5.0693e+43,9.727,2.4625,4.6885e+42,-2.8174e+42,3.4347e+42,9.8992e+40,10.405
0.5,1,8,3e+50,-7.0,0.1,3.754e+43,3.7679,1.3308,5.6145e+42,-1.4737e+42,3.2496e+42,2.5498e+42,7.93
0.8,1,8,3e+50,-7.0,0.1,3.754e+43,8.3197,2.1122,3.9185e+42,-1.4737e+42,3.2496e+42,1.9136e+41,7.93
0.1,1,10,3e+50,-7.0,0.1,3.754e+43,13.073,2.6792,2.706e+42,-1.4737e+42,3.2496e+42,3.5423e+40,7.93
0.5,1,10,3e+50,-7.0,0.1,2.981e+43,3.3303,1.1085,4.175e+42,-1.0711e+42,2.0956e+42,3.8381e+42,8.92
0.8,1,10,3e+50,-7.0,0.1,2.981e+43,7.1125,1.8038,3.4569e+42,-1.0711e+42,2.0956e+42,6.4383e+41,8.92
0.1,2,10,3e+50,-7.0,0.1,2.981e+43,11.116,2.3176,2.613e+42,-1.0711e+42,2.0956e+42,1.2207e+41,8.92
0.3,2,10,3e+50,-7.0,0.1,2.981e+43,15.185,2.7371,2.0311e+42,-1.0711e+42,2.0956e+42,2.03e+40,8.92
0.8,2,10,3e+50,-7.0,0.1,2.4013e+43,2.903,1.1155,3.8489e+42,-8.2439e+41,1.4329e+42,2.913e+42,12.88
0.1,0.5,3,1e+51,-7.0,0.1,2.4013e+43,6.4175,1.8654,3.1208e+42,-8.2439e+41,1.4329e+42,2.6218e+41,12.88
0.5,0.5,3,1e+51,-7.0,0.1,1.8287e+44,3.2965,1.7386,3.4019e+43,-5.3475e+42,6.4682e+42,3.8981e+41,4.465
0.1,1,6,1e+51,-7.0,0.1,1.2714e+44,5.0487,1.6782,1.7964e+43,-7.6154e+42,8.6004e+42,2.0208e+42,7.435
0.3,1,6,1e+51,-7.0,0.1,1.2714e+44,11.206,2.5713,9.9687e+42,-7.6154e+42,8.6004e+42,3.0432e+40,7.435
0.8,1,6,1e+51,-7.0,0.1,1.4792e+44,5.0132,1.6985,2.1022e+43,-8.6463e+42,1.1119e+43,2.1893e+42,7.435
0.1,1,8,1e+51,-7.0,0.1,1.4792e+44,11.188,2.5901,1.1484e+43,-8.6463e+42,1.1119e+43,1.5865e+41,7.435
0.5,1,8,1e+51,-7.0,0.1,9.9722e+43,3.6222,1.3109,1.4668e+43,-3.2327e+42,9.6962e+42,7.1207e+42,4.465
0.8,1,8,1e+51,-7.0,0.1,9.9722e+43,8.0199,2.0931,1.0491e+43,-3.2327e+42,9.6962e+42,4.5383e+41,4.465
0.1,2,8,1e+51,-7.0,0.1,9.9722e+43,12.628,2.6582,7.2464e+42,-3.2327e+42,9.6962e+42,5.0481e+40,4.465
0.3,2,8,1e+51,-7.0,0.1,9.9722e+43,17.284,3.1227,5.4645e+42,-3.2327e+42,9.6962e+42,8.2548e+39,4.465
0.8,2,8,1e+51,-7.0,0.1,5.9208e+43,2.9636,1.197,8.9495e+42,-1.3591e+42,5.3692e+42,6.3034e+42,5.95
0.1,2,10,1e+51,-7.0,0.1,5.9208e+43,6.6935,1.9117,6.998e+42,-1.3591e+42,5.3692e+42,7.9704e+41,5.95
0.3,2,10,1e+51,-7.0,0.1,5.9208e+43,10.623,2.4431,4.996e+42,-1.3591e+42,5.3692e+42,2.0426e+41,5.95
0.5,2,10,1e+51,-7.0,0.1,5.9208e+43,14.605,2.8788,3.8653e+42,-1.3591e+42,5.3692e+42,3.5111e+40,5.95
0.1,3,10,1e+51,-7.0,0.1,2.6806e+43,2.5027,0.79283,2.4213e+42,-6.7975e+41,2.5302e+42,6.7255e+42,4.465
0.3,3,10,1e+51,-7.0,0.1,2.6806e+43,4.6179,1.4289,3.5467e+42,-6.7975e+41,2.5302e+42,1.1887e+42,4.465
0.5,3,10,1e+51,-7.0,0.1,2.6806e+43,7.2004,1.8841,2.9622e+42,-6.7975e+41,2.5302e+42,1.9859e+41,4.465
0.8,3,10,1e+51,-7.0,0.1,2.6806e+43,9.8969,2.2502,2.3348e+42,-6.7975e+41,2.5302e+42,3.6052e+40,4.465
0.3,0.5,3,2e+51,-7.0,0.1,4.3672e+44,4.613,2.0853,6.508e+43,-1.1647e+43,1.305e+43,7.7743e+40,3.97
0.8,0.5,3,2e+51,-7.0,0.1,4.5576e+44,4.7047,2.0909,6.6961e+43,-1.3625e+43,1.4455e+43,1.7472e+41,4.465
0.1,1,6,2e+51,-7.0,0.1,4.5576e+44,11.038,3.1182,3.3524e+43,-1.3625e+43,1.4455e+43,4.697e+40,4.465
0.5,1,6,2e+51,-7.0,0.1,2.8936e+44,5.6497,1.7698,3.7907e+43,-1.6899e+43,2.3353e+43,3.3223e+42,5.455
0.8,1,6,2e+51,-7.0,0.1,2.8936e+44,12.439,2.6904,2.0557e+43,-1.6899e+43,2.3353e+43,7.4722e+40,5.455
0.1,2,6,2e+51,-7.0,0.1,2.8936e+44,19.356,3.3687,1.3727e+43,-1.6899e+43,2.3353e+43,2.7669e+40,5.455
0.3,2,6,2e+51,-7.0,0.1,2.8936e+44,26.302,3.9317,1.0309e+43,-1.6899e+43,2.3353e+43,7.0292e+39,5.455
0.8,2,6,2e+51,-7.0,0.1,1.6099e+44,4.7753,1.5506,2.1658e+43,-8.7717e+42,1.1931e+43,5.5849e+42,6.94
0.1,2,8,2e+51,-7.0,0.1,1.6099e+44,10.527,2.3975,1.3339e+43,-8.7717e+42,1.1931e+43,3.3371e+41,6.94
0.3,2,8,2e+51,-7.0,0.1,1.6099e+44,16.433,3.019,9.08e+42,-8.7717e+42,1.1931e+43,3.6135e+40,6.94
0.5,2,8,2e+51,-7.0,0.1,1.6099e+44,22.375,3.5328,6.8323e+42,-8.7717e+42,1.1931e+43,4.8837e+39,6.94
0.1,0.5,3,3e+51,-7.0,0.1,7.4532e+44,5.7628,2.3075,9.5449e+43,-3.0659e+43,2.0664e+43,3.3844e+40,3.97
0.5,0.5,3,3e+51,-7.0,0.1,7.5706e+44,5.7667,2.3046,9.7153e+43,-3.1228e+43,2.2832e+43,1.1412e+41,3.97
0.1,1,3,3e+51,-7.0,0.1,3.5965e+44,4.2859,1.9355,5.3488e+43,-9.5464e+42,9.9765e+42,4.5556e+42,3.97
0.3,1,3,3e+51,-7.0,0.1,3.5965e+44,10.151,2.9107,2.9007e+43,-9.5464e+42,9.9765e+42,2.0869e+40,3.97
0.8,1,3,3e+51,-7.0,0.1,3.704e+44,4.2254,1.9252,5.6546e+43,-9.3707e+42,1.0606e+43,4.7241e+42,4.465
0.1,1,6,3e+51,-7.0,0.1,3.704e+44,10.033,2.8974,3.0588e+43,-9.3707e+42,1.0606e+43,5.0967e+40,4.465
0.5,1,6,3e+51,-7.0,0.1,4.5178e+44,6.1009,1.8193,5.5971e+43,-2.6471e+43,3.8491e+43,4.5461e+42,4.465
0.8,1,6,3e+51,-7.0,0.1,4.5178e+44,13.337,2.7561,3.0193e+43,-2.6471e+43,3.8491e+43,8.2268e+40,4.465
0.1,2,6,3e+51,-7.0,0.1,4.5178e+44,20.697,3.4475,2.0156e+43,-2.6471e+43,3.8491e+43,2.7716e+40,4.465
0.3,2,6,3e+51,-7.0,0.1,4.5178e+44,28.085,4.0217,1.5131e+43,-2.6471e+43,3.8491e+43,7.0287e+39,4.465
0.8,2,6,3e+51,-7.0,0.1,2.4665e+44,5.2711,1.6115,3.0318e+43,-1.3428e+43,2.0574e+43,8.8413e+42,5.455
0.1,2,8,3e+51,-7.0,0.1,2.4665e+44,11.506,2.4762,1.9296e+43,-1.3428e+43,2.0574e+43,3.5464e+41,5.455
0.3,2,8,3e+51,-7.0,0.1,2.4665e+44,17.89,3.1128,1.3052e+43,-1.3428e+43,2.0574e+43,4.9201e+40,5.455
0.5,2,8,3e+51,-7.0,0.1,2.4665e+44,24.308,3.6397,9.8205e+42,-1.3428e+43,2.0574e+43,5.6394e+39,5.455
0.1,3,8,3e+51,-7.0,0.1,1.2096e+44,3.7577,1.1417,1.3312e+43,-4.7628e+42,1.0988e+43,1.4314e+43,3.97
0.3,3,8,3e+51,-7.0,0.1,1.2096e+44,7.6997,1.8835,1.2985e+43,-4.7628e+42,1.0988e+43,9.1265e+41,3.97
0.5,3,8,3e+51,-7.0,0.1,1.2096e+44,11.965,2.4115,9.2038e+42,-4.7628e+42,1.0988e+43,6.241e+40,3.97
0.8,3,8,3e+51,-7.0,0.1,1.2096e+44,16.299,2.8432,6.941e+42,-4.7628e+42,1.0988e+43,8.9706e+39,3.97
0.3,1,3,1e+52,-7.0,0.1,1.8286e+45,8.2158,2.5774,1.8909e+44,-1.5322e+44,5.0498e+43,5.3962e+41,3.97
0.5,1,3,1e+52,-7.0,0.1,1.8286e+45,18.198,3.7752,9.4791e+43,-1.5322e+44,5.0498e+43,3.2797e+40,3.97
0.1,2,6,1e+52,-7.0,0.1,9.1659e+44,6.775,1.795,1.0776e+44,-5.3413e+43,7.5037e+43,1.1168e+43,2.98
0.3,2,6,1e+52,-7.0,0.1,9.1659e+44,14.502,2.7253,5.9386e+43,-5.3413e+43,7.5037e+43,8.724e+40,2.98
0.5,2,6,1e+52,-7.0,0.1,9.1659e+44,22.368,3.4106,3.9638e+43,-5.3413e+43,7.5037e+43,1.122e+40,2.98
0.1,3,6,1e+52,-7.0,0.1,6.482e+44,6.6502,1.6666,6.5041e+43,-3.7991e+43,5.7585e+43,2.582e+43,3.475
0.3,3,6,1e+52,-7.0,0.1,6.482e+44,14.056,2.5571,4.5235e+43,-3.7991e+43,5.7585e+43,2.1074e+41,3.475
0.5,3,6,1e+52,-7.0,0.1,6.482e+44,21.625,3.2093,3.0286e+43,-3.7991e+43,5.7585e+43,1.2315e+40,3.475
0.8,3,6,1e+52,-7.0,0.1,6.482e+44,29.23,3.7498,2.2718e+43,-3.7991e+43,5.7585e+43,5.8412e+39,3.475
0.1,2,3,1e+51,-6.0,0.25,7.2241e+43,2.4009,0.89236,7.9854e+42,-2.2089e+42,4.39e+42,1.5263e+43,10.9
0.3,2,3,1e+51,-6.0,0.25,7.2241e+43,4.8408,1.5637,9.865e+42,-2.2089e+42,4.39e+42,2.0057e+42,10.9
0.5,2,3,1e+51,-6.0,0.25,7.2241e+43,7.6774,2.0397,7.646e+42,-2.2089e+42,4.39e+42,2.7171e+41,10.9
0.1,3,3,1e+51,-6.0,0.25,5.0433e+43,2.3312,0.83189,5.0342e+42,-1.5616e+42,2.6726e+42,1.2279e+43,12.88
0.3,3,3,1e+51,-6.0,0.25,5.0433e+43,4.5385,1.4896,7.0824e+42,-1.5616e+42,2.6726e+42,1.7953e+42,12.88
0.5,3,3,1e+51,-6.0,0.25,5.0433e+43,7.1784,1.9547,5.6778e+42,-1.5616e+42,2.6726e+42,2.443e+41,12.88
0.8,3,3,1e+51,-6.0,0.25,5.0433e+43,9.9177,2.3292,4.4052e+42,-1.5616e+42,2.6726e+42,3.6624e+40,12.88
0.1,3,6,1e+51,-6.0,0.25,5.0433e+43,12.716,2.6192,3.4616e+42,-1.5616e+42,2.6726e+42,1.3022e+41,12.88
0.3,3,6,1e+51,-6.0,0.25,5.0433e+43,15.514,2.8911,2.9179e+42,-1.5616e+42,2.6726e+42,8.6871e+40,12.88
0.8,3,6,1e+51,-6.0,0.25,2.6637e+43,2.0244,0.47091,2.6793e+42,-4.2454e+41,9.5236e+41,1.1225e+43,15.355
0.1,5,6,1e+51,-6.0,0.25,2.6637e+43,3.2714,0.85936,2.8229e+42,-4.2454e+41,9.5236e+41,5.5772e+42,15.355
0.3,5,6,1e+51,-6.0,0.25,2.6637e+43,4.707,1.1496,3.1758e+42,-4.2454e+41,9.5236e+41,2.7735e+42,15.355
0.5,5,6,1e+51,-6.0,0.25,2.6637e+43,6.2119,1.4034,2.8879e+42,-4.2454e+41,9.5236e+41,1.6687e+42,15.355
0.8,5,6,1e+51,-6.0,0.25,2.6637e+43,7.7632,1.63,2.6691e+42,-4.2454e+41,9.5236e+41,1.0036e+42,15.355
0.1,7,6,1e+51,-6.0,0.25,2.6637e+43,9.3459,1.8354,2.4638e+42,-4.2454e+41,9.5236e+41,6.0352e+41,15.355
0.3,7,6,1e+51,-6.0,0.25,2.6637e+43,10.954,2.022,2.2683e+42,-4.2454e+41,9.5236e+41,3.6289e+41,15.355
0.5,7,6,1e+51,-6.0,0.25,2.6637e+43,12.579,2.1935,2.0848e+42,-4.2454e+41,9.5236e+41,2.1822e+41,15.355
0.8,7,6,1e+51,-6.0,0.25,2.6637e+43,14.215,2.3529,1.9161e+42,-4.2454e+41,9.5236e+41,1.3122e+41,15.355
0.3,1,1,2e+51,-6.0,0.25,2.201e+44,1.6198,0.94267,-2.6315e+43,-5.0677e+42,7.3243e+42,1.0475e+44,4.465
0.5,1,1,2e+51,-6.0,0.25,2.201e+44,3.2947,1.6654,3.9189e+43,-5.0677e+42,7.3243e+42,3.973e+40,4.465
0.1,2,3,2e+51,-6.0,0.25,1.5298e+44,2.6046,0.93818,1.7969e+43,-4.6565e+42,1.1468e+43,2.8253e+43,7.93
0.3,2,3,2e+51,-6.0,0.25,1.5298e+44,5.3058,1.6177,1.9853e+43,-4.6565e+42,1.1468e+43,3.7111e+42,7.93
0.5,2,3,2e+51,-6.0,0.25,1.5298e+44,8.376,2.102,1.522e+43,-4.6565e+42,1.1468e+43,4.9558e+41,7.93
0.1,3,3,2e+51,-6.0,0.25,1.0846e+44,2.5169,0.88626,1.1077e+43,-3.2467e+42,7.6271e+42,2.3416e+43,8.92
0.3,3,3,2e+51,-6.0,0.25,1.0846e+44,4.9734,1.556,1.4557e+43,-3.2467e+42,7.6271e+42,3.0642e+42,8.92
0.5,3,3,2e+51,-6.0,0.25,1.0846e+44,7.8436,2.0309,1.1342e+43,-3.2467e+42,7.6271e+42,4.1087e+41,8.92
0.8,3,3,2e+51,-6.0,0.25,1.0846e+44,10.807,2.4147,8.7566e+42,-3.2467e+42,7.6271e+42,5.8488e+40,8.92
0.1,7,6,2e+51,-6.0,0.25,1.0846e+44,13.817,2.7262,6.9355e+42,-3.2467e+42,7.6271e+42,1.6026e+41,8.92
0.3,7,6,2e+51,-6.0,0.25,1.0846e+44,16.834,3.012,5.8192e+42,-3.2467e+42,7.6271e+42,1.0709e+41,8.92
0.5,7,6,2e+51,-6.0,0.25,1.0846e+44,19.855,3.2758,5.0125e+42,-3.2467e+42,7.6271e+42,7.1334e+40,8.92
0.8,7,6,2e+51,-6.0,0.25,1.0846e+44,22.88,3.521,4.4013e+42,-3.2467e+42,7.6271e+42,4.8329e+40,8.92
0.1,8,6,2e+51,-6.0,0.25,1.0846e+44,25.909,3.7508,3.9232e+42,-3.2467e+42,7.6271e+42,3.24e+40,8.92
0.3,8,6,2e+51,-6.0,0.25,1.0846e+44,28.939,3.9675,3.5384e+42,-3.2467e+42,7.6271e+42,2.178e+40,8.92
0.5,8,6,2e+51,-6.0,0.25,1.0846e+44,31.971,4.173,3.2218e+42,-3.2467e+42,7.6271e+42,1.4716e+40,8.92
0.1,9,6,2e+51,-6.0,0.25,1.3922e+43,1.7635,0.21353,-1.1114e+41,-6.4885e+40,1.4914e+42,1.0434e+43,3.475
0.3,9,6,2e+51,-6.0,0.25,1.3922e+43,1.7394,0.50118,6.8724e+41,-6.4885e+40,1.4914e+42,6.5023e+42,3.475
0.5,9,6,2e+51,-6.0,0.25,1.3922e+43,2.1439,0.75782,1.4036e+42,-6.4885e+40,1.4914e+42,3.8766e+42,3.475
0.8,9,6,2e+51,-6.0,0.25,1.3922e+43,2.7185,0.98503,1.7629e+42,-6.4885e+40,1.4914e+42,2.3293e+42,3.475
0.3,1,1,3e+51,-6.0,0.25,3.7831e+44,1.6751,1.1255,1.0076e+44,-9.0477e+42,1.2224e+43,1.599e+43,4.465
0.5,1,1,3e+51,-6.0,0.25,3.7831e+44,3.9798,1.8784,5.8349e+43,-9.0477e+42,1.2224e+43,3.3727e+40,4.465
0.1,2,3,3e+51,-6.0,0.25,2.3725e+44,2.7203,0.96046,2.814e+43,-7.1831e+42,2.0193e+43,4.1033e+43,6.445
0.3,2,3,3e+51,-6.0,0.25,2.3725e+44,5.5589,1.6439,2.9854e+43,-7.1831e+42,2.0193e+43,5.3888e+42,6.445
0.5,2,3,3e+51,-6.0,0.25,2.3725e+44,8.7538,2.1324,2.2788e+43,-7.1831e+42,2.0193e+43,7.1582e+41,6.445
0.1,3,3,3e+51,-6.0,0.25,1.6952e+44,2.6039,0.91406,1.8562e+43,-5.1953e+42,1.3412e+43,3.3106e+43,7.435
0.3,3,3,3e+51,-6.0,0.25,1.6952e+44,5.1982,1.5891,2.2027e+43,-5.1953e+42,1.3412e+43,4.3363e+42,7.435
0.5,3,3,3e+51,-6.0,0.25,1.6952e+44,8.1893,2.0691,1.7005e+43,-5.1953e+42,1.3412e+43,5.7786e+41,7.435
0.8,3,3,3e+51,-6.0,0.25,1.6952e+44,11.27,2.4575,1.3107e+43,-5.1953e+42,1.3412e+43,8.0401e+40,7.435
0.3,1,1,1e+52,-6.0,0.25,1.9109e+45,2.9275,1.6918,3.8236e+44,-4.7686e+43,5.9601e+43,3.2271e+41,4.465
0.5,1,1,1e+52,-6.0,0.25,1.9109e+45,7.2717,2.5907,1.9132e+44,-4.7686e+43,5.9601e+43,3.2797e+40,4.465
0.1,3,3,1e+52,-6.0,0.25,6.0383e+44,2.8277,0.97823,7.2087e+43,-1.7144e+43,6.1817e+43,9.9638e+43,3.97
0.3,3,3,1e+52,-6.0,0.25,6.0383e+44,5.7807,1.665,7.4377e+43,-1.7144e+43,6.1817e+43,1.3071e+43,3.97
0.5,3,3,1e+52,-6.0,0.25,6.0383e+44,9.0823,2.1569,5.6594e+43,-1.7144e+43,6.1817e+43,1.7244e+42,3.97
0.8,3,3,1e+52,-6.0,0.25,6.0383e+44,12.465,2.5561,4.3508e+43,-1.7144e+43,6.1817e+43,2.3092e+41,3.97
0.1,5,3,1e+52,-6.0,0.25,6.0383e+44,15.877,2.9009,3.4959e+43,-1.7144e+43,6.1817e+43,3.2595e+40,3.97
0.3,5,3,1e+52,-6.0,0.25,6.0383e+44,19.303,3.2089,2.9154e+43,-1.7144e+43,6.1817e+43,5.5263e+39,3.97
0.5,5,3,1e+52,-6.0,0.25,6.0383e+44,22.736,3.4898,2.4992e+43,-1.7144e+43,6.1817e+43,1.3645e+39,3.97
0.1,3,3,1e+51,-6.0,0.5,6.3574e+43,1.6987,0.70055,4.6489e+42,-1.9727e+42,1.7292e+42,2.3731e+43,27.235
0.3,3,3,1e+51,-6.0,0.5,6.3574e+43,3.1701,1.3457,1.1075e+43,-1.9727e+42,1.7292e+42,3.5489e+42,27.235
0.5,3,3,1e+51,-6.0,0.5,6.3574e+43,5.1634,1.7916,9.2806e+42,-1.9727e+42,1.7292e+42,4.746e+41,27.235
0.8,3,3,1e+51,-6.0,0.5,6.3574e+43,7.2684,2.1474,7.2498e+42,-1.9727e+42,1.7292e+42,6.6871e+40,27.235
0.1,5,6,1e+51,-6.0,0.5,6.3574e+43,9.4244,2.4303,5.7294e+42,-1.9727e+42,1.7292e+42,1.6911e+41,27.235
0.3,5,6,1e+51,-6.0,0.5,6.3574e+43,11.59,2.6908,4.816e+42,-1.9727e+42,1.7292e+42,1.1303e+41,27.235
0.5,5,6,1e+51,-6.0,0.5,6.3574e+43,13.761,2.9316,4.1535e+42,-1.9727e+42,1.7292e+42,7.5628e+40,27.235
0.1,7,6,1e+51,-6.0,0.5,1.411e+43,1.8876,0.24532,4.1241e+40,-9.5775e+40,9.8548e+41,9.8132e+42,9.91
0.3,7,6,1e+51,-6.0,0.5,1.411e+43,1.9271,0.51852,7.9332e+41,-9.5775e+40,9.8548e+41,6.0549e+42,9.91
0.5,7,6,1e+51,-6.0,0.5,1.411e+43,2.3833,0.77251,1.3508e+42,-9.5775e+40,9.8548e+41,3.6775e+42,9.91
0.8,7,6,1e+51,-6.0,0.5,1.411e+43,2.9943,0.99927,1.6851e+42,-9.5775e+40,9.8548e+41,2.2117e+42,9.91
0.1,5,8,1e+51,-6.0,0.5,1.411e+43,3.8429,1.1192,1.9635e+42,-9.5775e+40,9.8548e+41,1.3302e+42,9.91
0.3,5,8,1e+51,-6.0,0.5,1.411e+43,4.686,1.2458,1.8147e+42,-9.5775e+40,9.8548e+41,1.0129e+42,9.91
0.5,5,8,1e+51,-6.0,0.5,1.411e+43,5.5217,1.3722,1.6204e+42,-9.5775e+40,9.8548e+41,8.4342e+41,9.91
0.1,7,8,1e+51,-6.0,0.5,8.2211e+42,2.1649,0.15487,-5.3447e+40,-7.1963e+39,8.3482e+41,6.8886e+42,5.455
0.3,7,8,1e+51,-6.0,0.5,8.2211e+42,1.7243,0.31878,2.5502e+41,-7.1963e+39,8.3482e+41,5.1133e+42,5.455
0.5,7,8,1e+51,-6.0,0.5,8.2211e+42,1.9746,0.47742,4.7746e+41,-7.1963e+39,8.3482e+41,3.8333e+42,5.455
0.8,7,8,1e+51,-6.0,0.5,8.2211e+42,2.2646,0.62858,6.5766e+41,-7.1963e+39,8.3482e+41,2.8848e+42,5.455
0.1,8,8,1e+51,-6.0,0.5,8.2211e+42,2.5854,0.77867,7.9625e+41,-7.1963e+39,8.3482e+41,2.1655e+42,5.455
0.3,8,8,1e+51,-6.0,0.5,8.2211e+42,2.955,0.91684,9.0221e+41,-7.1963e+39,8.3482e+41,1.626e+42,5.455
0.5,8,8,1e+51,-6.0,0.5,8.2211e+42,3.3662,1.0451,9.7506e+41,-7.1963e+39,8.3482e+41,1.221e+42,5.455
0.8,8,8,1e+51,-6.0,0.5,8.2211e+42,3.809,1.1645,1.0581e+42,-7.1963e+39,8.3482e+41,8.7781e+41,5.455
0.1,9,8,1e+51,-6.0,0.5,8.2211e+42,4.2744,1.2769,1.0975e+42,-7.1963e+39,8.3482e+41,6.2994e+41,5.455
0.3,9,8,1e+51,-6.0,0.5,8.2211e+42,4.7585,1.382,1.0849e+42,-7.1963e+39,8.3482e+41,4.7321e+41,5.455
0.5,9,8,1e+51,-6.0,0.5,8.2211e+42,5.2568,1.4809,1.0627e+42,-7.1963e+39,8.3482e+41,3.5547e+41,5.455
0.8,9,8,1e+51,-6.0,0.5,8.2211e+42,5.766,1.5743,1.0339e+42,-7.1963e+39,8.3482e+41,2.6703e+41,5.455
0.1,10,8,1e+51,-6.0,0.5,8.2211e+42,6.2836,1.663,1.0007e+42,-7.1963e+39,8.3482e+41,2.0059e+41,5.455
0.3,10,8,1e+51,-6.0,0.5,8.2211e+42,6.8078,1.7474,9.6501e+41,-7.1963e+39,8.3482e+41,1.5068e+41,5.455
0.8,10,8,1e+51,-6.0,0.5,9.1943e+42,1.7313,0.25606,-1.6999e+41,-4.481e+40,2.4411e+41,6.9659e+42,26.245
0.1,5,10,1e+51,-6.0,0.5,9.1943e+42,2.2764,0.33022,7.658e+41,-4.481e+40,2.4411e+41,4.7331e+42,26.245
0.3,5,10,1e+51,-6.0,0.5,9.1943e+42,3.02,0.41611,4.8955e+41,-4.481e+40,2.4411e+41,4.1461e+42,26.245
0.5,5,10,1e+51,-6.0,0.5,9.1943e+42,3.4421,0.50811,5.218e+41,-4.481e+40,2.4411e+41,3.4586e+42,26.245
0.8,5,10,1e+51,-6.0,0.5,9.1943e+42,3.7441,0.60191,5.7602e+41,-4.481e+40,2.4411e+41,2.8875e+42,26.245
0.1,7,10,1e+51,-6.0,0.5,9.1943e+42,3.9106,0.71455,6.1019e+41,-4.481e+40,2.4411e+41,2.4031e+42,26.245
0.3,7,10,1e+51,-6.0,0.5,9.1943e+42,4.1472,0.81817,6.5491e+41,-4.481e+40,2.4411e+41,2.0034e+42,26.245
0.5,7,10,1e+51,-6.0,0.5,9.1943e+42,4.4375,0.91542,7.0436e+41,-4.481e+40,2.4411e+41,1.6674e+42,26.245
0.8,7,10,1e+51,-6.0,0.5,9.1943e+42,4.7666,1.0075,7.4861e+41,-4.481e+40,2.4411e+41,1.3878e+42,26.245
0.1,8,10,1e+51,-6.0,0.5,9.1943e+42,5.1186,1.0967,9.0564e+41,-4.481e+40,2.4411e+41,1.0332e+42,26.245
0.3,8,10,1e+51,-6.0,0.5,9.1943e+42,5.4954,1.1815,1.0144e+42,-4.481e+40,2.4411e+41,7.5832e+41,26.245
0.5,8,10,1e+51,-6.0,0.5,9.1943e+42,5.8914,1.2623,1.0002e+42,-4.481e+40,2.4411e+41,6.3121e+41,26.245
0.1,9,10,1e+51,-6.0,0.5,4.5396e+42,3.8931,0.099344,-7.8929e+40,-1.6831e+40,5.9459e+40,4.1516e+42,30.7
0.3,9,10,1e+51,-6.0,0.5,4.5396e+42,1.6167,0.21047,4.0434e+40,-1.6831e+40,5.9459e+40,3.4054e+42,30.7
0.5,9,10,1e+51,-6.0,0.5,4.5396e+42,1.7707,0.31688,1.6148e+41,-1.6831e+40,5.9459e+40,2.7821e+42,30.7
0.8,9,10,1e+51,-6.0,0.5,4.5396e+42,1.9426,0.41966,2.2712e+41,-1.6831e+40,5.9459e+40,2.316e+42,30.7
0.1,10,10,1e+51,-6.0,0.5,4.5396e+42,2.1082,0.52902,2.7976e+41,-1.6831e+40,5.9459e+40,1.9277e+42,30.7
0.3,10,10,1e+51,-6.0,0.5,4.5396e+42,2.2864,0.63075,3.3592e+41,-1.6831e+40,5.9459e+40,1.6035e+42,30.7
0.5,10,10,1e+51,-6.0,0.5,4.5396e+42,2.4962,0.7272,3.8755e+41,-1.6831e+40,5.9459e+40,1.3341e+42,30.7
0.8,10,10,1e+51,-6.0,0.5,4.5396e+42,2.7318,0.81921,4.7069e+41,-1.6831e+40,5.9459e+40,1.0717e+42,30.7
0.3,3,3,2e+51,-6.0,0.5,1.5134e+44,1.9859,0.79848,1.3926e+43,-4.687e+42,5.686e+42,4.3572e+43,19.315
0.5,3,3,2e+51,-6.0,0.5,1.5134e+44,3.9201,1.4562,2.3635e+43,-4.687e+42,5.686e+42,5.8256e+42,19.315
0.8,3,3,2e+51,-6.0,0.5,1.5134e+44,6.304,1.9169,1.8872e+43,-4.687e+42,5.686e+42,7.7836e+41,19.315
0.1,5,6,2e+51,-6.0,0.5,1.5134e+44,8.8246,2.2317,1.396e+43,-4.687e+42,5.686e+42,1.085e+42,19.315
0.3,5,6,2e+51,-6.0,0.5,1.5134e+44,11.353,2.5229,1.1403e+43,-4.687e+42,5.686e+42,7.2231e+41,19.315
0.5,5,6,2e+51,-6.0,0.5,1.5134e+44,13.888,2.7911,9.6489e+42,-4.687e+42,5.686e+42,4.8246e+41,19.315
0.8,5,6,2e+51,-6.0,0.5,1.5134e+44,16.428,3.0388,8.3706e+42,-4.687e+42,5.686e+42,3.2176e+41,19.315
0.1,7,6,2e+51,-6.0,0.5,1.5134e+44,18.972,3.2695,7.3932e+42,-4.687e+42,5.686e+42,2.1472e+41,19.315
0.3,7,6,2e+51,-6.0,0.5,1.5134e+44,21.519,3.4853,6.6199e+42,-4.687e+42,5.686e+42,1.4332e+41,19.315
