Mni,M,Rp,Esn,pcsm,mcsm,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
0.8,7,8,1e+51,-6.0,0.75,1.1189e+43,2.282,0.62259,8.5439e+41,-2.6911e+40,8.4412e+41,3.8882e+42,8.92
0.1,8,8,1e+51,-6.0,0.75,1.1189e+43,2.589,0.77294,1.0385e+42,-2.6911e+40,8.4412e+41,2.927e+42,8.92
0.3,8,8,1e+51,-6.0,0.75,1.1189e+43,2.9481,0.91114,1.1868e+42,-2.6911e+40,8.4412e+41,2.1984e+42,8.92
0.5,8,8,1e+51,-6.0,0.75,1.1189e+43,3.3512,1.0393,1.2893e+42,-2.6911e+40,8.4412e+41,1.6514e+42,8.92
0.8,8,8,1e+51,-6.0,0.75,1.1189e+43,3.7872,1.1587,1.4093e+42,-2.6911e+40,8.4412e+41,1.1831e+42,8.92
0.1,9,8,1e+51,-6.0,0.75,1.1189e+43,4.2466,1.2709,1.4676e+42,-2.6911e+40,8.4412e+41,8.4562e+41,8.92
0.3,9,8,1e+51,-6.0,0.75,1.1189e+43,4.7253,1.3759,1.4511e+42,-2.6911e+40,8.4412e+41,6.3536e+41,8.92
0.5,9,8,1e+51,-6.0,0.75,1.1189e+43,5.2185,1.4746,1.4217e+42,-2.6911e+40,8.4412e+41,4.7738e+41,8.92
0.8,9,8,1e+51,-6.0,0.75,1.1189e+43,5.7229,1.5679,1.3834e+42,-2.6911e+40,8.4412e+41,3.5868e+41,8.92
0.1,10,8,1e+51,-6.0,0.75,1.1189e+43,6.2358,1.6564,1.3391e+42,-2.6911e+40,8.4412e+41,2.6949e+41,8.92
0.3,10,8,1e+51,-6.0,0.75,1.1189e+43,6.7554,1.7407,1.2916e+42,-2.6911e+40,8.4412e+41,2.0248e+41,8.92
0.8,10,8,1e+51,-6.0,0.75,1.1258e+43,2.0625,0.24811,-5.6886e+40,-3.913e+40,3.5135e+41,8.5129e+42,24.265
0.1,7,10,1e+51,-6.0,0.75,1.1258e+43,2.0379,0.38769,1.1532e+42,-3.913e+40,3.5135e+41,5.3124e+42,24.265
0.3,7,10,1e+51,-6.0,0.75,1.1258e+43,2.8382,0.48618,9.2985e+41,-3.913e+40,3.5135e+41,4.4129e+42,24.265
0.5,7,10,1e+51,-6.0,0.75,1.1258e+43,3.4685,0.58189,8.6258e+41,-3.913e+40,3.5135e+41,3.6809e+42,24.265
0.8,7,10,1e+51,-6.0,0.75,1.1258e+43,3.9787,0.67721,8.6404e+41,-3.913e+40,3.5135e+41,3.0682e+42,24.265
0.1,8,10,1e+51,-6.0,0.75,1.1258e+43,4.3886,0.77956,8.7357e+41,-3.913e+40,3.5135e+41,2.5589e+42,24.265
0.3,8,10,1e+51,-6.0,0.75,1.1258e+43,4.8015,0.87731,9.0074e+41,-3.913e+40,3.5135e+41,2.1338e+42,24.265
0.5,8,10,1e+51,-6.0,0.75,1.1258e+43,5.2273,0.97115,9.3489e+41,-3.913e+40,3.5135e+41,1.7764e+42,24.265
0.8,8,10,1e+51,-6.0,0.75,1.1258e+43,5.6683,1.0614,9.6568e+41,-3.913e+40,3.5135e+41,1.4789e+42,24.265
0.1,9,10,1e+51,-6.0,0.75,1.1258e+43,6.1179,1.1495,1.0468e+42,-3.913e+40,3.5135e+41,1.1732e+42,24.265
0.3,9,10,1e+51,-6.0,0.75,1.1258e+43,6.5844,1.2339,1.1023e+42,-3.913e+40,3.5135e+41,9.284e+41,24.265
0.5,9,10,1e+51,-6.0,0.75,1.1258e+43,7.0653,1.3148,1.0965e+42,-3.913e+40,3.5135e+41,7.7298e+41,24.265
0.1,10,10,1e+51,-6.0,0.75,5.5293e+42,8.0529,0.11291,-9.3494e+40,-5.4634e+39,1.6361e+41,5.0551e+42,19.315
0.3,10,10,1e+51,-6.0,0.75,5.5293e+42,1.7101,0.20722,2.2348e+40,-5.4634e+39,1.6361e+41,4.2092e+42,19.315
0.5,10,10,1e+51,-6.0,0.75,5.5293e+42,1.7705,0.31137,1.8207e+41,-5.4634e+39,1.6361e+41,3.442e+42,19.315
0.8,10,10,1e+51,-6.0,0.75,5.5293e+42,1.9289,0.41349,2.6564e+41,-5.4634e+39,1.6361e+41,2.8695e+42,19.315
0.1,3,3,2e+51,-6.0,0.75,5.5293e+42,2.0591,0.68111,1.1727e+41,-5.4634e+39,1.6361e+41,2.3908e+42,19.315
0.3,3,3,2e+51,-6.0,0.75,5.5293e+42,1.9087,0.86992,9.6948e+40,-5.4634e+39,1.6361e+41,1.9931e+42,19.315
0.8,3,3,2e+51,-6.0,0.75,1.6842e+44,1.6027,0.69791,1.2483e+43,-5.4301e+42,4.1586e+42,6.6461e+43,30.205
0.1,5,6,2e+51,-6.0,0.75,1.6842e+44,3.2341,1.1155,2.8344e+43,-5.4301e+42,4.1586e+42,1.7524e+43,30.205
0.3,5,6,2e+51,-6.0,0.75,1.6842e+44,5.2009,1.4343,2.0426e+43,-5.4301e+42,4.1586e+42,1.1696e+43,30.205
0.5,5,6,2e+51,-6.0,0.75,1.6842e+44,7.1889,1.7142,1.7135e+43,-5.4301e+42,4.1586e+42,7.3763e+42,30.205
0.8,5,6,2e+51,-6.0,0.75,1.6842e+44,9.1897,1.9653,1.5291e+43,-5.4301e+42,4.1586e+42,4.4392e+42,30.205
0.1,7,6,2e+51,-6.0,0.75,1.6842e+44,11.202,2.194,1.38e+43,-5.4301e+42,4.1586e+42,2.6714e+42,30.205
0.3,7,6,2e+51,-6.0,0.75,1.6842e+44,13.225,2.4027,1.252e+43,-5.4301e+42,4.1586e+42,1.6076e+42,30.205
0.5,7,6,2e+51,-6.0,0.75,1.6842e+44,15.255,2.5955,1.1397e+43,-5.4301e+42,4.1586e+42,9.6745e+41,30.205
0.8,7,6,2e+51,-6.0,0.75,1.6842e+44,17.292,2.7752,1.0409e+43,-5.4301e+42,4.1586e+42,5.822e+41,30.205
0.1,8,6,2e+51,-6.0,0.75,1.6842e+44,19.333,2.9441,9.5777e+42,-5.4301e+42,4.1586e+42,3.1478e+41,30.205
0.3,8,6,2e+51,-6.0,0.75,1.6842e+44,21.376,3.1038,8.8254e+42,-5.4301e+42,4.1586e+42,1.6792e+41,30.205
0.5,8,6,2e+51,-6.0,0.75,1.6842e+44,23.422,3.2558,8.1428e+42,-5.4301e+42,4.1586e+42,1.0106e+41,30.205
0.1,9,6,2e+51,-6.0,0.75,3.1303e+43,2.0274,0.24495,1.9411e+41,-2.4049e+41,1.9166e+42,2.1513e+43,11.89
0.3,9,6,2e+51,-6.0,0.75,3.1303e+43,1.9501,0.51073,1.6312e+42,-2.4049e+41,1.9166e+42,1.3544e+43,11.89
0.5,9,6,2e+51,-6.0,0.75,3.1303e+43,2.3798,0.76365,2.927e+42,-2.4049e+41,1.9166e+42,8.2315e+42,11.89
0.8,9,6,2e+51,-6.0,0.75,3.1303e+43,2.9714,0.98983,3.675e+42,-2.4049e+41,1.9166e+42,4.9767e+42,11.89
0.1,7,8,2e+51,-6.0,0.75,3.1303e+43,3.7991,1.1137,4.3021e+42,-2.4049e+41,1.9166e+42,2.9943e+42,11.89
0.3,7,8,2e+51,-6.0,0.75,3.1303e+43,4.6259,1.2424,4.0567e+42,-2.4049e+41,1.9166e+42,2.2001e+42,11.89
0.5,7,8,2e+51,-6.0,0.75,3.1303e+43,5.4485,1.37,3.6148e+42,-2.4049e+41,1.9166e+42,1.8335e+42,11.89
0.8,7,8,2e+51,-6.0,0.75,3.1303e+43,6.2713,1.4937,3.2827e+42,-2.4049e+41,1.9166e+42,1.5268e+42,11.89
0.1,8,8,2e+51,-6.0,0.75,3.1303e+43,7.0958,1.6132,3.0234e+42,-2.4049e+41,1.9166e+42,1.2709e+42,11.89
0.3,8,8,2e+51,-6.0,0.75,3.1303e+43,7.9264,1.727,2.8164e+42,-2.4049e+41,1.9166e+42,1.0582e+42,11.89
0.5,8,8,2e+51,-6.0,0.75,3.1303e+43,8.7629,1.8353,2.6462e+42,-2.4049e+41,1.9166e+42,8.8118e+41,11.89
0.1,9,8,2e+51,-6.0,0.75,1.841e+43,2.7048,0.1549,-8.988e+40,-4.2557e+40,1.6165e+42,1.5109e+43,6.94
0.3,9,8,2e+51,-6.0,0.75,1.841e+43,1.7571,0.3108,4.6901e+41,-4.2557e+40,1.6165e+42,1.1412e+43,6.94
0.5,9,8,2e+51,-6.0,0.75,1.841e+43,1.9683,0.46855,9.9698e+41,-4.2557e+40,1.6165e+42,8.5652e+42,6.94
0.8,9,8,2e+51,-6.0,0.75,1.841e+43,2.2345,0.61938,1.3985e+42,-4.2557e+40,1.6165e+42,6.4679e+42,6.94
0.1,10,8,2e+51,-6.0,0.75,1.841e+43,2.5412,0.76774,1.7279e+42,-4.2557e+40,1.6165e+42,4.8579e+42,6.94
0.3,10,8,2e+51,-6.0,0.75,1.841e+43,2.8981,0.90488,1.9766e+42,-4.2557e+40,1.6165e+42,3.6492e+42,6.94
0.5,10,8,2e+51,-6.0,0.75,1.841e+43,3.297,1.0324,2.1473e+42,-4.2557e+40,1.6165e+42,2.7414e+42,6.94
0.8,10,8,2e+51,-6.0,0.75,1.841e+43,3.7278,1.1513,2.3201e+42,-4.2557e+40,1.6165e+42,1.9904e+42,6.94
0.1,7,10,2e+51,-6.0,0.75,1.841e+43,4.2388,1.2324,2.4642e+42,-4.2557e+40,1.6165e+42,1.4435e+42,6.94
0.3,7,10,2e+51,-6.0,0.75,1.841e+43,4.7503,1.3139,2.4798e+42,-4.2557e+40,1.6165e+42,1.0846e+42,6.94
0.5,7,10,2e+51,-6.0,0.75,1.841e+43,5.2623,1.3947,2.4532e+42,-4.2557e+40,1.6165e+42,8.171e+41,6.94
0.1,8,10,2e+51,-6.0,0.75,1.3268e+43,3.1163,0.10653,-6.4128e+40,-4.574e+40,2.9919e+41,1.1677e+43,18.325
0.3,8,10,2e+51,-6.0,0.75,1.3268e+43,1.7317,0.20979,1.9668e+41,-4.574e+40,2.9919e+41,9.6502e+42,18.325
0.5,8,10,2e+51,-6.0,0.75,1.3268e+43,1.8687,0.31373,4.2929e+41,-4.574e+40,2.9919e+41,7.999e+42,18.325
0.8,8,10,2e+51,-6.0,0.75,1.3268e+43,2.0126,0.41558,6.2057e+41,-4.574e+40,2.9919e+41,6.6691e+42,18.325
0.1,9,10,2e+51,-6.0,0.75,1.3268e+43,2.1534,0.52597,7.6685e+41,-4.574e+40,2.9919e+41,5.5593e+42,18.325
0.3,9,10,2e+51,-6.0,0.75,1.3268e+43,2.3143,0.62819,9.298e+41,-4.574e+40,2.9919e+41,4.6275e+42,18.325
0.5,9,10,2e+51,-6.0,0.75,1.3268e+43,2.5134,0.72487,1.0809e+42,-4.574e+40,2.9919e+41,3.8523e+42,18.325
0.8,9,10,2e+51,-6.0,0.75,1.3268e+43,2.7418,0.81701,1.3396e+42,-4.574e+40,2.9919e+41,3.0798e+42,18.325
0.1,10,10,2e+51,-6.0,0.75,1.3268e+43,2.9883,0.90707,1.5293e+42,-4.574e+40,2.9919e+41,2.4581e+42,18.325
0.3,10,10,2e+51,-6.0,0.75,1.3268e+43,3.2543,0.99266,1.5789e+42,-4.574e+40,2.9919e+41,2.0466e+42,18.325
0.5,10,10,2e+51,-6.0,0.75,1.3268e+43,3.5361,1.0742,1.6152e+42,-4.574e+40,2.9919e+41,1.704e+42,18.325
0.8,10,10,2e+51,-6.0,0.75,1.3268e+43,3.8309,1.1522,1.6386e+42,-4.574e+40,2.9919e+41,1.4187e+42,18.325
0.3,3,3,3e+51,-6.0,0.75,2.7549e+44,1.7672,0.748,2.3915e+43,-8.6783e+42,8.1974e+42,9.1557e+43,24.76
0.5,3,3,3e+51,-6.0,0.75,2.7549e+44,3.4353,1.4002,4.6522e+43,-8.6783e+42,8.1974e+42,1.2765e+43,24.76
0.8,3,3,3e+51,-6.0,0.75,2.7549e+44,5.5859,1.8533,3.7854e+43,-8.6783e+42,8.1974e+42,1.6896e+42,24.76
0.1,5,3,3e+51,-6.0,0.75,2.7549e+44,7.8396,2.2161,2.9429e+43,-8.6783e+42,8.1974e+42,2.2911e+41,24.76
0.3,5,3,3e+51,-6.0,0.75,2.7549e+44,10.129,2.5274,2.3693e+43,-8.6783e+42,8.1974e+42,3.368e+40,24.76
0.5,5,3,3e+51,-6.0,0.75,2.7549e+44,12.435,2.8043,1.9767e+43,-8.6783e+42,8.1974e+42,4.7031e+39,24.76
0.8,5,3,3e+51,-6.0,0.75,2.7549e+44,14.75,3.0563,1.6947e+43,-8.6783e+42,8.1974e+42,5.4834e+38,24.76
0.1,5,6,3e+51,-6.0,0.75,2.7549e+44,17.071,3.2876,1.483e+43,-8.6783e+42,8.1974e+42,4.7031e+39,24.76
0.3,5,6,3e+51,-6.0,0.75,2.7549e+44,19.395,3.5043,1.3176e+43,-8.6783e+42,8.1974e+42,1.1992e+40,24.76
0.8,5,6,3e+51,-6.0,0.75,7.8868e+43,1.6982,0.30122,2.7716e+42,-1.9225e+41,6.0695e+42,5.006e+43,8.425
0.1,7,6,3e+51,-6.0,0.75,7.8868e+43,2.1068,0.653,9.3851e+42,-1.9225e+41,6.0695e+42,2.4594e+43,8.425
0.3,7,6,3e+51,-6.0,0.75,7.8868e+43,2.8853,0.92223,9.987e+42,-1.9225e+41,6.0695e+42,1.4492e+43,8.425
0.5,7,6,3e+51,-6.0,0.75,7.8868e+43,3.7932,1.1585,1.0134e+43,-1.9225e+41,6.0695e+42,8.7211e+42,8.425
0.8,7,6,3e+51,-6.0,0.75,7.8868e+43,4.7692,1.3686,9.9792e+42,-1.9225e+41,6.0695e+42,5.2484e+42,8.425
0.1,8,6,3e+51,-6.0,0.75,7.8868e+43,5.7881,1.5576,9.5707e+42,-1.9225e+41,6.0695e+42,3.1584e+42,8.425
0.3,8,6,3e+51,-6.0,0.75,7.8868e+43,6.8367,1.7286,9.0222e+42,-1.9225e+41,6.0695e+42,1.9007e+42,8.425
0.5,8,6,3e+51,-6.0,0.75,7.8868e+43,7.9048,1.8851,8.4176e+42,-1.9225e+41,6.0695e+42,1.1438e+42,8.425
0.8,8,6,3e+51,-6.0,0.75,7.8868e+43,8.9859,2.0301,7.812e+42,-1.9225e+41,6.0695e+42,6.8834e+41,8.425
0.1,9,6,3e+51,-6.0,0.75,7.8868e+43,10.076,2.1655,7.255e+42,-1.9225e+41,6.0695e+42,3.957e+41,8.425
0.3,9,6,3e+51,-6.0,0.75,7.8868e+43,11.172,2.2931,6.7283e+42,-1.9225e+41,6.0695e+42,2.2694e+41,8.425
0.5,9,6,3e+51,-6.0,0.75,7.8868e+43,12.274,2.4139,6.2391e+42,-1.9225e+41,6.0695e+42,1.3657e+41,8.425
0.1,10,6,3e+51,-6.0,0.75,4.3541e+43,1.9462,0.24234,1.7185e+41,-3.3371e+41,2.9142e+42,3.0138e+43,10.405
0.3,10,6,3e+51,-6.0,0.75,4.3541e+43,1.9421,0.51175,2.2719e+42,-3.3371e+41,2.9142e+42,1.8879e+43,10.405
0.5,10,6,3e+51,-6.0,0.75,4.3541e+43,2.3729,0.7652,4.0665e+42,-3.3371e+41,2.9142e+42,1.148e+43,10.405
0.8,10,6,3e+51,-6.0,0.75,4.3541e+43,2.9669,0.99156,5.1471e+42,-3.3371e+41,2.9142e+42,6.905e+42,10.405
0.1,7,8,3e+51,-6.0,0.75,4.3541e+43,3.8065,1.1088,6.0478e+42,-3.3371e+41,2.9142e+42,4.1547e+42,10.405
0.3,7,8,3e+51,-6.0,0.75,4.3541e+43,4.6397,1.2337,5.5633e+42,-3.3371e+41,2.9142e+42,3.2026e+42,10.405
0.5,7,8,3e+51,-6.0,0.75,4.3541e+43,5.4646,1.359,4.9756e+42,-3.3371e+41,2.9142e+42,2.6657e+42,10.405
0.8,7,8,3e+51,-6.0,0.75,4.3541e+43,6.2875,1.4811,4.528e+42,-3.3371e+41,2.9142e+42,2.2212e+42,10.405
0.1,8,8,3e+51,-6.0,0.75,4.3541e+43,7.1105,1.5996,4.1771e+42,-3.3371e+41,2.9142e+42,1.8509e+42,10.405
0.3,8,8,3e+51,-6.0,0.75,4.3541e+43,7.939,1.7126,3.8985e+42,-3.3371e+41,2.9142e+42,1.5412e+42,10.405
0.5,8,8,3e+51,-6.0,0.75,4.3541e+43,8.7733,1.8202,3.6694e+42,-3.3371e+41,2.9142e+42,1.2833e+42,10.405
0.1,9,8,3e+51,-6.0,0.75,2.7736e+43,2.1466,0.15363,2.2722e+40,-6.2326e+40,2.8021e+42,2.255e+43,5.455
0.3,9,8,3e+51,-6.0,0.75,2.7736e+43,1.7803,0.31302,7.5878e+41,-6.2326e+40,2.8021e+42,1.7052e+43,5.455
0.5,9,8,3e+51,-6.0,0.75,2.7736e+43,1.9933,0.47099,1.5002e+42,-6.2326e+40,2.8021e+42,1.2826e+43,5.455
0.8,9,8,3e+51,-6.0,0.75,2.7736e+43,2.2607,0.62185,2.1226e+42,-6.2326e+40,2.8021e+42,9.6598e+42,5.455
0.1,10,8,3e+51,-6.0,0.75,2.7736e+43,2.5695,0.77026,2.6068e+42,-6.2326e+40,2.8021e+42,7.2561e+42,5.455
0.3,10,8,3e+51,-6.0,0.75,2.7736e+43,2.9292,0.90744,2.9735e+42,-6.2326e+40,2.8021e+42,5.4511e+42,5.455
0.5,10,8,3e+51,-6.0,0.75,2.7736e+43,3.3311,1.035,3.2254e+42,-6.2326e+40,2.8021e+42,4.0953e+42,5.455
0.8,10,8,3e+51,-6.0,0.75,2.7736e+43,3.7651,1.154,3.4817e+42,-6.2326e+40,2.8021e+42,2.973e+42,5.455
0.1,8,10,3e+51,-6.0,0.75,2.7736e+43,4.2737,1.2386,3.6851e+42,-6.2326e+40,2.8021e+42,2.1556e+42,5.455
0.3,8,10,3e+51,-6.0,0.75,2.7736e+43,4.7848,1.3226,3.7014e+42,-6.2326e+40,2.8021e+42,1.6196e+42,5.455
0.5,8,10,3e+51,-6.0,0.75,2.7736e+43,5.2978,1.4053,3.6609e+42,-6.2326e+40,2.8021e+42,1.2169e+42,5.455
0.1,9,10,3e+51,-6.0,0.75,1.8189e+43,2.4368,0.10207,-6.656e+40,-4.368e+40,4.2151e+41,1.6037e+43,14.86
0.3,9,10,3e+51,-6.0,0.75,1.8189e+43,1.7299,0.20726,2.2888e+41,-4.368e+40,4.2151e+41,1.3326e+43,14.86
0.5,9,10,3e+51,-6.0,0.75,1.8189e+43,1.8561,0.31174,5.5968e+41,-4.368e+40,4.2151e+41,1.1046e+43,14.86
0.8,9,10,3e+51,-6.0,0.75,1.8189e+43,1.994,0.41382,8.3165e+41,-4.368e+40,4.2151e+41,9.2079e+42,14.86
0.1,10,10,3e+51,-6.0,0.75,1.8189e+43,2.1354,0.52286,1.0569e+42,-4.368e+40,4.2151e+41,7.664e+42,14.86
0.3,10,10,3e+51,-6.0,0.75,1.8189e+43,2.2976,0.62436,1.2858e+42,-4.368e+40,4.2151e+41,6.3799e+42,14.86
0.5,10,10,3e+51,-6.0,0.75,1.8189e+43,2.4959,0.7206,1.496e+42,-4.368e+40,4.2151e+41,5.3113e+42,14.86
0.8,10,10,3e+51,-6.0,0.75,1.8189e+43,2.7226,0.81243,1.8304e+42,-4.368e+40,4.2151e+41,4.2695e+42,14.86
0.1,5,3,1e+52,-6.0,0.75,1.8189e+43,2.907,0.93144,1.9944e+42,-4.368e+40,4.2151e+41,3.4277e+42,14.86
0.5,5,3,1e+52,-6.0,0.75,7.2634e+44,2.1056,0.82248,7.2225e+43,-2.2919e+43,3.0521e+43,1.9144e+44,16.84
0.8,5,3,1e+52,-6.0,0.75,7.2634e+44,4.1698,1.4838,1.0936e+44,-2.2919e+43,3.0521e+43,2.558e+43,16.84
0.1,7,3,1e+52,-6.0,0.75,7.2634e+44,6.6721,1.9486,8.6612e+43,-2.2919e+43,3.0521e+43,3.3807e+42,16.84
0.3,7,3,1e+52,-6.0,0.75,7.2634e+44,9.2709,2.3226,6.706e+43,-2.2919e+43,3.0521e+43,4.3492e+41,16.84
0.5,7,3,1e+52,-6.0,0.75,7.2634e+44,11.904,2.6441,5.3941e+43,-2.2919e+43,3.0521e+43,5.5277e+40,16.84
0.8,7,3,1e+52,-6.0,0.75,7.2634e+44,14.552,2.9306,4.4989e+43,-2.2919e+43,3.0521e+43,7.7252e+39,16.84
0.1,7,6,1e+52,-6.0,0.75,7.2634e+44,17.211,3.1875,3.8557e+43,-2.2919e+43,3.0521e+43,5.5277e+40,16.84
0.3,7,6,1e+52,-6.0,0.75,7.2634e+44,19.874,3.4268,3.3707e+43,-2.2919e+43,3.0521e+43,9.3382e+40,16.84
0.5,7,6,1e+52,-6.0,0.75,7.2634e+44,22.54,3.6511,2.9987e+43,-2.2919e+43,3.0521e+43,6.2346e+40,16.84
0.1,8,6,1e+52,-6.0,0.75,1.7766e+44,1.7299,0.26842,3.457e+42,-1.088e+42,1.6757e+43,1.1701e+44,5.455
0.3,8,6,1e+52,-6.0,0.75,1.7766e+44,2.0805,0.54646,1.1217e+43,-1.088e+42,1.6757e+43,7.1437e+43,5.455
0.5,8,6,1e+52,-6.0,0.75,1.7766e+44,2.6157,0.80077,1.755e+43,-1.088e+42,1.6757e+43,4.2965e+43,5.455
0.8,8,6,1e+52,-6.0,0.75,1.7766e+44,3.2911,1.0283,2.1001e+43,-1.088e+42,1.6757e+43,2.5855e+43,5.455
0.1,9,6,1e+52,-6.0,0.75,1.7766e+44,4.0562,1.2325,2.2319e+43,-1.088e+42,1.6757e+43,1.5559e+43,5.455
0.3,9,6,1e+52,-6.0,0.75,1.7766e+44,4.8838,1.4143,2.232e+43,-1.088e+42,1.6757e+43,9.3636e+42,5.455
0.5,9,6,1e+52,-6.0,0.75,1.7766e+44,5.7504,1.5782,2.156e+43,-1.088e+42,1.6757e+43,5.6349e+42,5.455
0.8,9,6,1e+52,-6.0,0.75,1.7766e+44,6.6422,1.7278,2.0545e+43,-1.088e+42,1.6757e+43,3.2619e+42,5.455
0.1,10,6,1e+52,-6.0,0.75,1.7766e+44,7.5505,1.866,1.928e+43,-1.088e+42,1.6757e+43,1.885e+42,5.455
0.3,10,6,1e+52,-6.0,0.75,1.7766e+44,8.4701,1.9947,1.7915e+43,-1.088e+42,1.6757e+43,1.1344e+42,5.455
0.5,10,6,1e+52,-6.0,0.75,1.7766e+44,9.3977,2.1158,1.6636e+43,-1.088e+42,1.6757e+43,6.8269e+41,5.455
0.8,10,6,1e+52,-6.0,0.75,1.7766e+44,10.331,2.2303,1.5464e+43,-1.088e+42,1.6757e+43,4.1085e+41,5.455
0.1,10,8,1e+52,-6.0,0.75,1.7766e+44,11.27,2.3381,1.4413e+43,-1.088e+42,1.6757e+43,2.4726e+41,5.455
0.3,10,8,1e+52,-6.0,0.75,1.7766e+44,12.212,2.4415,1.3467e+43,-1.088e+42,1.6757e+43,1.488e+41,5.455
0.8,10,8,1e+52,-6.0,0.75,8.766e+43,1.5781,0.16098,1.9831e+40,-3.2171e+41,1.5841e+42,7.1761e+43,15.85
0.1,3,1,3e+52,-6.0,0.75,8.766e+43,1.2409,0.94711,-2.0739e+42,-3.2171e+41,1.5841e+42,3.972e+43,15.85
0.3,3,1,3e+52,-6.0,0.75,8.766e+43,1.7834,1.3583,2.5094e+43,-3.2171e+41,1.5841e+42,4.2117e+39,15.85
0.5,3,1,3e+52,-6.0,0.75,8.766e+43,2.6717,1.6712,1.8821e+43,-3.2171e+41,1.5841e+42,2.6704e+39,15.85
0.8,3,1,3e+52,-6.0,0.75,8.766e+43,3.6479,1.934,1.5057e+43,-3.2171e+41,1.5841e+42,1.7067e+39,15.85
0.1,5,3,3e+52,-6.0,0.75,8.766e+43,4.6594,2.1651,1.2548e+43,-3.2171e+41,1.5841e+42,9.8975e+38,15.85
0.3,5,3,3e+52,-6.0,0.75,8.766e+43,5.6886,2.3739,1.0756e+43,-3.2171e+41,1.5841e+42,5.3159e+38,15.85
0.5,5,3,3e+52,-6.0,0.75,8.766e+43,6.728,2.5657,9.4116e+42,-3.2171e+41,1.5841e+42,2.8899e+38,15.85
0.1,7,3,3e+52,-6.0,0.75,1.8966e+45,2.4151,0.87517,1.9626e+44,-5.8363e+43,1.1459e+44,4.2248e+44,10.9
0.3,7,3,3e+52,-6.0,0.75,1.8966e+45,4.7911,1.544,2.6058e+44,-5.8363e+43,1.1459e+44,5.5503e+43,10.9
0.5,7,3,3e+52,-6.0,0.75,1.8966e+45,7.5827,2.0174,2.0351e+44,-5.8363e+43,1.1459e+44,7.294e+42,10.9
0.8,7,3,3e+52,-6.0,0.75,1.8966e+45,10.467,2.3995,1.5714e+44,-5.8363e+43,1.1459e+44,9.6276e+41,10.9
0.1,8,3,3e+52,-6.0,0.75,1.8966e+45,13.385,2.7287,1.2635e+44,-5.8363e+43,1.1459e+44,1.2887e+41,10.9
0.3,8,3,3e+52,-6.0,0.75,1.8966e+45,16.318,3.0222,1.0538e+44,-5.8363e+43,1.1459e+44,1.8234e+40,10.9
0.5,8,3,3e+52,-6.0,0.75,1.8966e+45,19.259,3.2896,9.0342e+43,-5.8363e+43,1.1459e+44,3.0423e+39,10.9
0.8,8,3,3e+52,-6.0,0.75,1.8966e+45,22.206,3.5368,7.9052e+43,-5.8363e+43,1.1459e+44,4.8465e+38,10.9
0.1,9,3,3e+52,-6.0,0.75,1.8966e+45,25.155,3.7679,7.0268e+43,-5.8363e+43,1.1459e+44,5.6267e+37,10.9
0.3,9,3,3e+52,-6.0,0.75,1.8966e+45,28.107,3.9855,6.3242e+43,-5.8363e+43,1.1459e+44,2.0525e+37,10.9
0.5,9,3,3e+52,-6.0,0.75,1.8966e+45,31.061,4.1919,5.7492e+43,-5.8363e+43,1.1459e+44,1.0634e+37,10.9
0.8,9,3,3e+52,-6.0,0.75,1.8966e+45,34.015,4.3886,5.2701e+43,-5.8363e+43,1.1459e+44,5.4175e+36,10.9
0.1,9,6,3e+52,-6.0,0.75,1.8966e+45,36.971,4.5768,4.8648e+43,-5.8363e+43,1.1459e+44,1.0634e+37,10.9
0.3,9,6,3e+52,-6.0,0.75,1.8966e+45,39.927,4.7576,4.5173e+43,-5.8363e+43,1.1459e+44,2.0525e+37,10.9
0.8,9,6,3e+52,-6.0,0.75,4.9339e+44,1.7184,0.27681,1.0652e+43,-1.9481e+42,4.1674e+43,3.2485e+44,3.475
0.1,10,6,3e+52,-6.0,0.75,4.9339e+44,2.0598,0.58138,3.6148e+43,-1.9481e+42,4.1674e+43,1.8881e+44,3.475
0.3,10,6,3e+52,-6.0,0.75,4.9339e+44,2.6819,0.84025,5.4141e+43,-1.9481e+42,4.1674e+43,1.0965e+44,3.475
0.5,10,6,3e+52,-6.0,0.75,4.9339e+44,3.4368,1.0703,6.061e+43,-1.9481e+42,4.1674e+43,6.5983e+43,3.475
0.8,10,6,3e+52,-6.0,0.75,4.9339e+44,4.2737,1.2751,6.2652e+43,-1.9481e+42,4.1674e+43,3.9709e+43,3.475
0.1,3,10,3e+50,-7.0,0.75,4.9339e+44,5.1492,1.4666,6.1404e+43,-1.9481e+42,4.1674e+43,2.3897e+43,3.475
0.5,3,10,3e+50,-7.0,0.75,1.781e+43,2.1329,0.32818,-9.1716e+41,-1.4449e+41,6.6724e+41,1.3121e+43,21.79
0.8,3,10,3e+50,-7.0,0.75,1.781e+43,1.5692,0.92734,2.4304e+42,-1.4449e+41,6.6724e+41,4.2894e+42,21.79
0.1,3,8,1e+51,-7.0,0.75,1.781e+43,2.4276,1.3372,3.7232e+42,-1.4449e+41,6.6724e+41,7.5796e+41,21.79
0.3,3,8,1e+51,-7.0,0.75,1.781e+43,3.5305,1.6482,3.2859e+42,-1.4449e+41,6.6724e+41,7.5087e+40,21.79
0.5,3,8,1e+51,-7.0,0.75,1.781e+43,4.7076,1.9092,2.6871e+42,-1.4449e+41,6.6724e+41,1.7176e+39,21.79
