B,p10,MinitMniintmax_LC,skew,CV_LC,mad,
10,0.8,1.0,0.4,4.9488e+43,2.9636,1.1848,8.5735e+42
10,0.8,1.0,0.5,5.2069e+43,3.0248,1.1997,8.9946e+42
10,0.8,1.0,0.6,5.4661e+43,3.0827,1.2138,9.4156e+42
10,0.8,1.0,0.7,5.7252e+43,3.1376,1.2272,9.8367e+42
10,0.8,1.1,0.1,3.9443e+43,2.6297,1.1049,7.0044e+42
10,0.8,1.1,0.2,4.1845e+43,2.6994,1.1224,7.4196e+42
10,0.8,1.1,0.3,4.4283e+43,2.7665,1.139,7.8348e+42
10,0.8,1.1,0.4,4.6727e+43,2.8308,1.1548,8.1365e+42
10,0.8,1.1,0.5,4.9212e+43,2.8919,1.1698,8.5505e+42
10,0.8,1.1,0.6,5.1696e+43,2.9498,1.1841,8.9645e+42
10,0.8,1.1,0.7,5.4181e+43,3.0046,1.1976,9.3785e+42
10,0.8,1.2,0.1,3.7308e+43,2.5151,1.0771,6.6106e+42
10,0.8,1.2,0.2,3.9622e+43,2.5843,1.0946,7.0191e+42
10,0.8,1.2,0.3,4.1963e+43,2.6512,1.1114,7.4276e+42
10,0.8,1.2,0.4,4.4328e+43,2.7152,1.1273,7.8361e+42
10,0.8,1.2,0.5,4.6715e+43,2.7762,1.1425,8.2446e+42
10,0.8,1.2,0.6,4.9101e+43,2.834,1.1569,8.6531e+42
10,0.8,1.2,0.7,5.1499e+43,2.8887,1.1706,9.0616e+42
10,0.8,1.3,0.1,3.5433e+43,2.4149,1.0514,6.2285e+42
10,0.8,1.3,0.2,3.7667e+43,2.4836,1.0691,6.6305e+42
10,0.8,1.3,0.3,3.9917e+43,2.5501,1.086,7.0326e+42
10,0.8,1.3,0.4,4.2211e+43,2.6138,1.102,7.4346e+42
10,0.8,1.3,0.5,4.4505e+43,2.6745,1.1173,7.8366e+42
10,0.8,1.3,0.6,4.6811e+43,2.7321,1.1318,8.2387e+42
10,0.8,1.3,0.7,4.9141e+43,2.7865,1.1456,8.6407e+42
12,0.8,0.8,0.1,4.3551e+43,3.2426,1.277,7.5085e+42
12,0.8,0.8,0.2,4.6389e+43,3.3241,1.2952,7.9434e+42
12,0.8,0.8,0.3,4.9232e+43,3.3998,1.3123,8.3783e+42
12,0.8,0.8,0.4,5.2109e+43,3.4701,1.3282,8.8132e+42
12,0.8,0.8,0.5,5.4986e+43,3.5353,1.3432,9.248e+42
12,0.8,0.8,0.6,5.7863e+43,3.5959,1.3571,9.6829e+42
12,0.8,0.8,0.7,6.074e+43,3.6523,1.3703,1.0118e+43
12,0.8,0.9,0.1,4.0318e+43,3.0453,1.2361,7.0953e+42
12,0.8,0.9,0.2,4.3026e+43,3.1279,1.2548,7.5226e+42
12,0.8,0.9,0.3,4.574e+43,3.2046,1.2722,7.9499e+42
12,0.8,0.9,0.4,4.8485e+43,3.2757,1.2885,8.3771e+42
12,0.8,0.9,0.5,5.1231e+43,3.3418,1.3038,8.8044e+42
12,0.8,0.9,0.6,5.3977e+43,3.403,1.3181,9.2316e+42
12,0.8,0.9,0.7,5.6722e+43,3.4599,1.3316,9.6589e+42
12,0.8,1.0,0.1,3.7607e+43,2.8792,1.1996,6.7897e+42
12,0.8,1.0,0.2,4.0199e+43,2.9624,1.2187,7.2108e+42
12,0.8,1.0,0.3,4.2805e+43,3.0397,1.2365,7.6318e+42
12,0.8,1.0,0.4,4.5432e+43,3.1115,1.2531,8.0529e+42
12,0.8,1.0,0.5,4.8059e+43,3.178,1.2687,8.4739e+42
12,0.8,1.0,0.6,5.0687e+43,3.2397,1.2833,8.895e+42
12,0.8,1.0,0.7,5.3314e+43,3.2969,1.297,9.271e+42
12,0.8,1.1,0.1,3.5296e+43,2.7372,1.1667,6.4293e+42
12,0.8,1.1,0.2,3.7781e+43,2.8207,1.1861,6.8433e+42
12,0.8,1.1,0.3,4.0293e+43,2.8984,1.2042,7.2573e+42
12,0.8,1.1,0.4,4.2813e+43,2.9704,1.2211,7.6713e+42
12,0.8,1.1,0.5,4.5333e+43,3.0372,1.237,8.0853e+42
12,0.8,1.1,0.6,4.7853e+43,3.0991,1.2518,8.4993e+42
12,0.8,1.1,0.7,5.0375e+43,3.1565,1.2658,8.9133e+42
12,0.8,1.2,0.1,3.3297e+43,2.6143,1.1367,6.0833e+42
12,0.8,1.2,0.2,3.569e+43,2.6979,1.1564,6.4905e+42
12,0.8,1.2,0.3,3.8112e+43,2.7757,1.1747,6.8977e+42
12,0.8,1.2,0.4,4.0533e+43,2.8479,1.1919,7.3049e+42
12,0.8,1.2,0.5,4.2954e+43,2.9148,1.208,7.7121e+42
12,0.8,1.2,0.6,4.539e+43,2.9768,1.2231,8.1194e+42
12,0.8,1.2,0.7,4.7835e+43,3.0342,1.2373,8.5266e+42
12,0.8,1.3,0.1,3.1546e+43,2.5069,1.1092,5.7484e+42
12,0.8,1.3,0.2,3.3863e+43,2.5904,1.1291,6.149e+42
12,0.8,1.3,0.3,3.6193e+43,2.6681,1.1477,6.5497e+42
12,0.8,1.3,0.4,3.8523e+43,2.7403,1.1651,6.9504e+42
12,0.8,1.3,0.5,4.0874e+43,2.8072,1.1814,7.3511e+42
12,0.8,1.3,0.6,4.323e+43,2.8691,1.1967,7.7518e+42
12,0.8,1.3,0.7,4.5586e+43,2.9264,1.211,8.1525e+42
15,0.8,0.8,0.1,3.7246e+43,3.396,1.3522,6.5116e+42
15,0.8,0.8,0.2,4.0144e+43,3.4899,1.3719,6.9465e+42
15,0.8,0.8,0.3,4.3043e+43,3.5744,1.3899,7.3814e+42
15,0.8,0.8,0.4,4.5941e+43,3.6508,1.4064,7.8163e+42
15,0.8,0.8,0.5,4.884e+43,3.72,1.4215,8.2512e+42
15,0.8,0.8,0.6,5.1738e+43,3.783,1.4355,8.6861e+42
15,0.8,0.8,0.7,5.4636e+43,3.8404,1.4484,9.121e+42
15,0.8,0.9,0.1,3.4347e+43,3.1849,1.308,6.1681e+42
15,0.8,0.9,0.2,3.7114e+43,3.2811,1.3284,6.5953e+42
15,0.8,0.9,0.3,3.988e+43,3.3677,1.3471,7.0226e+42
15,0.8,0.9,0.4,4.2647e+43,3.4457,1.3641,7.4498e+42
15,0.8,0.9,0.5,4.5414e+43,3.5163,1.3799,7.8771e+42
15,0.8,0.9,0.6,4.818e+43,3.5804,1.3943,8.3044e+42
15,0.8,0.9,0.7,5.0947e+43,3.6388,1.4077,8.7316e+42
15,0.8,1.0,0.1,3.1931e+43,3.0073,1.2686,5.8503e+42
15,0.8,1.0,0.2,3.458e+43,3.1053,1.2897,6.2702e+42
15,0.8,1.0,0.3,3.723e+43,3.1933,1.309,6.69e+42
15,0.8,1.0,0.4,3.9879e+43,3.2726,1.3266,7.1099e+42
15,0.8,1.0,0.5,4.2528e+43,3.3442,1.3428,7.5297e+42
15,0.8,1.0,0.6,4.5177e+43,3.4091,1.3577,7.9496e+42
15,0.8,1.0,0.7,4.7826e+43,3.468,1.3714,8.3695e+42
15,0.8,1.1,0.1,2.9881e+43,2.8557,1.2332,5.5506e+42
15,0.8,1.1,0.2,3.2424e+43,2.9549,1.2549,5.9633e+42
15,0.8,1.1,0.3,3.4967e+43,3.044,1.2746,6.3761e+42
15,0.8,1.1,0.4,3.751e+43,3.1241,1.2927,6.7888e+42
15,0.8,1.1,0.5,4.0053e+43,3.1964,1.3094,7.2015e+42
15,0.8,1.1,0.6,4.2602e+43,3.2618,1.3246,7.6142e+42
15,0.8,1.1,0.7,4.5154e+43,3.3212,1.3388,8.027e+42
15,0.8,1.2,0.1,2.8113e+43,2.7245,1.201,5.2641e+42
15,0.8,1.2,0.2,3.0559e+43,2.8247,1.2232,5.6699e+42
15,0.8,1.2,0.3,3.3006e+43,2.9145,1.2434,6.0758e+42
15,0.8,1.2,0.4,3.5465e+43,2.9952,1.2619,6.4816e+42
15,0.8,1.2,0.5,3.7923e+43,3.0679,1.2789,6.8875e+42
15,0.8,1.2,0.6,4.0381e+43,3.1336,1.2946,7.2933e+42
15,0.8,1.2,0.7,4.284e+43,3.1931,1.309,7.6992e+42
15,0.8,1.3,0.1,2.6569e+43,2.61,1.1714,4.9876e+42
15,0.8,1.3,0.2,2.8934e+43,2.7107,1.1941,5.3868e+42
15,0.8,1.3,0.3,3.1305e+43,2.8009,1.2148,5.7861e+42
15,0.8,1.3,0.4,3.3677e+43,2.882,1.2337,6.1853e+42
15,0.8,1.3,0.5,3.6048e+43,2.9549,1.2511,6.5846e+42
15,0.8,1.3,0.6,3.842e+43,3.0208,1.267,6.9838e+42
15,0.8,1.3,0.7,4.0791e+43,3.0804,1.2817,7.383e+42
20,0.8,0.8,0.1,2.9141e+43,3.5619,1.4333,5.0924e+42
20,0.8,0.8,0.2,3.2029e+43,3.6682,1.4543,5.5262e+42
20,0.8,0.8,0.3,3.4929e+43,3.7613,1.4729,5.96e+42
20,0.8,0.8,0.4,3.7829e+43,3.8433,1.4895,6.3938e+42
20,0.8,0.8,0.5,4.0729e+43,3.9159,1.5044,6.8276e+42
20,0.8,0.8,0.6,4.3629e+43,3.9805,1.5179,7.2614e+42
20,0.8,0.8,0.7,4.6529e+43,4.0383,1.53,7.6952e+42
20,0.8,0.9,0.1,2.6778e+43,3.3375,1.3857,4.8288e+42
20,0.8,0.9,0.2,2.9533e+43,3.4485,1.408,5.2549e+42
20,0.8,0.9,0.3,3.2303e+43,3.5453,1.4277,5.681e+42
20,0.8,0.9,0.4,3.5073e+43,3.6301,1.4453,6.1071e+42
20,0.8,0.9,0.5,3.7844e+43,3.705,1.461,6.5332e+42
20,0.8,0.9,0.6,4.0614e+43,3.7713,1.4752,6.9592e+42
20,0.8,0.9,0.7,4.3384e+43,3.8304,1.488,7.3853e+42
20,0.8,1.0,0.1,2.4818e+43,3.1491,1.3434,4.5869e+42
20,0.8,1.0,0.2,2.7464e+43,3.2638,1.3669,5.0055e+42
20,0.8,1.0,0.3,3.0109e+43,3.3634,1.3876,5.4241e+42
20,0.8,1.0,0.4,3.2763e+43,3.4504,1.406,5.8426e+42
20,0.8,1.0,0.5,3.5418e+43,3.5269,1.4225,6.2612e+42
20,0.8,1.0,0.6,3.8074e+43,3.5945,1.4373,6.6798e+42
20,0.8,1.0,0.7,4.073e+43,3.6545,1.4507,7.0984e+42
20,0.8,1.1,0.1,2.3161e+43,2.9884,1.3056,4.3601e+42
20,0.8,1.1,0.2,2.5709e+43,3.106,1.33,4.7715e+42
20,0.8,1.1,0.3,2.8256e+43,3.2078,1.3516,5.1828e+42
20,0.8,1.1,0.4,3.0803e+43,3.2964,1.3708,5.5942e+42
20,0.8,1.1,0.5,3.3351e+43,3.3741,1.3879,6.0056e+42
20,0.8,1.1,0.6,3.5898e+43,3.4425,1.4033,6.4169e+42
20,0.8,1.1,0.7,3.8446e+43,3.5031,1.4172,6.8283e+42
20,0.8,1.2,0.1,2.1738e+43,2.8495,1.2712,4.1444e+42
20,0.8,1.2,0.2,2.4196e+43,2.9694,1.2966,4.5601e+42
20,0.8,1.2,0.3,2.6654e+43,3.0729,1.319,4.986e+42
20,0.8,1.2,0.4,2.9112e+43,3.1627,1.3388,5.404e+42
20,0.8,1.2,0.5,3.157e+43,3.2412,1.3565,5.8098e+42
20,0.8,1.2,0.6,3.4027e+43,3.3101,1.3724,6.2157e+42
20,0.8,1.2,0.7,3.6485e+43,3.3711,1.3867,6.6215e+42
20,0.8,1.3,0.1,2.0499e+43,2.7282,1.2398,3.9831e+42
20,0.8,1.3,0.2,2.2874e+43,2.8499,1.266,4.3824e+42
20,0.8,1.3,0.3,2.5249e+43,2.9547,1.2891,4.7816e+42
20,0.8,1.3,0.4,2.7625e+43,3.0454,1.3096,5.1808e+42
20,0.8,1.3,0.5,3e+43,3.1243,1.3278,5.5801e+42
20,0.8,1.3,0.6,3.2375e+43,3.1936,1.3442,5.9793e+42
20,0.8,1.3,0.7,3.475e+43,3.2547,1.3589,6.3785e+42
50,0.8,0.8,0.1,1.1209e+43,3.8987,1.5994,1.938e+42
50,0.8,0.8,0.2,1.4028e+43,4.0591,1.6198,2.3719e+42
50,0.8,0.8,0.3,1.6888e+43,4.1944,1.6368,2.8057e+42
50,0.8,0.8,0.4,1.9767e+43,4.3021,1.6507,3.2395e+42
50,0.8,0.8,0.5,2.2647e+43,4.3875,1.6623,3.6733e+42
50,0.8,0.8,0.6,2.5527e+43,4.4561,1.6719,4.1071e+42
50,0.8,0.8,0.7,2.8422e+43,4.512,1.68,4.5409e+42
50,0.8,0.9,0.1,1.0296e+43,3.6668,1.5486,1.8482e+42
50,0.8,0.9,0.2,1.2998e+43,3.8428,1.5731,2.2743e+42
50,0.8,0.9,0.3,1.5733e+43,3.9854,1.5928,2.7003e+42
50,0.8,0.9,0.4,1.8488e+43,4.0963,1.6087,3.1264e+42
50,0.8,0.9,0.5,2.1243e+43,4.1831,1.6216,3.5525e+42
50,0.8,0.9,0.6,2.3998e+43,4.2522,1.6322,3.9786e+42
50,0.8,0.9,0.7,2.6754e+43,4.3082,1.6412,4.4047e+42
50,0.8,1.0,0.1,9.5416e+42,3.4728,1.5039,1.7672e+42
50,0.8,1.0,0.2,1.214e+43,3.6612,1.532,2.1858e+42
50,0.8,1.0,0.3,1.4761e+43,3.8088,1.5541,2.6044e+42
50,0.8,1.0,0.4,1.7407e+43,3.9217,1.5716,3.023e+42
50,0.8,1.0,0.5,2.0053e+43,4.0091,1.5857,3.4416e+42
50,0.8,1.0,0.6,2.2698e+43,4.0782,1.5972,3.8602e+42
50,0.8,1.0,0.7,2.5344e+43,4.1338,1.6068,4.2787e+42
50,0.8,1.1,0.1,8.9063e+42,3.3077,1.464,1.6926e+42
50,0.8,1.1,0.2,1.141e+43,3.5058,1.4954,2.104e+42
50,0.8,1.1,0.3,1.3937e+43,3.657,1.5196,2.5154e+42
50,0.8,1.1,0.4,1.6475e+43,3.771,1.5385,2.9267e+42
50,0.8,1.1,0.5,1.9023e+43,3.8584,1.5536,3.3381e+42
50,0.8,1.1,0.6,2.157e+43,3.927,1.5658,3.7494e+42
50,0.8,1.1,0.7,2.4117e+43,3.9821,1.576,4.1608e+42
50,0.8,1.2,0.1,8.3621e+42,3.1652,1.428,1.6228e+42
50,0.8,1.2,0.2,1.0779e+43,3.3709,1.4623,2.0272e+42
50,0.8,1.2,0.3,1.3223e+43,3.5246,1.4884,2.4316e+42
50,0.8,1.2,0.4,1.5666e+43,3.639,1.5085,2.836e+42
50,0.8,1.2,0.5,1.8117e+43,3.7261,1.5245,3.2404e+42
50,0.8,1.2,0.6,2.0575e+43,3.794,1.5374,3.6448e+42
50,0.8,1.2,0.7,2.3033e+43,3.8483,1.548,4.0492e+42
50,0.8,1.3,0.1,7.8948e+42,3.0409,1.3952,1.5566e+42
50,0.8,1.3,0.2,1.0233e+43,3.2525,1.4322,1.9543e+42
50,0.8,1.3,0.3,1.2592e+43,3.4078,1.4599,2.352e+42
50,0.8,1.3,0.4,1.4958e+43,3.5221,1.4811,2.7497e+42
50,0.8,1.3,0.5,1.7325e+43,3.6085,1.4979,3.1474e+42
50,0.8,1.3,0.6,1.9692e+43,3.6756,1.5114,3.5451e+42
50,0.8,1.3,0.7,2.2059e+43,3.729,1.5225,3.9428e+42
0.5,0.1,0.8,0.1,3.0855e+45,2.2294,0.74128,3.6402e+44
0.5,0.1,0.8,0.2,3.0869e+45,2.2293,0.7414,3.6447e+44
0.5,0.1,0.8,0.3,3.0883e+45,2.2293,0.74151,3.6491e+44
0.5,0.1,0.8,0.4,3.0897e+45,2.2292,0.74162,3.6535e+44
0.5,0.1,0.8,0.5,3.0911e+45,2.2292,0.74173,3.6579e+44
0.5,0.1,0.8,0.6,3.0925e+45,2.2291,0.74185,3.6623e+44
0.5,0.1,0.8,0.7,3.0939e+45,2.2291,0.74196,3.6668e+44
0.5,0.1,0.9,0.1,2.9457e+45,2.144,0.72418,3.4342e+44
0.5,0.1,0.9,0.2,2.947e+45,2.1439,0.72428,3.4386e+44
0.5,0.1,0.9,0.3,2.9483e+45,2.1439,0.72438,3.4429e+44
0.5,0.1,0.9,0.4,2.9496e+45,2.1438,0.72448,3.4473e+44
0.5,0.1,0.9,0.5,2.9509e+45,2.1437,0.72459,3.4516e+44
0.5,0.1,0.9,0.6,2.9522e+45,2.1436,0.72469,3.456e+44
0.5,0.1,0.9,0.7,2.9534e+45,2.1435,0.72479,3.4604e+44
0.5,0.1,1.0,0.1,2.824e+45,2.0717,0.7086,3.248e+44
0.5,0.1,1.0,0.2,2.8252e+45,2.0716,0.7087,3.2523e+44
0.5,0.1,1.0,0.3,2.8265e+45,2.0715,0.70879,3.2566e+44
0.5,0.1,1.0,0.4,2.8278e+45,2.0714,0.70889,3.2609e+44
0.5,0.1,1.0,0.5,2.829e+45,2.0713,0.70898,3.2652e+44
0.5,0.1,1.0,0.6,2.8303e+45,2.0712,0.70907,3.2695e+44
0.5,0.1,1.0,0.7,2.8315e+45,2.071,0.70917,3.2738e+44
0.5,0.1,1.1,0.1,2.7163e+45,2.01,0.69431,3.0781e+44
0.5,0.1,1.1,0.2,2.7175e+45,2.0098,0.69439,3.0705e+44
0.5,0.1,1.1,0.3,2.7187e+45,2.0097,0.69448,3.0573e+44
0.5,0.1,1.1,0.4,2.7198e+45,2.0095,0.69456,3.0441e+44
0.5,0.1,1.1,0.5,2.721e+45,2.0094,0.69465,3.0309e+44
0.5,0.1,1.1,0.6,2.7221e+45,2.0093,0.69473,3.0177e+44
0.5,0.1,1.1,0.7,2.7233e+45,2.0091,0.69482,3.0045e+44
0.5,0.1,1.2,0.1,2.6198e+45,1.9569,0.68108,2.7883e+44
0.5,0.1,1.2,0.2,2.621e+45,1.9567,0.68116,2.7925e+44
0.5,0.1,1.2,0.3,2.6221e+45,1.9566,0.68123,2.7967e+44
0.5,0.1,1.2,0.4,2.6232e+45,1.9564,0.68131,2.8009e+44
0.5,0.1,1.2,0.5,2.6244e+45,1.9562,0.68139,2.805e+44
0.5,0.1,1.2,0.6,2.6255e+45,1.9561,0.68147,2.8092e+44
0.5,0.1,1.2,0.7,2.6266e+45,1.9559,0.68154,2.8134e+44
0.5,0.1,1.3,0.1,2.5331e+45,1.9111,0.66877,2.644e+44
0.5,0.1,1.3,0.2,2.5342e+45,1.9109,0.66884,2.6481e+44
0.5,0.1,1.3,0.3,2.5352e+45,1.9107,0.66891,2.6522e+44
0.5,0.1,1.3,0.4,2.5362e+45,1.9105,0.66898,2.6563e+44
0.5,0.1,1.3,0.5,2.5373e+45,1.9103,0.66905,2.6605e+44
0.5,0.1,1.3,0.6,2.5383e+45,1.9102,0.66912,2.6646e+44
0.5,0.1,1.3,0.7,2.5393e+45,1.91,0.66919,2.6687e+44
5.5,0.1,0.8,0.1,6.5421e+44,3.7364,1.5599,1.1546e+44
5.5,0.1,0.8,0.2,6.5677e+44,3.7377,1.5603,1.1589e+44
5.5,0.1,0.8,0.3,6.5933e+44,3.7391,1.5606,1.1632e+44
5.5,0.1,0.8,0.4,6.6189e+44,3.7405,1.561,1.1676e+44
5.5,0.1,0.8,0.5,6.6445e+44,3.742,1.5614,1.1719e+44
5.5,0.1,0.8,0.6,6.6701e+44,3.7434,1.5618,1.1762e+44
5.5,0.1,0.8,0.7,6.6957e+44,3.7449,1.5621,1.1806e+44
5.5,0.1,0.9,0.1,5.9266e+44,3.4763,1.5033,1.0918e+44
5.5,0.1,0.9,0.2,5.9515e+44,3.4781,1.5038,1.0961e+44
5.5,0.1,0.9,0.3,5.9764e+44,3.48,1.5043,1.1003e+44
5.5,0.1,0.9,0.4,6.0013e+44,3.4819,1.5048,1.1046e+44
5.5,0.1,0.9,0.5,6.0262e+44,3.4839,1.5052,1.1088e+44
5.5,0.1,0.9,0.6,6.051e+44,3.4858,1.5057,1.1131e+44
5.5,0.1,0.9,0.7,6.0759e+44,3.4879,1.5062,1.1174e+44
5.5,0.1,1.0,0.1,5.4258e+44,3.2583,1.4535,1.0355e+44
5.5,0.1,1.0,0.2,5.449e+44,3.2606,1.454,1.0397e+44
5.5,0.1,1.0,0.3,5.4723e+44,3.2629,1.4546,1.0439e+44
5.5,0.1,1.0,0.4,5.4957e+44,3.2653,1.4552,1.0481e+44
5.5,0.1,1.0,0.5,5.52e+44,3.2677,1.4557,1.0522e+44
5.5,0.1,1.0,0.6,5.5442e+44,3.2701,1.4563,1.0564e+44
5.5,0.1,1.0,0.7,5.5684e+44,3.2726,1.4569,1.0606e+44
5.5,0.1,1.1,0.1,5.0087e+44,3.0727,1.4089,9.8378e+43
5.5,0.1,1.1,0.2,5.0314e+44,3.0754,1.4096,9.879e+43
5.5,0.1,1.1,0.3,5.0542e+44,3.0782,1.4102,9.9201e+43
5.5,0.1,1.1,0.4,5.077e+44,3.0809,1.4109,9.9613e+43
5.5,0.1,1.1,0.5,5.0998e+44,3.0837,1.4115,1.0002e+44
5.5,0.1,1.1,0.6,5.1225e+44,3.0865,1.4122,1.0044e+44
5.5,0.1,1.1,0.7,5.1453e+44,3.0894,1.4128,1.0085e+44
5.5,0.1,1.2,0.1,4.6539e+44,2.9127,1.3687,9.3541e+43
5.5,0.1,1.2,0.2,4.6763e+44,2.9158,1.3694,9.3946e+43
5.5,0.1,1.2,0.3,4.6987e+44,2.9189,1.3701,9.435e+43
5.5,0.1,1.2,0.4,4.7211e+44,2.922,1.3709,9.4754e+43
5.5,0.1,1.2,0.5,4.7434e+44,2.9251,1.3716,9.5159e+43
5.5,0.1,1.2,0.6,4.7658e+44,2.9282,1.3723,9.5563e+43
5.5,0.1,1.2,0.7,4.7882e+44,2.9314,1.3731,9.5968e+43
5.5,0.1,1.3,0.1,4.3502e+44,2.7733,1.332,8.8956e+43
5.5,0.1,1.3,0.2,4.3714e+44,2.7766,1.3328,8.9353e+43
5.5,0.1,1.3,0.3,4.3926e+44,2.78,1.3336,8.9751e+43
5.5,0.1,1.3,0.4,4.414e+44,2.7834,1.3344,9.0149e+43
5.5,0.1,1.3,0.5,4.436e+44,2.7869,1.3352,9.0546e+43
5.5,0.1,1.3,0.6,4.458e+44,2.7903,1.336,9.0944e+43
5.5,0.1,1.3,0.7,4.4799e+44,2.7938,1.3368,9.1342e+43
10,0.1,0.8,0.1,2.7892e+44,3.8977,1.6341,4.8549e+43
10,0.1,0.8,0.2,2.8118e+44,3.8932,1.6339,4.8983e+43
10,0.1,0.8,0.3,2.8344e+44,3.8892,1.6337,4.9417e+43
10,0.1,0.8,0.4,2.857e+44,3.8858,1.6336,4.9851e+43
10,0.1,0.8,0.5,2.8796e+44,3.8828,1.6335,5.0284e+43
10,0.1,0.8,0.6,2.9036e+44,3.8803,1.6334,5.0718e+43
10,0.1,0.8,0.7,2.9278e+44,3.8782,1.6333,5.1152e+43
10,0.1,0.9,0.1,2.5162e+44,3.624,1.5744,4.5887e+43
10,0.1,0.9,0.2,2.5384e+44,3.621,1.5744,4.6313e+43
10,0.1,0.9,0.3,2.5607e+44,3.6185,1.5745,4.6739e+43
10,0.1,0.9,0.4,2.583e+44,3.6165,1.5747,4.7165e+43
10,0.1,0.9,0.5,2.6053e+44,3.615,1.5748,4.7591e+43
10,0.1,0.9,0.6,2.6275e+44,3.6139,1.575,4.8017e+43
10,0.1,0.9,0.7,2.6505e+44,3.6132,1.5751,4.8443e+43
10,0.1,1.0,0.1,2.2959e+44,3.3949,1.5218,4.3521e+43
10,0.1,1.0,0.2,2.3165e+44,3.3932,1.5221,4.394e+43
10,0.1,1.0,0.3,2.3376e+44,3.392,1.5225,4.4358e+43
10,0.1,1.0,0.4,2.3596e+44,3.3913,1.5228,4.4777e+43
10,0.1,1.0,0.5,2.3816e+44,3.391,1.5232,4.5196e+43
10,0.1,1.0,0.6,2.4036e+44,3.3912,1.5236,4.5614e+43
10,0.1,1.0,0.7,2.4256e+44,3.3918,1.5241,4.6033e+43
10,0.1,1.1,0.1,2.1123e+44,3.1999,1.4749,4.1369e+43
10,0.1,1.1,0.2,2.1328e+44,3.1993,1.4755,4.1781e+43
10,0.1,1.1,0.3,2.1533e+44,3.1993,1.4761,4.2192e+43
10,0.1,1.1,0.4,2.1738e+44,3.1997,1.4767,4.2603e+43
10,0.1,1.1,0.5,2.1953e+44,3.2006,1.4773,4.3015e+43
10,0.1,1.1,0.6,2.217e+44,3.2019,1.4779,4.3426e+43
10,0.1,1.1,0.7,2.2387e+44,3.2035,1.4786,4.3837e+43
10,0.1,1.2,0.1,1.9573e+44,3.0317,1.4327,3.9374e+43
10,0.1,1.2,0.2,1.977e+44,3.0322,1.4335,3.9778e+43
10,0.1,1.2,0.3,1.9974e+44,3.0332,1.4343,4.0183e+43
10,0.1,1.2,0.4,2.0178e+44,3.0346,1.4351,4.0587e+43
10,0.1,1.2,0.5,2.0383e+44,3.0365,1.4359,4.0991e+43
10,0.1,1.2,0.6,2.0588e+44,3.0388,1.4367,4.1396e+43
10,0.1,1.2,0.7,2.0802e+44,3.0414,1.4376,4.18e+43
10,0.1,1.3,0.1,1.825e+44,2.8851,1.3943,3.7496e+43
10,0.1,1.3,0.2,1.8442e+44,2.8865,1.3952,3.7894e+43
10,0.1,1.3,0.3,1.8635e+44,2.8885,1.3962,3.8292e+43
10,0.1,1.3,0.4,1.8835e+44,2.8908,1.3972,3.869e+43
10,0.1,1.3,0.5,1.9038e+44,2.8936,1.3982,3.9087e+43
10,0.1,1.3,0.6,1.9241e+44,2.8967,1.3993,3.9485e+43
10,0.1,1.3,0.7,1.9444e+44,2.9003,1.4003,3.9883e+43
12,0.1,0.8,0.1,2.1175e+44,3.9457,1.653,3.6667e+43
12,0.1,0.8,0.2,2.1388e+44,3.937,1.6523,3.7101e+43
12,0.1,0.8,0.3,2.1614e+44,3.9294,1.6517,3.7535e+43
12,0.1,0.8,0.4,2.184e+44,3.9228,1.6512,3.7969e+43
12,0.1,0.8,0.5,2.2066e+44,3.9171,1.6507,3.8403e+43
12,0.1,0.8,0.6,2.2292e+44,3.9123,1.6503,3.8836e+43
12,0.1,0.8,0.7,2.2532e+44,3.9083,1.6499,3.927e+43
12,0.1,0.9,0.1,1.9095e+44,3.669,1.5926,3.4648e+43
12,0.1,0.9,0.2,1.9302e+44,3.6623,1.5923,3.5074e+43
12,0.1,0.9,0.3,1.9511e+44,3.6567,1.5921,3.55e+43
12,0.1,0.9,0.4,1.9734e+44,3.652,1.5919,3.5926e+43
12,0.1,0.9,0.5,1.9957e+44,3.6483,1.5918,3.6352e+43
12,0.1,0.9,0.6,2.018e+44,3.6454,1.5917,3.6778e+43
12,0.1,0.9,0.7,2.0403e+44,3.6433,1.5916,3.7204e+43
12,0.1,1.0,0.1,1.74e+44,3.4373,1.5395,3.2858e+43
12,0.1,1.0,0.2,1.7606e+44,3.4324,1.5395,3.3277e+43
12,0.1,1.0,0.3,1.7812e+44,3.4285,1.5396,3.3695e+43
12,0.1,1.0,0.4,1.8019e+44,3.4256,1.5398,3.4114e+43
12,0.1,1.0,0.5,1.8239e+44,3.4236,1.54,3.4532e+43
12,0.1,1.0,0.6,1.8459e+44,3.4224,1.5402,3.4951e+43
12,0.1,1.0,0.7,1.8679e+44,3.422,1.5405,3.5369e+43
12,0.1,1.1,0.1,1.6e+44,3.2401,1.4921,3.1234e+43
12,0.1,1.1,0.2,1.6195e+44,3.2368,1.4925,3.1645e+43
12,0.1,1.1,0.3,1.64e+44,3.2345,1.4929,3.2056e+43
12,0.1,1.1,0.4,1.6605e+44,3.2331,1.4934,3.2468e+43
12,0.1,1.1,0.5,1.681e+44,3.2327,1.4939,3.2879e+43
12,0.1,1.1,0.6,1.7026e+44,3.233,1.4944,3.329e+43
12,0.1,1.1,0.7,1.7243e+44,3.234,1.495,3.3702e+43
12,0.1,1.2,0.1,1.4818e+44,3.07,1.4495,2.9731e+43
