B,p10,MinitMniintmax_LC,skew,CV_LC,mad,
5.5,0.6,0.9,0.1,8.7433e+43,2.6502,1.0311,1.4232e+43
5.5,0.6,0.9,0.2,8.9717e+43,2.6756,1.0392,1.4663e+43
5.5,0.6,0.9,0.3,9.2066e+43,2.7019,1.0473,1.5093e+43
5.5,0.6,0.9,0.4,9.4416e+43,2.7289,1.0553,1.5524e+43
5.5,0.6,0.9,0.5,9.684e+43,2.7564,1.0631,1.5954e+43
5.5,0.6,0.9,0.6,9.9279e+43,2.7843,1.0709,1.6384e+43
5.5,0.6,0.9,0.7,1.0172e+44,2.8123,1.0786,1.6815e+43
5.5,0.6,1.0,0.1,8.2376e+43,2.5194,1.0029,1.3338e+43
5.5,0.6,1.0,0.2,8.4546e+43,2.5442,1.011,1.3761e+43
5.5,0.6,1.0,0.3,8.6794e+43,2.5699,1.019,1.4184e+43
5.5,0.6,1.0,0.4,8.9052e+43,2.5965,1.027,1.4607e+43
5.5,0.6,1.0,0.5,9.1355e+43,2.6235,1.0348,1.5031e+43
5.5,0.6,1.0,0.6,9.3695e+43,2.651,1.0426,1.5454e+43
5.5,0.6,1.0,0.7,9.6035e+43,2.6787,1.0502,1.5877e+43
5.5,0.6,1.1,0.1,7.8e+43,2.4073,0.97731,1.2757e+43
5.5,0.6,1.1,0.2,8.0088e+43,2.4314,0.98533,1.3175e+43
5.5,0.6,1.1,0.3,8.2231e+43,2.4566,0.99329,1.3592e+43
5.5,0.6,1.1,0.4,8.4401e+43,2.4827,1.0012,1.3905e+43
5.5,0.6,1.1,0.5,8.6606e+43,2.5093,1.009,1.4144e+43
5.5,0.6,1.1,0.6,8.8853e+43,2.5364,1.0168,1.456e+43
5.5,0.6,1.1,0.7,9.11e+43,2.5638,1.0244,1.4976e+43
5.5,0.6,1.2,0.1,7.4171e+43,2.3101,0.95381,1.194e+43
5.5,0.6,1.2,0.2,7.618e+43,2.3337,0.96177,1.235e+43
5.5,0.6,1.2,0.3,7.8234e+43,2.3583,0.96968,1.2761e+43
5.5,0.6,1.2,0.4,8.032e+43,2.3838,0.97754,1.3172e+43
5.5,0.6,1.2,0.5,8.2444e+43,2.41,0.98533,1.3583e+43
5.5,0.6,1.2,0.6,8.4602e+43,2.4367,0.99304,1.3994e+43
5.5,0.6,1.2,0.7,8.6762e+43,2.4638,1.0007,1.4405e+43
5.5,0.6,1.3,0.1,7.0786e+43,2.2253,0.93209,1.1378e+43
5.5,0.6,1.3,0.2,7.2719e+43,2.2482,0.93999,1.1548e+43
5.5,0.6,1.3,0.3,7.4698e+43,2.2722,0.94785,1.1952e+43
5.5,0.6,1.3,0.4,7.6704e+43,2.2973,0.95567,1.2357e+43
5.5,0.6,1.3,0.5,7.8757e+43,2.323,0.96343,1.2762e+43
5.5,0.6,1.3,0.6,8.0832e+43,2.3493,0.97111,1.3166e+43
5.5,0.6,1.3,0.7,8.293e+43,2.376,0.97872,1.3571e+43
10,0.6,0.8,0.1,6.9976e+43,3.2769,1.3051,1.2213e+43
10,0.6,0.8,0.2,7.2853e+43,3.3292,1.3164,1.2648e+43
10,0.6,0.8,0.3,7.573e+43,3.3789,1.3271,1.3083e+43
10,0.6,0.8,0.4,7.8607e+43,3.4262,1.3374,1.3518e+43
10,0.6,0.8,0.5,8.1484e+43,3.4711,1.3473,1.3952e+43
10,0.6,0.8,0.6,8.4361e+43,3.5139,1.3567,1.4387e+43
10,0.6,0.8,0.7,8.7238e+43,3.5546,1.3657,1.4822e+43
10,0.6,0.9,0.1,6.4586e+43,3.072,1.2623,1.1543e+43
10,0.6,0.9,0.2,6.7332e+43,3.1252,1.2739,1.1971e+43
10,0.6,0.9,0.3,7.0077e+43,3.1759,1.285,1.2398e+43
10,0.6,0.9,0.4,7.2823e+43,3.224,1.2956,1.2825e+43
10,0.6,0.9,0.5,7.5569e+43,3.2697,1.3057,1.3252e+43
10,0.6,0.9,0.6,7.8314e+43,3.3132,1.3154,1.368e+43
10,0.6,0.9,0.7,8.106e+43,3.3546,1.3247,1.4107e+43
10,0.6,1.0,0.1,6.0088e+43,2.8996,1.2242,1.0921e+43
10,0.6,1.0,0.2,6.2716e+43,2.9535,1.2361,1.1341e+43
10,0.6,1.0,0.3,6.5343e+43,3.0048,1.2474,1.1761e+43
10,0.6,1.0,0.4,6.7971e+43,3.0535,1.2583,1.2181e+43
10,0.6,1.0,0.5,7.0598e+43,3.0998,1.2687,1.2601e+43
10,0.6,1.0,0.6,7.3225e+43,3.1438,1.2786,1.3021e+43
10,0.6,1.0,0.7,7.586e+43,3.1857,1.2881,1.3441e+43
10,0.6,1.1,0.1,5.6267e+43,2.7524,1.1898,1.0332e+43
10,0.6,1.1,0.2,5.8787e+43,2.8067,1.202,1.0745e+43
10,0.6,1.1,0.3,6.1307e+43,2.8584,1.2136,1.1158e+43
10,0.6,1.1,0.4,6.3827e+43,2.9075,1.2246,1.1571e+43
10,0.6,1.1,0.5,6.6347e+43,2.9542,1.2353,1.1983e+43
10,0.6,1.1,0.6,6.8888e+43,2.9986,1.2454,1.2396e+43
10,0.6,1.1,0.7,7.1431e+43,3.0408,1.2552,1.2809e+43
10,0.6,1.2,0.1,5.2972e+43,2.6252,1.1585,9.9061e+42
10,0.6,1.2,0.2,5.5394e+43,2.6798,1.1709,1.0313e+43
10,0.6,1.2,0.3,5.7815e+43,2.7317,1.1827,1.0721e+43
10,0.6,1.2,0.4,6.0244e+43,2.781,1.194,1.1128e+43
10,0.6,1.2,0.5,6.269e+43,2.828,1.2048,1.1535e+43
10,0.6,1.2,0.6,6.5136e+43,2.8725,1.2152,1.1942e+43
10,0.6,1.2,0.7,6.7581e+43,2.9149,1.2251,1.2318e+43
10,0.6,1.3,0.1,5.0094e+43,2.5142,1.1298,9.3706e+42
10,0.6,1.3,0.2,5.2425e+43,2.5688,1.1424,9.7713e+42
10,0.6,1.3,0.3,5.4768e+43,2.6208,1.1544,1.0172e+43
10,0.6,1.3,0.4,5.7124e+43,2.6703,1.1659,1.0573e+43
10,0.6,1.3,0.5,5.948e+43,2.7173,1.1769,1.0973e+43
10,0.6,1.3,0.6,6.1836e+43,2.762,1.1874,1.1374e+43
10,0.6,1.3,0.7,6.4192e+43,2.8044,1.1975,1.1775e+43
12,0.6,0.8,0.1,6.0659e+43,3.3902,1.3625,1.0684e+43
12,0.6,0.8,0.2,6.3557e+43,3.449,1.3745,1.1119e+43
12,0.6,0.8,0.3,6.6456e+43,3.5042,1.3859,1.1554e+43
12,0.6,0.8,0.4,6.9354e+43,3.5559,1.3966,1.1989e+43
12,0.6,0.8,0.5,7.2252e+43,3.6044,1.4068,1.2424e+43
12,0.6,0.8,0.6,7.5151e+43,3.6501,1.4165,1.2858e+43
12,0.6,0.8,0.7,7.8049e+43,3.6931,1.4257,1.3293e+43
12,0.6,0.9,0.1,5.5809e+43,3.1743,1.317,1.0114e+43
12,0.6,0.9,0.2,5.8575e+43,3.2349,1.3295,1.0541e+43
12,0.6,0.9,0.3,6.1342e+43,3.2916,1.3414,1.0968e+43
12,0.6,0.9,0.4,6.4109e+43,3.3448,1.3526,1.1395e+43
12,0.6,0.9,0.5,6.6875e+43,3.3946,1.3632,1.1823e+43
12,0.6,0.9,0.6,6.9642e+43,3.4415,1.3733,1.225e+43
12,0.6,0.9,0.7,7.2409e+43,3.4856,1.3829,1.2677e+43
12,0.6,1.0,0.1,5.1773e+43,2.9928,1.2765,9.5878e+42
12,0.6,1.0,0.2,5.4423e+43,3.0548,1.2895,1.0008e+43
12,0.6,1.0,0.3,5.7072e+43,3.1127,1.3018,1.0427e+43
12,0.6,1.0,0.4,5.9721e+43,3.167,1.3134,1.0847e+43
12,0.6,1.0,0.5,6.237e+43,3.2178,1.3244,1.1267e+43
12,0.6,1.0,0.6,6.5023e+43,3.2656,1.3349,1.1687e+43
12,0.6,1.0,0.7,6.7678e+43,3.3104,1.3448,1.2107e+43
12,0.6,1.1,0.1,4.8354e+43,2.838,1.2401,9.093e+42
12,0.6,1.1,0.2,5.0897e+43,2.9009,1.2536,9.5057e+42
12,0.6,1.1,0.3,5.345e+43,2.9598,1.2662,9.9184e+42
12,0.6,1.1,0.4,5.6002e+43,3.0149,1.2782,1.0331e+43
12,0.6,1.1,0.5,5.8555e+43,3.0665,1.2895,1.0744e+43
12,0.6,1.1,0.6,6.1107e+43,3.1149,1.3003,1.1157e+43
12,0.6,1.1,0.7,6.366e+43,3.1603,1.3105,1.1569e+43
12,0.6,1.2,0.1,4.5422e+43,2.7043,1.2071,8.6208e+42
12,0.6,1.2,0.2,4.7881e+43,2.768,1.2209,9.0266e+42
12,0.6,1.2,0.3,5.0339e+43,2.8275,1.2339,9.4325e+42
12,0.6,1.2,0.4,5.2797e+43,2.8832,1.2462,9.8383e+42
12,0.6,1.2,0.5,5.5256e+43,2.9353,1.2578,1.0244e+43
12,0.6,1.2,0.6,5.7714e+43,2.9841,1.2689,1.065e+43
12,0.6,1.2,0.7,6.0172e+43,3.0299,1.2793,1.1056e+43
12,0.6,1.3,0.1,4.2877e+43,2.5876,1.1768,8.1658e+42
12,0.6,1.3,0.2,4.5248e+43,2.6518,1.1909,8.565e+42
12,0.6,1.3,0.3,4.762e+43,2.7118,1.2043,8.9642e+42
12,0.6,1.3,0.4,4.9991e+43,2.7678,1.2168,9.3635e+42
12,0.6,1.3,0.5,5.2363e+43,2.8203,1.2288,9.7627e+42
12,0.6,1.3,0.6,5.4734e+43,2.8694,1.24,1.0162e+43
12,0.6,1.3,0.7,5.7106e+43,2.9154,1.2507,1.0561e+43
15,0.6,0.8,0.1,4.9567e+43,3.5107,1.4232,8.7157e+42
15,0.6,0.8,0.2,5.2447e+43,3.576,1.4361,9.1495e+42
15,0.6,0.8,0.3,5.533e+43,3.6365,1.448,9.5833e+42
15,0.6,0.8,0.4,5.823e+43,3.6926,1.4592,1.0017e+43
15,0.6,0.8,0.5,6.1129e+43,3.7447,1.4696,1.0451e+43
15,0.6,0.8,0.6,6.4029e+43,3.7933,1.4794,1.0885e+43
15,0.6,0.8,0.7,6.6929e+43,3.8385,1.4885,1.1319e+43
15,0.6,0.9,0.1,4.5462e+43,3.2839,1.375,8.2532e+42
15,0.6,0.9,0.2,4.8217e+43,3.3523,1.3886,8.6793e+42
15,0.6,0.9,0.3,5.0972e+43,3.4155,1.4013,9.1054e+42
15,0.6,0.9,0.4,5.3734e+43,3.4739,1.4131,9.5315e+42
15,0.6,0.9,0.5,5.6504e+43,3.5281,1.4242,9.9575e+42
15,0.6,0.9,0.6,5.9274e+43,3.5784,1.4345,1.0384e+43
15,0.6,0.9,0.7,6.2045e+43,3.6252,1.4442,1.081e+43
15,0.6,1.0,0.1,4.2063e+43,3.0935,1.3322,7.8289e+42
15,0.6,1.0,0.2,4.4709e+43,3.1644,1.3465,8.2475e+42
15,0.6,1.0,0.3,4.7354e+43,3.2297,1.3599,8.6661e+42
15,0.6,1.0,0.4,5e+43,3.29,1.3723,9.0847e+42
15,0.6,1.0,0.5,5.2646e+43,3.3458,1.3839,9.5032e+42
15,0.6,1.0,0.6,5.5294e+43,3.3974,1.3948,9.9218e+42
15,0.6,1.0,0.7,5.795e+43,3.4453,1.4049,1.034e+43
15,0.6,1.1,0.1,3.9194e+43,2.9312,1.2938,7.4314e+42
15,0.6,1.1,0.2,4.1742e+43,3.004,1.3088,7.8427e+42
15,0.6,1.1,0.3,4.4289e+43,3.0711,1.3227,8.2541e+42
15,0.6,1.1,0.4,4.6836e+43,3.1328,1.3357,8.6655e+42
15,0.6,1.1,0.5,4.9384e+43,3.1898,1.3478,9.0768e+42
15,0.6,1.1,0.6,5.1931e+43,3.2425,1.3591,9.4882e+42
15,0.6,1.1,0.7,5.4479e+43,3.2913,1.3697,9.8995e+42
15,0.6,1.2,0.1,3.6734e+43,2.7911,1.259,7.0533e+42
15,0.6,1.2,0.2,3.9192e+43,2.8655,1.2746,7.4577e+42
15,0.6,1.2,0.3,4.165e+43,2.9338,1.289,7.8702e+42
15,0.6,1.2,0.4,4.4108e+43,2.9967,1.3025,8.2961e+42
15,0.6,1.2,0.5,4.6565e+43,3.0546,1.315,8.722e+42
15,0.6,1.2,0.6,4.9023e+43,3.1081,1.3267,9.148e+42
15,0.6,1.2,0.7,5.1481e+43,3.1575,1.3377,9.562e+42
15,0.6,1.3,0.1,3.4598e+43,2.6688,1.2272,6.7706e+42
15,0.6,1.3,0.2,3.697e+43,2.7445,1.2433,7.1698e+42
15,0.6,1.3,0.3,3.9346e+43,2.8139,1.2582,7.569e+42
15,0.6,1.3,0.4,4.1721e+43,2.8776,1.2721,7.9683e+42
15,0.6,1.3,0.5,4.4096e+43,2.9362,1.285,8.3675e+42
15,0.6,1.3,0.6,4.6471e+43,2.9902,1.2971,8.7668e+42
15,0.6,1.3,0.7,4.8847e+43,3.04,1.3084,9.166e+42
20,0.6,0.8,0.1,3.6888e+43,3.6393,1.4883,6.4895e+42
20,0.6,0.8,0.2,3.9725e+43,3.7104,1.5017,6.9233e+42
20,0.6,0.8,0.3,4.2561e+43,3.7765,1.514,7.3571e+42
20,0.6,0.8,0.4,4.5435e+43,3.8378,1.5253,7.7909e+42
20,0.6,0.8,0.5,4.8314e+43,3.8943,1.5356,8.2247e+42
20,0.6,0.8,0.6,5.1194e+43,3.9465,1.5452,8.6585e+42
20,0.6,0.8,0.7,5.4074e+43,3.9946,1.5541,9.0923e+42
20,0.6,0.9,0.1,3.373e+43,3.4024,1.4374,6.1522e+42
20,0.6,0.9,0.2,3.6451e+43,3.479,1.4521,6.5783e+42
20,0.6,0.9,0.3,3.9171e+43,3.5497,1.4656,7.0044e+42
20,0.6,0.9,0.4,4.1909e+43,3.6147,1.4779,7.4305e+42
20,0.6,0.9,0.5,4.4664e+43,3.6744,1.4891,7.8566e+42
20,0.6,0.9,0.6,4.7419e+43,3.7291,1.4995,8.2826e+42
20,0.6,0.9,0.7,5.0175e+43,3.7793,1.5091,8.7087e+42
20,0.6,1.0,0.1,3.1124e+43,3.2038,1.3924,5.8455e+42
20,0.6,1.0,0.2,3.3743e+43,3.285,1.4083,6.2641e+42
20,0.6,1.0,0.3,3.6361e+43,3.3594,1.4227,6.6827e+42
20,0.6,1.0,0.4,3.8979e+43,3.4274,1.436,7.1013e+42
20,0.6,1.0,0.5,4.162e+43,3.4894,1.4481,7.5199e+42
20,0.6,1.0,0.6,4.4265e+43,3.5461,1.4592,7.9384e+42
20,0.6,1.0,0.7,4.6911e+43,3.5979,1.4694,8.357e+42
20,0.6,1.1,0.1,2.8944e+43,3.0346,1.3521,5.5604e+42
20,0.6,1.1,0.2,3.1458e+43,3.1196,1.369,5.9717e+42
20,0.6,1.1,0.3,3.3984e+43,3.197,1.3844,6.3831e+42
20,0.6,1.1,0.4,3.6511e+43,3.2674,1.3984,6.7944e+42
20,0.6,1.1,0.5,3.9038e+43,3.3313,1.4113,7.2058e+42
20,0.6,1.1,0.6,4.1578e+43,3.3895,1.423,7.6172e+42
20,0.6,1.1,0.7,4.4125e+43,3.4425,1.4338,8.0285e+42
20,0.6,1.2,0.1,2.7083e+43,2.8886,1.3156,5.2909e+42
20,0.6,1.2,0.2,2.9498e+43,2.9767,1.3335,5.6953e+42
20,0.6,1.2,0.3,3.1941e+43,3.0566,1.3497,6.0997e+42
20,0.6,1.2,0.4,3.4385e+43,3.1288,1.3645,6.5041e+42
20,0.6,1.2,0.5,3.6828e+43,3.1943,1.378,6.9085e+42
20,0.6,1.2,0.6,3.9272e+43,3.2535,1.3903,7.3129e+42
20,0.6,1.2,0.7,4.1715e+43,3.3074,1.4016,7.7173e+42
20,0.6,1.3,0.1,2.5468e+43,2.7613,1.2823,5.0335e+42
20,0.6,1.3,0.2,2.7813e+43,2.8519,1.3011,5.4311e+42
20,0.6,1.3,0.3,3.0159e+43,2.9338,1.318,5.8288e+42
20,0.6,1.3,0.4,3.2526e+43,3.0076,1.3335,6.2265e+42
20,0.6,1.3,0.5,3.4892e+43,3.0741,1.3475,6.6242e+42
20,0.6,1.3,0.6,3.7259e+43,3.1343,1.3604,7.0219e+42
20,0.6,1.3,0.7,3.9626e+43,3.1887,1.3722,7.4196e+42
50,0.6,0.8,0.1,1.2624e+43,3.8897,1.6213,2.1948e+42
50,0.6,0.8,0.2,1.5391e+43,4.0085,1.6329,2.6286e+42
50,0.6,0.8,0.3,1.8227e+43,4.1275,1.6445,3.0624e+42
50,0.6,0.8,0.4,2.1087e+43,4.2302,1.655,3.4962e+42
50,0.6,0.8,0.5,2.3967e+43,4.3159,1.6642,3.93e+42
50,0.6,0.8,0.6,2.6847e+43,4.387,1.6723,4.3638e+42
50,0.6,0.8,0.7,2.9727e+43,4.4463,1.6793,4.7977e+42
50,0.6,0.9,0.1,1.1557e+43,3.6511,1.5684,2.0904e+42
50,0.6,0.9,0.2,1.4214e+43,3.7885,1.5843,2.5165e+42
50,0.6,0.9,0.3,1.6934e+43,3.917,1.5989,2.9425e+42
50,0.6,0.9,0.4,1.9668e+43,4.0245,1.6115,3.3686e+42
50,0.6,0.9,0.5,2.2423e+43,4.1125,1.6223,3.7947e+42
50,0.6,0.9,0.6,2.5178e+43,4.1846,1.6315,4.2208e+42
50,0.6,0.9,0.7,2.7933e+43,4.2442,1.6395,4.6469e+42
50,0.6,1.0,0.1,1.0681e+43,3.4519,1.522,1.9968e+42
50,0.6,1.0,0.2,1.3239e+43,3.6042,1.5417,2.4154e+42
50,0.6,1.0,0.3,1.5853e+43,3.7398,1.5588,2.834e+42
50,0.6,1.0,0.4,1.8472e+43,3.8505,1.5732,3.2525e+42
50,0.6,1.0,0.5,2.1117e+43,3.9398,1.5853,3.6711e+42
50,0.6,1.0,0.6,2.3763e+43,4.0122,1.5956,4.0897e+42
50,0.6,1.0,0.7,2.6408e+43,4.0717,1.6043,4.5083e+42
50,0.6,1.1,0.1,9.9465e+42,3.2828,1.4807,1.911e+42
50,0.6,1.1,0.2,1.2418e+43,3.447,1.5037,2.3224e+42
50,0.6,1.1,0.3,1.4933e+43,3.5879,1.523,2.7337e+42
50,0.6,1.1,0.4,1.7459e+43,3.7007,1.539,3.1451e+42
50,0.6,1.1,0.5,1.9991e+43,3.7905,1.5523,3.5564e+42
50,0.6,1.1,0.6,2.2539e+43,3.8628,1.5634,3.9678e+42
50,0.6,1.1,0.7,2.5086e+43,3.9218,1.5729,4.3792e+42
50,0.6,1.2,0.1,9.3188e+42,3.137,1.4435,1.831e+42
50,0.6,1.2,0.2,1.1711e+43,3.3111,1.4695,2.2354e+42
50,0.6,1.2,0.3,1.4134e+43,3.4558,1.4908,2.6398e+42
50,0.6,1.2,0.4,1.6578e+43,3.5698,1.5082,3.0442e+42
50,0.6,1.2,0.5,1.9021e+43,3.6597,1.5225,3.4486e+42
50,0.6,1.2,0.6,2.1465e+43,3.7315,1.5344,3.853e+42
50,0.6,1.2,0.7,2.392e+43,3.7899,1.5444,4.2574e+42
50,0.6,1.3,0.1,8.7775e+42,3.0101,1.4096,1.7555e+42
50,0.6,1.3,0.2,1.1093e+43,3.192,1.4383,2.1532e+42
50,0.6,1.3,0.3,1.3438e+43,3.3395,1.4614,2.5509e+42
50,0.6,1.3,0.4,1.5798e+43,3.4541,1.4801,2.9486e+42
50,0.6,1.3,0.5,1.8164e+43,3.5437,1.4952,3.3463e+42
50,0.6,1.3,0.6,2.0531e+43,3.6149,1.5078,3.744e+42
50,0.6,1.3,0.7,2.2898e+43,3.6724,1.5183,4.1417e+42
0.5,0.8,0.8,0.1,3.9728e+42,9.7753,0.21568,5.1938e+40
0.5,0.8,0.8,0.2,6.7899e+42,4.8847,0.38025,4.7739e+41
0.5,0.8,0.8,0.3,9.6669e+42,4.9899,0.54214,9.0889e+41
0.5,0.8,0.8,0.4,1.2555e+43,5.0549,0.6744,1.3426e+42
0.5,0.8,0.8,0.5,1.5454e+43,5.077,0.78208,1.7809e+42
0.5,0.8,0.8,0.6,1.8352e+43,5.0834,0.87093,2.2123e+42
0.5,0.8,0.8,0.7,2.1251e+43,5.0839,0.94533,2.65e+42
0.5,0.8,0.9,0.1,3.817e+42,10.729,0.21231,2.1742e+40
0.5,0.8,0.9,0.2,6.5028e+42,4.7876,0.36539,4.3837e+41
0.5,0.8,0.9,0.3,9.2483e+42,4.8132,0.52325,8.6593e+41
0.5,0.8,0.9,0.4,1.2008e+43,4.8668,0.65318,1.2932e+42
0.5,0.8,0.9,0.5,1.4775e+43,4.884,0.75925,1.7186e+42
0.5,0.8,0.9,0.6,1.7542e+43,4.8872,0.84688,2.1419e+42
0.5,0.8,0.9,0.7,2.0308e+43,4.8853,0.92032,2.5723e+42
0.5,0.8,1.0,0.1,3.6791e+42,11.561,0.21026,-6.7487e+39
0.5,0.8,1.0,0.2,6.2495e+42,4.7334,0.35219,4.0247e+41
0.5,0.8,1.0,0.3,8.8769e+42,4.6637,0.5062,8.2048e+41
0.5,0.8,1.0,0.4,1.1525e+43,4.7048,0.63399,1.2406e+42
0.5,0.8,1.0,0.5,1.4174e+43,4.7171,0.73859,1.6587e+42
0.5,0.8,1.0,0.6,1.6824e+43,4.7172,0.82514,2.0829e+42
0.5,0.8,1.0,0.7,1.9473e+43,4.7131,0.89772,2.4978e+42
0.5,0.8,1.1,0.1,3.5559e+42,12.236,0.20929,-3.3691e+40
0.5,0.8,1.1,0.2,6.0232e+42,4.7177,0.34037,3.6995e+41
0.5,0.8,1.1,0.3,8.5493e+42,4.5362,0.49069,7.7727e+41
0.5,0.8,1.1,0.4,1.1092e+43,4.5632,0.61647,1.1905e+42
0.5,0.8,1.1,0.5,1.3635e+43,4.5705,0.71973,1.6017e+42
0.5,0.8,1.1,0.6,1.6178e+43,4.5678,0.80528,2.0191e+42
0.5,0.8,1.1,0.7,1.8725e+43,4.5617,0.8771,2.4365e+42
0.5,0.8,1.2,0.1,3.4449e+42,12.737,0.2092,-5.9213e+40
0.5,0.8,1.2,0.2,5.8187e+42,4.7372,0.32976,3.3541e+41
0.5,0.8,1.2,0.3,8.2534e+42,4.4269,0.47649,7.4133e+41
0.5,0.8,1.2,0.4,1.0699e+43,4.4381,0.60038,1.1492e+42
0.5,0.8,1.2,0.5,1.3148e+43,4.4404,0.70238,1.5549e+42
0.5,0.8,1.2,0.6,1.5606e+43,4.4349,0.78701,1.9583e+42
0.5,0.8,1.2,0.7,1.8065e+43,4.4269,0.85812,2.3692e+42
0.5,0.8,1.3,0.1,3.3443e+42,13.066,0.20984,-8.0571e+40
0.5,0.8,1.3,0.2,5.6322e+42,4.7896,0.32019,3.0653e+41
0.5,0.8,1.3,0.3,7.9827e+42,4.3331,0.46342,7.0261e+41
0.5,0.8,1.3,0.4,1.0343e+43,4.3268,0.5855,1.1043e+42
0.5,0.8,1.3,0.5,1.2714e+43,4.3237,0.68632,1.5038e+42
0.5,0.8,1.3,0.6,1.5086e+43,4.3155,0.7701,1.9007e+42
0.5,0.8,1.3,0.7,1.7457e+43,4.3057,0.84055,2.3053e+42
5.5,0.8,0.8,0.1,5.4337e+43,2.5422,0.92239,8.0185e+42
5.5,0.8,0.8,0.2,5.6403e+43,2.5696,0.93425,8.4579e+42
5.5,0.8,0.8,0.3,5.8558e+43,2.6019,0.94629,8.7125e+42
5.5,0.8,0.8,0.4,6.0792e+43,2.6382,0.95842,9.1511e+42
5.5,0.8,0.8,0.5,6.3131e+43,2.6775,0.97057,9.5897e+42
5.5,0.8,0.8,0.6,6.5525e+43,2.7193,0.98267,1.0028e+43
5.5,0.8,0.8,0.7,6.7969e+43,2.7627,0.99468,1.0467e+43
5.5,0.8,0.9,0.1,5.1315e+43,2.4176,0.89751,7.556e+42
5.5,0.8,0.9,0.2,5.327e+43,2.4433,0.90907,7.8841e+42
5.5,0.8,0.9,0.3,5.5326e+43,2.474,0.92086,8.3163e+42
5.5,0.8,0.9,0.4,5.7472e+43,2.5089,0.93276,8.7485e+42
5.5,0.8,0.9,0.5,5.9691e+43,2.5471,0.94472,8.9864e+42
5.5,0.8,0.9,0.6,6.1967e+43,2.5877,0.95665,9.4177e+42
5.5,0.8,0.9,0.7,6.4316e+43,2.6302,0.9685,9.849e+42
5.5,0.8,1.0,0.1,4.8728e+43,2.3118,0.87497,7.1048e+42
5.5,0.8,1.0,0.2,5.0592e+43,2.3359,0.88625,7.5308e+42
5.5,0.8,1.0,0.3,5.255e+43,2.3653,0.8978,7.7621e+42
5.5,0.8,1.0,0.4,5.4596e+43,2.399,0.9095,8.1872e+42
5.5,0.8,1.0,0.5,5.6716e+43,2.436,0.92127,8.6124e+42
5.5,0.8,1.0,0.6,5.8892e+43,2.4757,0.93304,9.0375e+42
5.5,0.8,1.0,0.7,6.115e+43,2.5172,0.94476,9.258e+42
5.5,0.8,1.1,0.1,4.6463e+43,2.221,0.85435,6.6998e+42
5.5,0.8,1.1,0.2,4.8244e+43,2.2436,0.86537,7.0114e+42
5.5,0.8,1.1,0.3,5.0117e+43,2.2717,0.87669,7.4307e+42
5.5,0.8,1.1,0.4,5.2077e+43,2.3043,0.88819,7.8187e+42
5.5,0.8,1.1,0.5,5.411e+43,2.3403,0.89979,8.0641e+42
5.5,0.8,1.1,0.6,5.6202e+43,2.379,0.91142,8.4825e+42
5.5,0.8,1.1,0.7,5.8372e+43,2.4196,0.92301,8.9009e+42
5.5,0.8,1.2,0.1,4.4458e+43,2.1422,0.83534,6.2979e+42
5.5,0.8,1.2,0.2,4.6165e+43,2.1635,0.84611,6.7117e+42
5.5,0.8,1.2,0.3,4.7964e+43,2.1904,0.85721,6.9199e+42
5.5,0.8,1.2,0.4,4.9847e+43,2.2219,0.86853,7.3328e+42
5.5,0.8,1.2,0.5,5.1804e+43,2.2569,0.87998,7.7457e+42
5.5,0.8,1.2,0.6,5.3821e+43,2.2947,0.89146,7.9433e+42
5.5,0.8,1.2,0.7,5.5907e+43,2.3345,0.90292,8.3552e+42
5.5,0.8,1.3,0.1,4.2669e+43,2.0734,0.81769,5.9159e+42
5.5,0.8,1.3,0.2,4.431e+43,2.0935,0.82823,6.2284e+42
5.5,0.8,1.3,0.3,4.6041e+43,2.1193,0.83913,6.6361e+42
5.5,0.8,1.3,0.4,4.7855e+43,2.1497,0.85028,6.8286e+42
5.5,0.8,1.3,0.5,4.9743e+43,2.1838,0.86157,7.2353e+42
5.5,0.8,1.3,0.6,5.1693e+43,2.2207,0.87292,7.642e+42
5.5,0.8,1.3,0.7,5.3699e+43,2.2597,0.88427,8.0487e+42
10,0.8,0.8,0.1,4.8171e+43,3.1003,1.2067,8.2107e+42
10,0.8,0.8,0.2,5.092e+43,3.1701,1.2236,8.6466e+42
10,0.8,0.8,0.3,5.3702e+43,3.2371,1.2397,9.0825e+42
10,0.8,0.8,0.4,5.6484e+43,3.3009,1.255,9.5184e+42
10,0.8,0.8,0.5,5.93e+43,3.3616,1.2694,9.9543e+42
10,0.8,0.8,0.6,6.2137e+43,3.4191,1.2832,1.039e+43
10,0.8,0.8,0.7,6.4975e+43,3.4737,1.2963,1.0826e+43
10,0.8,0.9,0.1,4.477e+43,2.9169,1.1691,7.7462e+42
10,0.8,0.9,0.2,4.7383e+43,2.9869,1.1862,8.1746e+42
10,0.8,0.9,0.3,5.0041e+43,3.0541,1.2025,8.603e+42
10,0.8,0.9,0.4,5.2699e+43,3.1183,1.2179,9.0313e+42
10,0.8,0.9,0.5,5.5385e+43,3.1793,1.2326,9.4597e+42
10,0.8,0.9,0.6,5.8094e+43,3.2371,1.2466,9.888e+42
10,0.8,0.9,0.7,6.0802e+43,3.2919,1.2599,1.0316e+43
10,0.8,1.0,0.1,4.1901e+43,2.7621,1.1354,7.3104e+42
10,0.8,1.0,0.2,4.4401e+43,2.832,1.1527,7.7314e+42
10,0.8,1.0,0.3,4.6945e+43,2.8993,1.1692,8.1525e+42
